                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09129      	1.191         	0.6244       	2.25            	0.1265        	--           	0.1186       	--           	0            	1            	-0.007921    	0.09921      	0.09129      	0.09129      	0.2872       	0.2867         	--             	--            
FirstTries                            	5259         	0.1976       	1.194         	1.163        	4.279           	0.2107        	0.1547       	0.2226       	--           	0            	1.023        	0.01184      	0.1857       	0.1976       	0.1976       	0.5461       	0.2867         	--             	--            
SomeoneTries                          	5386         	0.1944       	1.213         	1.159        	4.178           	0.2099        	0.1541       	0.2202       	--           	0            	1.022        	0.01025      	0.1842       	0.1944       	0.1944       	0.5332       	0.2867         	--             	--            
NooneTries                            	4614         	-0.02913     	1.165         	0            	0               	0.02913       	--           	0            	--           	0            	0.975        	-0.02913     	0            	-0.02913     	-0.02913     	0            	0.2867         	0              	0             
InventionOccurs                       	3225         	0.4625       	1.225         	1.178        	4.841           	0.2128        	0.1541       	0.3677       	--           	0            	1.154        	0.1549       	0.3076       	0.4625       	0.4625       	0.8905       	0.2867         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3221         	0.4632       	1.226         	1.178        	4.844           	0.2129        	0.1541       	0.3682       	--           	0            	1.154        	0.1552       	0.308        	0.4632       	0.4632       	0.8904       	0.2867         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3221         	0.4632       	1.226         	1.178        	4.844           	0.2129        	0.1541       	0.3682       	--           	0            	1.154        	0.1552       	0.308        	0.4632       	0.4632       	0.8904       	0.2867         	--             	--            
AllHighValue                          	1962         	0.2645       	1.192         	1.144        	4.316           	0.2687        	--           	0.28         	--           	0            	1.028        	0.01129      	0.2533       	0.2645       	0.2645       	0.527        	0.2867         	--             	--            
FirstTriesHighValue                   	1882         	0.2769       	1.194         	1.189        	4.5             	0.2781        	0.2083       	0.2915       	--           	0            	1.03         	0.01337      	0.2636       	0.2769       	0.2769       	0.5494       	0.2867         	--             	--            
SomeoneTriesHighValue                 	1890         	0.2756       	1.197         	1.188        	4.481           	0.278         	0.2083       	0.2907       	--           	0            	1.03         	0.01273      	0.2629       	0.2756       	0.2756       	0.5471       	0.2867         	--             	--            
NooneTriesHighValue                   	72           	-0.02639     	1.056         	0            	0               	0.02639       	--           	0            	--           	0            	0.975        	-0.02639     	0            	-0.02639     	-0.02639     	0            	0.2867         	0              	0             
InventionOccursHighValue              	1159         	0.6243       	1.203         	1.196        	5.164           	0.2784        	0.2069       	0.474        	--           	0            	1.196        	0.1956       	0.4287       	0.6243       	0.6243       	0.8921       	0.2867         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1159         	0.6243       	1.203         	1.196        	5.164           	0.2784        	0.2069       	0.474        	--           	0            	1.196        	0.1956       	0.4287       	0.6243       	0.6243       	0.8921       	0.2867         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1159         	0.6243       	1.203         	1.196        	5.164           	0.2784        	0.2069       	0.474        	--           	0            	1.196        	0.1956       	0.4287       	0.6243       	0.6243       	0.8921       	0.2867         	--             	--            
