                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1437       	1             	0.4845       	1.368           	0.06335       	--           	0.08013      	0.3227       	0            	1.064        	0.06362      	0.08011      	0.1437       	0.1437       	0.2424       	0.2421         	--             	--            
FirstTries                            	4845         	0.2714       	1             	1            	2.824           	0.1042        	0.07915      	0.1654       	0.3227       	0            	1.106        	0.106        	0.1654       	0.2714       	0.2714       	0.5003       	0.2421         	0.4922         	0.4922        
SomeoneTries                          	4845         	0.2714       	1             	1            	2.824           	0.1042        	0.07915      	0.1654       	0.3227       	0            	1.106        	0.106        	0.1654       	0.2714       	0.2714       	0.5003       	0.2421         	0.4922         	0.4922        
NooneTries                            	5155         	0.02375      	1             	0            	0               	0.025         	--           	0            	--           	0            	1.024        	0.02375      	0            	0.02375      	0.02375      	0            	0.2421         	--             	--            
InventionOccurs                       	2424         	0.6055       	1             	1            	3.425           	0.1006        	0.07556      	0.3306       	0.3227       	0            	1.275        	0.275        	0.3305       	0.6055       	0.6055       	1            	0.2421         	0.5305         	0.5305        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2423         	0.6058       	1             	1            	3.426           	0.1006        	0.07557      	0.3307       	0.3228       	0            	1.275        	0.2751       	0.3306       	0.6058       	0.6058       	1            	0.2421         	0.5305         	0.5305        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2423         	0.6058       	1             	1            	3.426           	0.1006        	0.07557      	0.3307       	0.3228       	0            	1.275        	0.2751       	0.3306       	0.6058       	0.6058       	1            	0.2421         	0.5305         	0.5305        
AllHighValue                          	1986         	0.3087       	1             	0.8182       	2.348           	0.1064        	--           	0.1809       	0.4304       	0            	1.119        	0.1192       	0.1894       	0.3087       	0.3087       	0.4094       	0.2421         	--             	--            
FirstTriesHighValue                   	1625         	0.372        	1             	1            	2.87            	0.1244        	0.09944      	0.2211       	0.4304       	0            	1.14         	0.1405       	0.2315       	0.372        	0.372        	0.5003       	0.2421         	0.495          	0.495         
SomeoneTriesHighValue                 	1625         	0.372        	1             	1            	2.87            	0.1244        	0.09944      	0.2211       	0.4304       	0            	1.14         	0.1405       	0.2315       	0.372        	0.372        	0.5003       	0.2421         	0.495          	0.495         
NooneTriesHighValue                   	361          	0.02375      	1             	0            	0               	0.025         	--           	0            	--           	0            	1.024        	0.02375      	0            	0.02375      	0.02375      	0            	0.2421         	--             	--            
InventionOccursHighValue              	813          	0.828        	1             	1            	3.475           	0.1206        	0.09563      	0.442        	0.4304       	0            	1.365        	0.3653       	0.4627       	0.828        	0.828        	1            	0.2421         	0.5338         	0.5338        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	813          	0.828        	1             	1            	3.475           	0.1206        	0.09563      	0.442        	0.4304       	0            	1.365        	0.3653       	0.4627       	0.828        	0.828        	1            	0.2421         	0.5338         	0.5338        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	813          	0.828        	1             	1            	3.475           	0.1206        	0.09563      	0.442        	0.4304       	0            	1.365        	0.3653       	0.4627       	0.828        	0.828        	1            	0.2421         	0.5338         	0.5338        
