                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.03533      	1             	0.2982       	0.8953          	0.04391       	--           	0.0525       	0.3504       	0.0525       	0.9936       	-0.006396    	0.04173      	0.03533      	0.03533      	0.1498       	0.1506         	--             	--            
FirstTries                            	2982         	0.1773       	1             	1            	3.002           	0.08842       	0.06342      	0.176        	0.3504       	0.176        	1.037        	0.03739      	0.1399       	0.1773       	0.1773       	0.5023       	0.1506         	0.5026         	0.5026        
SomeoneTries                          	2982         	0.1773       	1             	1            	3.002           	0.08842       	0.06342      	0.176        	0.3504       	0.176        	1.037        	0.03739      	0.1399       	0.1773       	0.1773       	0.5023       	0.1506         	0.5026         	0.5026        
NooneTries                            	7018         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.1506         	--             	--            
InventionOccurs                       	1498         	0.443        	1             	1            	3.686           	0.086         	0.061        	0.3504       	0.3504       	0.3504       	1.164        	0.1644       	0.2786       	0.443        	0.443        	1            	0.1506         	0.5459         	0.5459        
InadvertentInfringement               	1498         	0.443        	1             	1            	3.686           	0.086         	0.061        	0.3504       	0.3504       	0.3504       	1.164        	0.1644       	0.2786       	0.443        	0.443        	1            	0.1506         	0.5459         	0.5459        
AgreementReached                      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	1498         	0.443        	1             	1            	3.686           	0.086         	0.061        	0.3504       	0.3504       	0.3504       	1.164        	0.1644       	0.2786       	0.443        	0.443        	1            	0.1506         	0.5459         	0.5459        
AllHighValue                          	1954         	0.1591       	1             	0.6904       	1.993           	0.07956       	--           	0.1443       	0.4246       	0.1443       	1.031        	0.03074      	0.1283       	0.1591       	0.1591       	0.3398       	0.1506         	--             	--            
FirstTriesHighValue                   	1349         	0.2416       	1             	1            	2.887           	0.104         	0.07903      	0.209        	0.4246       	0.209        	1.056        	0.05574      	0.1859       	0.2416       	0.2416       	0.4922       	0.1506         	0.4933         	0.4933        
SomeoneTriesHighValue                 	1349         	0.2416       	1             	1            	2.887           	0.104         	0.07903      	0.209        	0.4246       	0.209        	1.056        	0.05574      	0.1859       	0.2416       	0.2416       	0.4922       	0.1506         	0.4933         	0.4933        
NooneTriesHighValue                   	605          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.1506         	--             	--            
InventionOccursHighValue              	664          	0.601        	1             	1            	3.679           	0.1012        	0.07624      	0.4246       	0.4246       	0.4246       	1.223        	0.2234       	0.3777       	0.601        	0.601        	1            	0.1506         	0.5431         	0.5431        
InadvertentHighValue                  	664          	0.601        	1             	1            	3.679           	0.1012        	0.07624      	0.4246       	0.4246       	0.4246       	1.223        	0.2234       	0.3777       	0.601        	0.601        	1            	0.1506         	0.5431         	0.5431        
AgreementReachedHighValue             	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	664          	0.601        	1             	1            	3.679           	0.1012        	0.07624      	0.4246       	0.4246       	0.4246       	1.223        	0.2234       	0.3777       	0.601        	0.601        	1            	0.1506         	0.5431         	0.5431        
