                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09737      	1             	0.5198       	1.483           	0.0669        	--           	0.08206      	0.3144       	0            	1.015        	0.01516      	0.08221      	0.09737      	0.09737      	0.2558       	0.2561         	0.2564         	0.2564        
FirstTries                            	5198         	0.2104       	1             	1            	2.853           	0.1056        	0.08061      	0.1579       	0.3144       	0            	1.052        	0.05226      	0.1581       	0.2104       	0.2104       	0.4921       	0.2561         	0.4934         	0.4934        
SomeoneTries                          	5198         	0.2104       	1             	1            	2.853           	0.1056        	0.08061      	0.1579       	0.3144       	0            	1.052        	0.05226      	0.1581       	0.2104       	0.2104       	0.4921       	0.2561         	0.4934         	0.4934        
NooneTries                            	4802         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2561         	0              	0             
InventionOccurs                       	2558         	0.5402       	1             	1            	3.527           	0.102         	0.07701      	0.3208       	0.3144       	0            	1.219        	0.2188       	0.3214       	0.5402       	0.5402       	1            	0.2561         	0.5359         	0.5359        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2557         	0.5404       	1             	1            	3.526           	0.102         	0.07701      	0.3209       	0.3145       	0            	1.219        	0.2189       	0.3215       	0.5404       	0.5404       	1            	0.2561         	0.5358         	0.5358        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2557         	0.5404       	1             	1            	3.526           	0.102         	0.07701      	0.3209       	0.3145       	0            	1.219        	0.2189       	0.3215       	0.5404       	0.5404       	1            	0.2561         	0.5358         	0.5358        
AllHighValue                          	1968         	0.2579       	1             	0.8262       	2.406           	0.1078        	--           	0.1786       	0.4264       	0            	1.071        	0.07081      	0.1871       	0.2579       	0.2579       	0.405        	0.2561         	0.4094         	0.4094        
FirstTriesHighValue                   	1626         	0.3174       	1             	1            	2.912           	0.1253        	0.1003       	0.2162       	0.4264       	0            	1.091        	0.09096      	0.2264       	0.3174       	0.3174       	0.4902       	0.2561         	0.4955         	0.4955        
SomeoneTriesHighValue                 	1626         	0.3174       	1             	1            	2.912           	0.1253        	0.1003       	0.2162       	0.4264       	0            	1.091        	0.09096      	0.2264       	0.3174       	0.3174       	0.4902       	0.2561         	0.4955         	0.4955        
NooneTriesHighValue                   	342          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2561         	0              	0             
InventionOccursHighValue              	797          	0.7822       	1             	1            	3.755           	0.1208        	0.09581      	0.4411       	0.4264       	0            	1.32         	0.3203       	0.4619       	0.7822       	0.7822       	1            	0.2561         	0.5483         	0.5483        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	797          	0.7822       	1             	1            	3.755           	0.1208        	0.09581      	0.4411       	0.4264       	0            	1.32         	0.3203       	0.4619       	0.7822       	0.7822       	1            	0.2561         	0.5483         	0.5483        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	797          	0.7822       	1             	1            	3.755           	0.1208        	0.09581      	0.4411       	0.4264       	0            	1.32         	0.3203       	0.4619       	0.7822       	0.7822       	1            	0.2561         	0.5483         	0.5483        
