                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.2237       	1             	0.833        	5.002           	0.1265        	--           	0.1379       	0.2434       	0            	1.011        	0.01147      	0.2122       	0.2237       	0.2237       	0.5764       	0.577          	--             	--            
FirstTries                            	8330         	0.2735       	1             	1            	6.004           	0.1468        	0.1218       	0.1656       	0.2434       	0            	1.019        	0.01878      	0.2547       	0.2735       	0.2735       	0.692        	0.577          	0.6887         	0.6887        
SomeoneTries                          	8330         	0.2735       	1             	1            	6.004           	0.1468        	0.1218       	0.1656       	0.2434       	0            	1.019        	0.01878      	0.2547       	0.2735       	0.2735       	0.692        	0.577          	0.6887         	0.6887        
NooneTries                            	1670         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.577          	--             	--            
InventionOccurs                       	5764         	0.4551       	1             	1            	6.485           	0.1524        	0.1274       	0.2393       	0.2434       	0            	1.087        	0.08692      	0.3681       	0.4551       	0.4551       	1            	0.577          	0.7172         	0.7172        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	5758         	0.4556       	1             	1            	6.489           	0.1525        	0.1275       	0.2396       	0.2434       	0            	1.087        	0.08711      	0.3685       	0.4556       	0.4556       	1            	0.577          	0.7175         	0.7175        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	5758         	0.4556       	1             	1            	6.489           	0.1525        	0.1275       	0.2396       	0.2434       	0            	1.087        	0.08711      	0.3685       	0.4556       	0.4556       	1            	0.577          	0.7175         	0.7175        
AllHighValue                          	2085         	0.4899       	1             	1            	7.535           	0.204         	0.179        	0.2342       	0.3029       	0            	1.03         	0.03022      	0.4597       	0.4899       	0.4899       	0.7698       	0.577          	0.7784         	0.7784        
FirstTriesHighValue                   	2085         	0.4899       	1             	1            	7.535           	0.204         	0.179        	0.2342       	0.3029       	0            	1.03         	0.03022      	0.4597       	0.4899       	0.4899       	0.7698       	0.577          	0.7784         	0.7784        
SomeoneTriesHighValue                 	2085         	0.4899       	1             	1            	7.535           	0.204         	0.179        	0.2342       	0.3029       	0            	1.03         	0.03022      	0.4597       	0.4899       	0.4899       	0.7698       	0.577          	0.7784         	0.7784        
NooneTriesHighValue                   	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1605         	0.699        	1             	1            	7.569           	0.2024        	0.1774       	0.3042       	0.3029       	0            	1.102        	0.1018       	0.5972       	0.699        	0.699        	1            	0.577          	0.7802         	0.7802        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1605         	0.699        	1             	1            	7.569           	0.2024        	0.1774       	0.3042       	0.3029       	0            	1.102        	0.1018       	0.5972       	0.699        	0.699        	1            	0.577          	0.7802         	0.7802        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1605         	0.699        	1             	1            	7.569           	0.2024        	0.1774       	0.3042       	0.3029       	0            	1.102        	0.1018       	0.5972       	0.699        	0.699        	1            	0.577          	0.7802         	0.7802        
