                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.07467      	1             	0.3152       	1.871           	0.07056       	--           	0.07259      	0.3255       	0            	1.002        	0.002026     	0.07264      	0.07467      	0.07467      	0.2182       	0.2186         	--             	--            
FirstTries                            	3152         	0.2912       	1             	1            	5.937           	0.1695        	0.1445       	0.2303       	0.3255       	0            	1.061        	0.06074      	0.2305       	0.2912       	0.2912       	0.6923       	0.2186         	0.6895         	0.6895        
SomeoneTries                          	3152         	0.2912       	1             	1            	5.937           	0.1695        	0.1445       	0.2303       	0.3255       	0            	1.061        	0.06074      	0.2305       	0.2912       	0.2912       	0.6923       	0.2186         	0.6895         	0.6895        
NooneTries                            	6848         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2186         	--             	--            
InventionOccurs                       	2182         	0.5019       	1             	1            	6.193           	0.1637        	0.1387       	0.3327       	0.3255       	0            	1.169        	0.169        	0.3329       	0.5019       	0.5019       	1            	0.2186         	0.7038         	0.7038        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2181         	0.5022       	1             	1            	6.193           	0.1637        	0.1387       	0.3328       	0.3257       	0            	1.169        	0.1691       	0.3331       	0.5022       	0.5022       	1            	0.2186         	0.7038         	0.7038        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2181         	0.5022       	1             	1            	6.193           	0.1637        	0.1387       	0.3328       	0.3257       	0            	1.169        	0.1691       	0.3331       	0.5022       	0.5022       	1            	0.2186         	0.7038         	0.7038        
AllHighValue                          	1972         	0.2263       	1             	0.5786       	3.276           	0.1305        	--           	0.1744       	0.4309       	0            	1.044        	0.04385      	0.1824       	0.2263       	0.2263       	0.394        	0.2186         	--             	--            
FirstTriesHighValue                   	1141         	0.4093       	1             	1            	5.662           	0.2073        	0.1823       	0.3013       	0.4309       	0            	1.094        	0.094        	0.3153       	0.4093       	0.4093       	0.681        	0.2186         	0.6732         	0.6732        
SomeoneTriesHighValue                 	1141         	0.4093       	1             	1            	5.662           	0.2073        	0.1823       	0.3013       	0.4309       	0            	1.094        	0.094        	0.3153       	0.4093       	0.4093       	0.681        	0.2186         	0.6732         	0.6732        
NooneTriesHighValue                   	831          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2186         	--             	--            
InventionOccursHighValue              	777          	0.7047       	1             	1            	5.971           	0.2007        	0.1757       	0.4425       	0.4309       	0            	1.242        	0.2418       	0.4629       	0.7047       	0.7047       	1            	0.2186         	0.6907         	0.6907        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	777          	0.7047       	1             	1            	5.971           	0.2007        	0.1757       	0.4425       	0.4309       	0            	1.242        	0.2418       	0.4629       	0.7047       	0.7047       	1            	0.2186         	0.6907         	0.6907        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	777          	0.7047       	1             	1            	5.971           	0.2007        	0.1757       	0.4425       	0.4309       	0            	1.242        	0.2418       	0.4629       	0.7047       	0.7047       	1            	0.2186         	0.6907         	0.6907        
