                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1012       	1             	0.5409       	2.316           	0.1075        	--           	0.1157       	0.3729       	0.01134      	1.005        	0.005046     	0.09616      	0.1012       	0.1012       	0.319        	0.3203         	--             	--            
FirstTries                            	5409         	0.2083       	1             	1            	4.282           	0.1775        	0.1525       	0.2139       	0.3729       	0.02097      	1.031        	0.03055      	0.1778       	0.2083       	0.2083       	0.5898       	0.3203         	0.5858         	0.5858        
SomeoneTries                          	5409         	0.2083       	1             	1            	4.282           	0.1775        	0.1525       	0.2139       	0.3729       	0.02097      	1.031        	0.03055      	0.1778       	0.2083       	0.2083       	0.5898       	0.3203         	0.5858         	0.5858        
NooneTries                            	4591         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.3203         	--             	--            
InventionOccurs                       	3190         	0.4756       	1             	1            	4.989           	0.1786        	0.1536       	0.3626       	0.3729       	0.03555      	1.174        	0.1742       	0.3014       	0.4756       	0.4756       	1            	0.3203         	0.6284         	0.6284        
InadvertentInfringement               	314          	0.2745       	1             	1            	4.907           	0.1726        	0.1476       	0.3612       	0.3612       	0.3612       	1.089        	0.0886       	0.1859       	0.2745       	0.2745       	1            	0.3203         	0.6243         	0.6243        
AgreementReached                      	2874         	0.498        	1             	1            	4.998           	0.1793        	0.1543       	0.363        	0.3743       	0            	1.184        	0.1837       	0.3143       	0.498        	0.498        	1            	0.3203         	0.6288         	0.6288        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3188         	0.476        	1             	1            	4.989           	0.1786        	0.1536       	0.3628       	0.373        	0.03557      	1.174        	0.1744       	0.3016       	0.476        	0.476        	1            	0.3203         	0.6284         	0.6284        
AllHighValue                          	2054         	0.2794       	1             	0.9255       	4.321           	0.2184        	--           	0.2608       	0.4644       	0.02242      	1.037        	0.03749      	0.2419       	0.2794       	0.2794       	0.5618       	0.3203         	--             	--            
FirstTriesHighValue                   	1901         	0.3039       	1             	1            	4.668           	0.234         	0.209        	0.2818       	0.4644       	0.02422      	1.043        	0.04251      	0.2614       	0.3039       	0.3039       	0.607        	0.3203         	0.6083         	0.6083        
SomeoneTriesHighValue                 	1901         	0.3039       	1             	1            	4.668           	0.234         	0.209        	0.2818       	0.4644       	0.02422      	1.043        	0.04251      	0.2614       	0.3039       	0.3039       	0.607        	0.3203         	0.6083         	0.6083        
NooneTriesHighValue                   	153          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.3203         	--             	--            
InventionOccursHighValue              	1154         	0.6524       	1             	1            	5.443           	0.2336        	0.2086       	0.4642       	0.4644       	0.0399       	1.222        	0.2219       	0.4305       	0.6524       	0.6524       	1            	0.3203         	0.6547         	0.6547        
InadvertentHighValue                  	100          	0.4702       	1             	1            	5.482           	0.2321        	0.2071       	0.4605       	0.4605       	0.4605       	1.128        	0.1283       	0.3419       	0.4702       	0.4702       	1            	0.3203         	0.6571         	0.6571        
AgreementReachedHighValue             	1054         	0.6697       	1             	1            	5.44            	0.2338        	0.2088       	0.4646       	0.4648       	0            	1.231        	0.2308       	0.4389       	0.6697       	0.6697       	1            	0.3203         	0.6545         	0.6545        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1154         	0.6524       	1             	1            	5.443           	0.2336        	0.2086       	0.4642       	0.4644       	0.0399       	1.222        	0.2219       	0.4305       	0.6524       	0.6524       	1            	0.3203         	0.6547         	0.6547        
