                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09558      	1             	0.5264       	2.106           	0.09738       	--           	0.1007       	0.3568       	0            	1.003        	0.003348     	0.09223      	0.09558      	0.09558      	0.2995       	0.3005         	--             	--            
FirstTries                            	5264         	0.2041       	1             	1            	4.002           	0.1625        	0.1375       	0.1914       	0.3568       	0            	1.029        	0.02885      	0.1752       	0.2041       	0.2041       	0.569        	0.3005         	0.5692         	0.5692        
SomeoneTries                          	5264         	0.2041       	1             	1            	4.002           	0.1625        	0.1375       	0.1914       	0.3568       	0            	1.029        	0.02885      	0.1752       	0.2041       	0.2041       	0.569        	0.3005         	0.5692         	0.5692        
NooneTries                            	4736         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.3005         	--             	--            
InventionOccurs                       	2995         	0.4822       	1             	1            	4.643           	0.162         	0.137        	0.3363       	0.3568       	0            	1.174        	0.1743       	0.308        	0.4822       	0.4822       	1            	0.3005         	0.6085         	0.6085        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2920         	0.4984       	1             	1            	4.678           	0.1624        	0.1374       	0.345        	0.3568       	0            	1.183        	0.1825       	0.3159       	0.4984       	0.4984       	1            	0.3005         	0.6106         	0.6106        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2920         	0.4984       	1             	1            	4.678           	0.1624        	0.1374       	0.345        	0.3568       	0            	1.183        	0.1825       	0.3159       	0.4984       	0.4984       	1            	0.3005         	0.6106         	0.6106        
AllHighValue                          	1983         	0.277        	1             	0.8845       	3.862           	0.1847        	--           	0.2206       	0.4302       	0            	1.036        	0.03587      	0.2412       	0.277        	0.277        	0.5129       	0.3005         	--             	--            
FirstTriesHighValue                   	1754         	0.3165       	1             	1            	4.366           	0.2056        	0.1806       	0.2494       	0.4302       	0            	1.044        	0.04381      	0.2726       	0.3165       	0.3165       	0.5798       	0.3005         	0.5902         	0.5902        
SomeoneTriesHighValue                 	1754         	0.3165       	1             	1            	4.366           	0.2056        	0.1806       	0.2494       	0.4302       	0            	1.044        	0.04381      	0.2726       	0.3165       	0.3165       	0.5798       	0.3005         	0.5902         	0.5902        
NooneTriesHighValue                   	229          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.3005         	--             	--            
InventionOccursHighValue              	1017         	0.6959       	1             	1            	5.048           	0.2045        	0.1795       	0.4302       	0.4302       	0            	1.226        	0.2257       	0.4702       	0.6959       	0.6959       	1            	0.3005         	0.6318         	0.6318        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1017         	0.6959       	1             	1            	5.048           	0.2045        	0.1795       	0.4302       	0.4302       	0            	1.226        	0.2257       	0.4702       	0.6959       	0.6959       	1            	0.3005         	0.6318         	0.6318        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1017         	0.6959       	1             	1            	5.048           	0.2045        	0.1795       	0.4302       	0.4302       	0            	1.226        	0.2257       	0.4702       	0.6959       	0.6959       	1            	0.3005         	0.6318         	0.6318        
