                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1647       	4.002         	1.955        	1.954           	0.3623        	--           	0.1756       	--           	0            	0.9988       	-0.004787    	0.1695       	0.1647       	0.1647       	0.1267       	0.127          	--             	--            
FirstTries                            	4887         	0.2051       	4.002         	3.539        	3.999           	0.5851        	0.1343       	0.3158       	--           	0            	0.9754       	-0.09841     	0.3035       	0.2051       	0.2051       	0.2593       	0.127          	--             	--            
SomeoneTries                          	6259         	0.2064       	4.003         	3.124        	3.122           	0.5191        	0.1282       	0.2805       	--           	0            	0.9839       	-0.06444     	0.2708       	0.2064       	0.2064       	0.2024       	0.127          	--             	--            
NooneTries                            	3741         	0.09503      	4.001         	0            	0               	0.1           	--           	0            	--           	0            	1.024        	0.09503      	0            	0.09503      	0.09503      	0            	0.127          	--             	--            
InventionOccurs                       	5146         	0.2813       	4.003         	3.4          	3.598           	0.5613        	0.1318       	0.3411       	--           	0            	0.988        	-0.0481      	0.3294       	0.2813       	0.2813       	0.2462       	0.127          	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	5143         	0.2816       	4.003         	3.4          	3.598           	0.5614        	0.1318       	0.3413       	--           	0            	0.988        	-0.04798     	0.3296       	0.2816       	0.2816       	0.2464       	0.127          	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	5143         	0.2816       	4.003         	3.4          	3.598           	0.5614        	0.1318       	0.3413       	--           	0            	0.988        	-0.04798     	0.3296       	0.2816       	0.2816       	0.2464       	0.127          	--             	--            
AllHighValue                          	2000         	0.2064       	4.002         	3.687        	3.961           	0.7711        	--           	0.4132       	--           	0            	0.9509       	-0.1964      	0.4028       	0.2064       	0.2064       	0.2185       	0.127          	--             	--            
FirstTriesHighValue                   	1852         	0.2001       	4.002         	3.827        	4.278           	0.7978        	0.1818       	0.4244       	--           	0            	0.9467       	-0.2131      	0.4133       	0.2001       	0.2001       	0.236        	0.127          	--             	--            
SomeoneTriesHighValue                 	1988         	0.2071       	4.002         	3.709        	3.985           	0.7752        	0.1812       	0.4157       	--           	0            	0.9505       	-0.1981      	0.4053       	0.2071       	0.2071       	0.2198       	0.127          	--             	--            
NooneTriesHighValue                   	12           	0.095        	4             	0            	0               	0.1           	--           	0            	--           	0            	1.024        	0.095        	0            	0.095        	0.095        	0            	0.127          	--             	--            
InventionOccursHighValue              	1806         	0.2703       	4.002         	3.806        	4.243           	0.7938        	0.1818       	0.4576       	--           	0            	0.9561       	-0.1758      	0.4461       	0.2703       	0.2703       	0.242        	0.127          	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1806         	0.2703       	4.002         	3.806        	4.243           	0.7938        	0.1818       	0.4576       	--           	0            	0.9561       	-0.1758      	0.4461       	0.2703       	0.2703       	0.242        	0.127          	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1806         	0.2703       	4.002         	3.806        	4.243           	0.7938        	0.1818       	0.4576       	--           	0            	0.9561       	-0.1758      	0.4461       	0.2703       	0.2703       	0.242        	0.127          	--             	--            
