                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.2103       	1             	0.2675       	2.095           	0.08176       	--           	0.07576      	0.4287       	0            	0.994        	-0.005998    	0.07026      	0.06426      	0.2103       	0.2111       	0.2113         	--             	--            
FirstTries                            	2675         	0.8548       	1             	1            	7.831           	0.2372        	0.2122       	0.2832       	0.4287       	0            	1.046        	0.04603      	0.2627       	0.3087       	0.8548       	0.7892       	0.2113         	0.7937         	0.7937        
SomeoneTries                          	2675         	0.8548       	1             	1            	7.831           	0.2372        	0.2122       	0.2832       	0.4287       	0            	1.046        	0.04603      	0.2627       	0.3087       	0.8548       	0.7892       	0.2113         	0.7937         	0.7937        
NooneTries                            	7325         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2113         	--             	--            
InventionOccurs                       	2111         	1.146        	1             	1            	7.853           	0.2381        	0.2131       	0.3589       	0.4287       	0            	1.121        	0.1208       	0.3328       	0.4537       	1.146        	1            	0.2113         	0.7948         	0.7948        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2109         	1.147        	1             	1            	7.853           	0.2381        	0.2131       	0.3592       	0.4288       	0            	1.121        	0.1212       	0.3331       	0.4543       	1.147        	1            	0.2113         	0.7948         	0.7948        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2109         	1.147        	1             	1            	7.853           	0.2381        	0.2131       	0.3592       	0.4288       	0            	1.121        	0.1212       	0.3331       	0.4543       	1.147        	1            	0.2113         	0.7948         	0.7948        
AllHighValue                          	1941         	0.5737       	1             	0.5276       	4.147           	0.1759        	--           	0.1875       	0.5268       	0            	1.012        	0.01161      	0.1873       	0.1989       	0.5737       	0.4137       	0.2113         	--             	--            
FirstTriesHighValue                   	1024         	1.11         	1             	1            	7.86            	0.3111        	0.2861       	0.3555       	0.5268       	0            	1.044        	0.0444       	0.355        	0.3994       	1.11         	0.7842       	0.2113         	0.7952         	0.7952        
SomeoneTriesHighValue                 	1024         	1.11         	1             	1            	7.86            	0.3111        	0.2861       	0.3555       	0.5268       	0            	1.044        	0.0444       	0.355        	0.3994       	1.11         	0.7842       	0.2113         	0.7952         	0.7952        
NooneTriesHighValue                   	917          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2113         	--             	--            
InventionOccursHighValue              	803          	1.504        	1             	1            	7.895           	0.3081        	0.2831       	0.4533       	0.5268       	0            	1.145        	0.1452       	0.4528       	0.5979       	1.504        	1            	0.2113         	0.797          	0.797         
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	803          	1.504        	1             	1            	7.895           	0.3081        	0.2831       	0.4533       	0.5268       	0            	1.145        	0.1452       	0.4528       	0.5979       	1.504        	1            	0.2113         	0.797          	0.797         
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	803          	1.504        	1             	1            	7.895           	0.3081        	0.2831       	0.4533       	0.5268       	0            	1.145        	0.1452       	0.4528       	0.5979       	1.504        	1            	0.2113         	0.797          	0.797         
