                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1498       	1             	0.4849       	2.091           	0.09848       	--           	0.108        	0.3806       	0            	1.055        	0.05458      	0.0952       	0.1498       	0.1498       	0.2869       	0.2881         	--             	--            
FirstTries                            	4849         	0.2837       	1             	1            	4.313           	0.1765        	0.1515       	0.2227       	0.3806       	0            	1.087        	0.08733      	0.1963       	0.2837       	0.2837       	0.5917       	0.2881         	0.5881         	0.5881        
SomeoneTries                          	4849         	0.2837       	1             	1            	4.313           	0.1765        	0.1515       	0.2227       	0.3806       	0            	1.087        	0.08733      	0.1963       	0.2837       	0.2837       	0.5917       	0.2881         	0.5881         	0.5881        
NooneTries                            	5151         	0.02375      	1             	0            	0               	0.025         	--           	0            	--           	0            	1.024        	0.02375      	0            	0.02375      	0.02375      	0            	0.2881         	--             	--            
InventionOccurs                       	2869         	0.5733       	1             	1            	5               	0.1762        	0.1512       	0.3764       	0.3806       	0            	1.241        	0.2414       	0.3318       	0.5733       	0.5733       	1            	0.2881         	0.6297         	0.6297        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2869         	0.5733       	1             	1            	5               	0.1762        	0.1512       	0.3764       	0.3806       	0            	1.241        	0.2414       	0.3318       	0.5733       	0.5733       	1            	0.2881         	0.6297         	0.6297        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2869         	0.5733       	1             	1            	5               	0.1762        	0.1512       	0.3764       	0.3806       	0            	1.241        	0.2414       	0.3318       	0.5733       	0.5733       	1            	0.2881         	0.6297         	0.6297        
AllHighValue                          	2050         	0.3421       	1             	0.9351       	4.184           	0.2092        	--           	0.2608       	0.4603       	0            	1.091        	0.09114      	0.2509       	0.3421       	0.3421       	0.5668       	0.2881         	--             	--            
FirstTriesHighValue                   	1917         	0.3641       	1             	1            	4.474           	0.222         	0.197        	0.2789       	0.4603       	0            	1.096        	0.09581      	0.2683       	0.3641       	0.3641       	0.6062       	0.2881         	0.5969         	0.5969        
SomeoneTriesHighValue                 	1917         	0.3641       	1             	1            	4.474           	0.222         	0.197        	0.2789       	0.4603       	0            	1.096        	0.09581      	0.2683       	0.3641       	0.3641       	0.6062       	0.2881         	0.5969         	0.5969        
NooneTriesHighValue                   	133          	0.02375      	1             	0            	0               	0.025         	--           	0            	--           	0            	1.024        	0.02375      	0            	0.02375      	0.02375      	0            	0.2881         	--             	--            
InventionOccursHighValue              	1162         	0.7212       	1             	1            	5.169           	0.2205        	0.1955       	0.4601       	0.4603       	0            	1.279        	0.2786       	0.4427       	0.7212       	0.7212       	1            	0.2881         	0.6387         	0.6387        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1162         	0.7212       	1             	1            	5.169           	0.2205        	0.1955       	0.4601       	0.4603       	0            	1.279        	0.2786       	0.4427       	0.7212       	0.7212       	1            	0.2881         	0.6387         	0.6387        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1162         	0.7212       	1             	1            	5.169           	0.2205        	0.1955       	0.4601       	0.4603       	0            	1.279        	0.2786       	0.4427       	0.7212       	0.7212       	1            	0.2881         	0.6387         	0.6387        
