                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.145        	1             	0.468        	2.144           	0.09987       	--           	0.1089       	0.3876       	0            	1.054        	0.05405      	0.09092      	0.145        	0.145        	0.2851       	0.2867         	--             	--            
FirstTries                            	4680         	0.2828       	1             	1            	4.581           	0.185         	0.16         	0.2327       	0.3876       	0            	1.089        	0.0885       	0.1943       	0.2828       	0.2828       	0.6092       	0.2867         	0.6044         	0.6044        
SomeoneTries                          	4680         	0.2828       	1             	1            	4.581           	0.185         	0.16         	0.2327       	0.3876       	0            	1.089        	0.0885       	0.1943       	0.2828       	0.2828       	0.6092       	0.2867         	0.6044         	0.6044        
NooneTries                            	5320         	0.02375      	1             	0            	0               	0.025         	--           	0            	--           	0            	1.024        	0.02375      	0            	0.02375      	0.02375      	0            	0.2867         	--             	--            
InventionOccurs                       	2851         	0.5599       	1             	1            	5.251           	0.182         	0.157        	0.382        	0.3876       	0            	1.241        	0.241        	0.3189       	0.5599       	0.5599       	1            	0.2867         	0.6447         	0.6447        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2847         	0.5608       	1             	1            	5.254           	0.1821        	0.1571       	0.3826       	0.3877       	0            	1.241        	0.2414       	0.3194       	0.5608       	0.5608       	1            	0.2867         	0.6449         	0.6449        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2847         	0.5608       	1             	1            	5.254           	0.1821        	0.1571       	0.3826       	0.3877       	0            	1.241        	0.2414       	0.3194       	0.5608       	0.5608       	1            	0.2867         	0.6449         	0.6449        
AllHighValue                          	1943         	0.3345       	1             	0.9357       	4.251           	0.2184        	--           	0.2694       	0.4745       	0            	1.09         	0.09003      	0.2444       	0.3345       	0.3345       	0.5677       	0.2867         	--             	--            
FirstTriesHighValue                   	1818         	0.3558       	1             	1            	4.543           	0.2317        	0.2067       	0.2879       	0.4745       	0            	1.095        	0.09458      	0.2613       	0.3558       	0.3558       	0.6067       	0.2867         	0.6015         	0.6015        
SomeoneTriesHighValue                 	1818         	0.3558       	1             	1            	4.543           	0.2317        	0.2067       	0.2879       	0.4745       	0            	1.095        	0.09458      	0.2613       	0.3558       	0.3558       	0.6067       	0.2867         	0.6015         	0.6015        
NooneTriesHighValue                   	125          	0.02375      	1             	0            	0               	0.025         	--           	0            	--           	0            	1.024        	0.02375      	0            	0.02375      	0.02375      	0            	0.2867         	--             	--            
InventionOccursHighValue              	1103         	0.7128       	1             	1            	5.265           	0.2307        	0.2057       	0.4745       	0.4745       	0            	1.282        	0.2822       	0.4306       	0.7128       	0.7128       	1            	0.2867         	0.6452         	0.6452        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1103         	0.7128       	1             	1            	5.265           	0.2307        	0.2057       	0.4745       	0.4745       	0            	1.282        	0.2822       	0.4306       	0.7128       	0.7128       	1            	0.2867         	0.6452         	0.6452        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1103         	0.7128       	1             	1            	5.265           	0.2307        	0.2057       	0.4745       	0.4745       	0            	1.282        	0.2822       	0.4306       	0.7128       	0.7128       	1            	0.2867         	0.6452         	0.6452        
