"OptionSet","Exploit","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","PBargains2","DBargains2","POffer2","DOffer2","POfferMixedness2","DOfferMixedness2","Settles2","PBet2","DBet2","PBetMixedness2","DBetMixedness2","PAbandons2","DDefaults2","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","Settles1","PAbandons1","DDefaults1","Settles2","PAbandons2","DDefaults2","P Loses","P Wins"
"liabbasecosts","0.006821990425059434","P Wins",0.0967,0,0.09672,0.576854,1,1,0.643507,0.875517,0.747457,0.23828,0.075303,0.0737429,0,,,,,0,0,0.409016,0.705955,0.6621,0.431507,0.12464,0.0568506,0,,,,,0,0,1,1,1065000,865000,1065000,865000,70000,74412.7,21205.5,0,0,0,,0,0,0,0.605873,0,0.924731,1,1,0,0,0,0,0,0,0,0,0,1
"liabbasecosts","0.006821990425059434","DSignal Liab 3 Dam 3 Answers",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabbasecosts","0.006821990425059434","DSignal Liab 3 Dam 3 Noans",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","All",1,0,1,0.75,0.99984,0.93792,0.83332,0.93424,0.676871,0.61225,0.0249317,0.0247187,0.63136,,,,,4E-05,0.00052,0.2458,0.29548,0.6766,0.579236,0.0226986,0.0433228,0.12372,,,,,0,0.00016,0.18212,1,1080230,878090,1080230,878090,41678.8,23189.3,21582.1,0,0,0.75508,95721,4E-05,0.00068,0,1,0,0,0.99984,0.93792,0.00016,0.06192,0.63136,4E-05,0.00052,0.12372,0,0.00016,0,0.18212
"dambasecosts","0.006203528529013135","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","DisputeArises",1,0,1,0.75,0.99984,0.93792,0.83332,0.93424,0.676871,0.61225,0.0249317,0.0247187,0.63136,,,,,4E-05,0.00052,0.2458,0.29548,0.6766,0.579236,0.0226986,0.0433228,0.12372,,,,,0,0.00016,0.18212,1,1080230,878090,1080230,878090,41678.8,23189.3,21582.1,0,0,0.75508,95721,4E-05,0.00068,0,1,0,0,0.99984,0.93792,0.00016,0.06192,0.63136,4E-05,0.00052,0.12372,0,0.00016,0,0.18212
"dambasecosts","0.006203528529013135","Litigated",0.9379,0,0.93792,0.75,1,1,0.888477,0.996076,0.676871,0.61225,0.0249317,0.0247187,0.673149,,,,,4.26476E-05,0.000554418,0.262069,0.315038,0.6766,0.579236,0.0226986,0.0433228,0.131909,,,,,0,0.00017059,0.194174,1,1076300,879924,1076300,879924,43777.3,24375.5,22467.9,0,0,0.805058,95721,4.26476E-05,0.000725009,0,1,0,0,1,1,0,0,0.673149,4.26476E-05,0.000554418,0.131909,0,0.00017059,0,0.194174
"dambasecosts","0.006203528529013135","Settles",0.7551,0,0.75508,0.75,1,1,0.952005,0.999152,0.646342,0.623722,0.0220676,0.0241562,0.83615,,,,,0,0,0.16385,0.16385,0.672641,0.677466,0.0228354,0.0213441,0.16385,,,,,0,0,0,,1076990,885550,1076990,885550,37457.8,22023.4,19014.7,0,0,1,95721,0,0,0,1,0,0,1,1,0,0,0.83615,0,0,0.16385,0,0,0,0
"dambasecosts","0.006203528529013135","Tried",0.1821,0,0.18212,0.75,1,1,0.625302,0.983308,0.815639,0.559815,0.0379886,0.0272503,0,,,,,0,0,0.669449,0.942236,0.682388,0.433242,0.0224968,0.0759586,0,,,,,0,0,1,1,1073240,856758,1073240,856758,70000,34086.3,36819.7,0,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"dambasecosts","0.006203528529013135","Abandoned",0.0007,0,0.00072,0.75,1,1,0.833333,1,0.823529,0.627451,0.0293393,0.033555,0,,,,,0.0555556,0.722222,0.222222,0.222222,0.75,0.5,0.0215108,0.0830773,0,,,,,0,0.222222,0,,1122500,839167,1122500,839167,38333.3,34861.1,13750,0,0,0,,0.0555556,0.944444,0,1,0,0,1,1,0,0,0,0.0555556,0.722222,0,0,0.222222,0,0
"dambasecosts","0.006203528529013135","OneRound",0.6319,0,0.63192,0.75,1,1,0.999937,1,0.617417,0.62745,0.015191,0.021748,0.999114,,,,,6.32992E-05,0.000822889,0,0,,,,,0,,,,,0,0,0,,1075890,889107,1075890,889107,35000,22496.5,16767.9,0,0,0.999114,93352.4,6.32992E-05,0.000822889,0,1,0,0,1,1,0,0,0.999114,6.32992E-05,0.000822889,0,0,0,0,0
"dambasecosts","0.006203528529013135","TwoRounds",0.306,0,0.306,0.75,1,1,0.658301,0.987974,0.806739,0.579047,0.0462085,0.0312077,0,,,,,0,0,0.803268,0.965621,0.6766,0.579236,0.0226986,0.0433228,0.404314,,,,,0,0.000522876,0.595163,1,1077140,860960,1077140,860960,61903.3,28255.9,34238.9,0,0,0.404314,107808,0,0.000522876,0,1,0,0,1,1,0,0,0,0,0,0.404314,0,0.000522876,0,0.595163
"dambasecosts","0.006203528529013135","ThreeRounds",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Liable",1,0,1,0.75,0.99984,0.93792,0.83332,0.93424,0.676871,0.61225,0.0249317,0.0247187,0.63136,,,,,4E-05,0.00052,0.2458,0.29548,0.6766,0.579236,0.0226986,0.0433228,0.12372,,,,,0,0.00016,0.18212,1,1080230,878090,1080230,878090,41678.8,23189.3,21582.1,0,0,0.75508,95721,4E-05,0.00068,0,1,0,0,0.99984,0.93792,0.00016,0.06192,0.63136,4E-05,0.00052,0.12372,0,0.00016,0,0.18212
"dambasecosts","0.006203528529013135","Truly Not Liable",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","AllCount",25000,0,25000,0.75,24996,23448,20833,23356,0.676871,0.61225,0.0249317,0.0247187,15784,,,,,1,13,6145,7387,0.6766,0.579236,0.0226986,0.0433228,3093,,,,,0,4,4553,4553,1080230,878090,1080230,878090,41678.8,23189.3,21582.1,0,0,18877,95721,1,17,0,25000,0,0,24996,23448,4,1548,15784,1,13,3093,0,4,0,4553
"dambasecosts","0.006203528529013135","Liability Strength1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Liability Strength2",1,0,1,0.75,0.99984,0.93792,0.83332,0.93424,0.676871,0.61225,0.0249317,0.0247187,0.63136,,,,,4E-05,0.00052,0.2458,0.29548,0.6766,0.579236,0.0226986,0.0433228,0.12372,,,,,0,0.00016,0.18212,1,1080230,878090,1080230,878090,41678.8,23189.3,21582.1,0,0,0.75508,95721,4E-05,0.00068,0,1,0,0,0.99984,0.93792,0.00016,0.06192,0.63136,4E-05,0.00052,0.12372,0,0.00016,0,0.18212
"dambasecosts","0.006203528529013135","PLiabilitySignal1",1,0,1,0.75,0.99984,0.93792,0.83332,0.93424,0.676871,0.61225,0.0249317,0.0247187,0.63136,,,,,4E-05,0.00052,0.2458,0.29548,0.6766,0.579236,0.0226986,0.0433228,0.12372,,,,,0,0.00016,0.18212,1,1080230,878090,1080230,878090,41678.8,23189.3,21582.1,0,0,0.75508,95721,4E-05,0.00068,0,1,0,0,0.99984,0.93792,0.00016,0.06192,0.63136,4E-05,0.00052,0.12372,0,0.00016,0,0.18212
"dambasecosts","0.006203528529013135","DLiabilitySignal1",1,0,1,0.75,0.99984,0.93792,0.83332,0.93424,0.676871,0.61225,0.0249317,0.0247187,0.63136,,,,,4E-05,0.00052,0.2458,0.29548,0.6766,0.579236,0.0226986,0.0433228,0.12372,,,,,0,0.00016,0.18212,1,1080230,878090,1080230,878090,41678.8,23189.3,21582.1,0,0,0.75508,95721,4E-05,0.00068,0,1,0,0,0.99984,0.93792,0.00016,0.06192,0.63136,4E-05,0.00052,0.12372,0,0.00016,0,0.18212
"dambasecosts","0.006203528529013135","MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","MutOptLiability0",1,0,1,0.75,0.99984,0.93792,0.83332,0.93424,0.676871,0.61225,0.0249317,0.0247187,0.63136,,,,,4E-05,0.00052,0.2458,0.29548,0.6766,0.579236,0.0226986,0.0433228,0.12372,,,,,0,0.00016,0.18212,1,1080230,878090,1080230,878090,41678.8,23189.3,21582.1,0,0,0.75508,95721,4E-05,0.00068,0,1,0,0,0.99984,0.93792,0.00016,0.06192,0.63136,4E-05,0.00052,0.12372,0,0.00016,0,0.18212
"dambasecosts","0.006203528529013135","MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Liable MutOptLiability0",1,0,1,0.75,0.99984,0.93792,0.83332,0.93424,0.676871,0.61225,0.0249317,0.0247187,0.63136,,,,,4E-05,0.00052,0.2458,0.29548,0.6766,0.579236,0.0226986,0.0433228,0.12372,,,,,0,0.00016,0.18212,1,1080230,878090,1080230,878090,41678.8,23189.3,21582.1,0,0,0.75508,95721,4E-05,0.00068,0,1,0,0,0.99984,0.93792,0.00016,0.06192,0.63136,4E-05,0.00052,0.12372,0,0.00016,0,0.18212
"dambasecosts","0.006203528529013135","Truly Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Not Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Not Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Not Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Not Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Not Liable MutOptLiability0",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Not Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Not Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Not Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Not Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Truly Not Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","High Quality",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","High Quality Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","High Quality Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","High Quality Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","High Quality Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","High Quality Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","High Quality Liable MutOptLiability0",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","High Quality Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","High Quality Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","High Quality Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","High Quality Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","High Quality Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dambasecosts","0.006203528529013135","Damages Strength1",0.2002,0,0.2002,0.75,1,0.9998,0.999401,0.999401,0.501599,0.5,0.00733805,0.00858974,0.992807,,,,,0,0,0.00699301,0.00639361,0.655556,0.311111,0.0235122,0.0849707,0,,,,,0,0,0.006993,1,1057270,907494,1057270,907494,35239.8,42506.5,202.797,0,0,0.992807,75002.5,0,0,0,1,0,0,1,0.9998,0,0.0001998,0.992807,0,0,0,0,0,0,0.006993
"dambasecosts","0.006203528529013135","Damages Strength2",0.1991,0,0.19912,0.75,0.999799,0.999397,0.99538,0.99779,0.557792,0.50379,0.0212113,0.0156361,0.793491,,,,,0,0,0.202089,0.191643,0.664117,0.462842,0.0222886,0.0624821,0.0445962,,,,,0,0,0.16131,1,1056250,902452,1056250,902452,41297.7,22564.3,18995.6,0,0,0.838088,76620.9,0,0,0,1,0,0,0.999799,0.999397,0.000200884,0.000401768,0.793491,0,0,0.0445962,0,0,0,0.16131
"dambasecosts","0.006203528529013135","Damages Strength3",0.2048,0,0.2048,0.75,0.999414,0.998047,0.931055,0.992773,0.732476,0.574843,0.0508161,0.0365013,0.350977,,,,,0.000195312,0,0.542969,0.621484,0.673248,0.609483,0.0223052,0.0353224,0.332812,,,,,0,0.000390625,0.313672,1,1073580,875496,1073580,875496,50921.9,25935.5,27432.6,0,0,0.683789,98511.1,0.000195312,0.000390625,0,1,0,0,0.999414,0.998047,0.000585938,0.00136719,0.350977,0.000195312,0,0.332812,0,0.000390625,0,0.313672
"dambasecosts","0.006203528529013135","Damages Strength4",0.1972,0,0.19716,0.75,1,0.938527,0.713126,0.93102,0.819627,0.739507,0.0279216,0.0395891,0.520998,,,,,0,0.00142017,0.277541,0.405356,0.731084,0.703476,0.025692,0.0418898,0.0961656,,,,,0,0.000202881,0.31974,1,1100450,853455,1100450,853455,46099.6,21957.3,25486.9,0,0,0.617164,121918,0,0.00162305,0,1,0,0,1,0.938527,0,0.0614729,0.520998,0,0.00142017,0.0961656,0,0.000202881,0,0.31974
"dambasecosts","0.006203528529013135","Damages Strength5",0.1987,0,0.19872,0.75,1,0.751409,0.522142,0.747786,0.832385,0.8166,0.014189,0.0245832,0.503221,,,,,0,0.00120773,0.192432,0.245773,0.822222,0.766667,0.0427876,0.0785146,0.139493,,,,,0,0.000201288,0.107287,1,1114190,851173,1114190,851173,34635.7,2746.58,35808.7,0,0,0.642713,124902,0,0.00140902,0,1,0,0,1,0.751409,0,0.248591,0.503221,0,0.00120773,0.139493,0,0.000201288,0,0.107287
"dambasecosts","0.006203528529013135","PDamagesSignal1",0.1972,0,0.19716,0.75,1,0.999797,0.999391,0.999391,0.500034,0.501353,0.00692186,0.0101658,0.998377,,,,,0,0,0.00142017,0.000811524,0.5,0.333333,0.0412182,0.0864447,0,,,,,0,0,0.00142,1,1057580,907380,1057580,907380,35044.6,37343.3,3706.63,0,0,0.998377,75104.1,0,0,0,1,0,0,1,0.999797,0,0.000202881,0.998377,0,0,0,0,0,0,0.0014202
"dambasecosts","0.006203528529013135","PDamagesSignal2",0.2035,0,0.20348,0.75,0.999803,0.998821,0.998624,0.995872,0.500131,0.516145,0.00718934,0.0183986,0.994692,,,,,0,0,0.00393159,0.00393159,0.566667,0.333333,0.051993,0.0758903,0.00216237,,,,,0,0,0.001966,1,1058760,906175,1058760,906175,35069.8,20001.5,17957,0,0,0.996855,76225.1,0,0,0,1,0,0,0.999803,0.998821,0.00019658,0.000982898,0.994692,0,0,0.00216237,0,0,0,0.0019658
"dambasecosts","0.006203528529013135","PDamagesSignal3",0.2062,0,0.20616,0.75,0.999612,0.982926,0.974001,0.979045,0.780841,0.59606,0.0775041,0.0335955,0.269305,,,,,0.000194024,0.000388048,0.708576,0.685099,0.669551,0.572253,0.0222104,0.0416225,0.408809,,,,,0,0.000194024,0.304036,1,1077250,871408,1077250,871408,51345.6,28509.4,24214.2,0,0,0.678114,108040,0.000194024,0.000582072,0,1,0,0,0.999612,0.982926,0.000388048,0.0166861,0.269305,0.000194024,0.000388048,0.408809,0,0.000194024,0,0.304036
"dambasecosts","0.006203528529013135","PDamagesSignal4",0.1939,0,0.19388,0.75,0.999794,0.912523,0.629462,0.905921,0.832603,0.715422,0.0148277,0.0352743,0.401279,,,,,0,0.00061894,0.317929,0.490819,0.830149,0.738854,0.0309594,0.0799601,0.0905715,,,,,0,0.00061894,0.419435,1,1097160,853983,1097160,853983,48859.1,22246.2,28557.4,0,0,0.491851,124843,0,0.00123788,0,1,0,0,0.999794,0.912523,0.000206313,0.0872705,0.401279,0,0.00061894,0.0905715,0,0.00061894,0,0.419435
"dambasecosts","0.006203528529013135","PDamagesSignal5",0.1993,0,0.19932,0.75,1,0.792695,0.55308,0.788079,0.833013,0.795692,0.0132936,0.028352,0.495685,,,,,0,0.00160546,0.185631,0.291591,0.8,0.666667,0.0439284,0.0326996,0.107566,,,,,0,0,0.187839,1,1111190,850808,1111190,850808,38005.2,7857.72,33457.3,0,0,0.603251,124942,0,0.00160546,0,1,0,0,1,0.792695,0,0.207305,0.495685,0,0.00160546,0.107566,0,0,0,0.187839
"dambasecosts","0.006203528529013135","DDamagesSignal1",0.1982,0,0.1982,0.75,0.999798,0.999596,0.996973,0.998789,0.513976,0.499225,0.0103088,0.00859211,0.946922,,,,,0,0,0.0510595,0.0476287,0.661265,0.273148,0.0232894,0.0858658,0.000201816,,,,,0,0,0.052472,1,1056820,906355,1056820,906355,36827.4,38343.1,4491.93,0,0,0.947124,74989.3,0,0,0,1,0,0,0.999798,0.999596,0.000201816,0.000201816,0.946922,0,0,0.000201816,0,0,0,0.0524723
"dambasecosts","0.006203528529013135","DDamagesSignal2",0.2043,0,0.20428,0.75,1,1,0.984727,1,0.582662,0.500033,0.0243706,0.00811692,0.713335,,,,,0,0,0.256902,0.264147,0.664058,0.442609,0.0215704,0.0723361,0.00763658,,,,,0,0.00019581,0.278833,1,1057360,897767,1057360,897767,44876.6,27329.2,19656.8,0,0,0.720971,75105.2,0,0.00019581,0,1,0,0,1,1,0,0,0.713335,0,0,0.00763658,0,0.00019581,0,0.278833
"dambasecosts","0.006203528529013135","DDamagesSignal3",0.2006,0,0.20064,0.75,0.999402,0.999003,0.916667,0.993421,0.713565,0.522518,0.0400605,0.0433531,0.291667,,,,,0.000199362,0.000199362,0.513357,0.683612,0.6742,0.66957,0.0222865,0.0204081,0.409091,,,,,0,0.000199362,0.297648,1,1070740,877733,1070740,877733,51526.1,23410.6,29543.5,0,0,0.700758,90405.4,0.000199362,0.000398724,0,1,0,0,0.999402,0.999003,0.000598086,0.000398724,0.291667,0.000199362,0.000199362,0.409091,0,0.000199362,0,0.297648
"dambasecosts","0.006203528529013135","DDamagesSignal4",0.2004,0,0.20044,0.75,1,1,0.776093,0.988226,0.803623,0.790346,0.0301343,0.0450719,0.722211,,,,,0,0.00139693,0.233885,0.275195,0.82774,0.787472,0.0362976,0.0839152,0.0337258,,,,,0,0.000199561,0.242467,1,1100960,855048,1100960,855048,43995.2,21381,24741.6,0,0,0.755937,121891,0,0.00159649,0,1,0,0,1,1,0,0,0.722211,0,0.00139693,0.0337258,0,0.000199561,0,0.242467
"dambasecosts","0.006203528529013135","DDamagesSignal5",0.1964,0,0.19644,0.75,1,0.6854,0.484015,0.685196,0.82954,0.832814,0.0172885,0.0165394,0.481979,,,,,0,0.00101812,0.169619,0.202403,0.833333,0.75,0.0321816,0.0772508,0.169416,,,,,0,0.000203625,0.032784,1,1116190,852987,1116190,852987,30826.7,5213.81,29472.1,0,0,0.651395,124715,0,0.00122175,0,1,0,0,1,0.6854,0,0.3146,0.481979,0,0.00101812,0.169416,0,0.000203625,0,0.0327835
"dambasecosts","0.006203528529013135","MutOptDamages5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
