"OptionSet","Exploit","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","PBargains2","DBargains2","POffer2","DOffer2","POfferMixedness2","DOfferMixedness2","Settles2","PBet2","DBet2","PBetMixedness2","DBetMixedness2","PAbandons2","DDefaults2","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","Settles1","PAbandons1","DDefaults1","Settles2","PAbandons2","DDefaults2","P Loses","P Wins"
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 5 Dam 5",0.0362,0,0.03624,0.804452,1,1,1,1,0.833333,0.833333,0.0118445,0.0145809,1,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1118330,868333,1118330,868333,13333.3,10231.8,24889.6,0,0,1,125000,0,0,0,0.932671,0,-0.443709,1,1,0,0,1,0,0,0,0,0,0,0
"soallroundslowcosts","0.00013094092100004515","PDoesntFile",0.0002,0,0.0002,0.466667,0,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,45000,0,0,0,,0,0,0,0.4,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
"soallroundslowcosts","0.00013094092100004515","P Files",0.9998,0,0.9998,0.499767,1,0.9998,1,1,0.673143,0.4503,0.0310689,0.0281451,0.659612,,,,,0.000160032,8.0016E-05,1,1,0.732102,0.267055,0.0498673,0.0258362,0.0266053,,,,,8.0016E-05,0.000160032,0.313103,0.404549,1072430,907711,1072430,907711,19861.5,49762.5,11772.9,0,0,0.686217,88847.5,0.000240048,0.000240048,0,0.5013,0,-0.00264053,1,0.9998,0,0.00020004,0.659612,0.000160032,8.0016E-05,0.0266053,8.0016E-05,0.000160032,0.186437,0.126665
"soallroundslowcosts","0.00013094092100004515","DDoesntAnswer",0.0002,0,0.0002,0.533333,1,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1148330,850000,1148330,850000,1666.67,100000,0,0,0,0,,0,0,0,0.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"soallroundslowcosts","0.00013094092100004515","D Answers",0.9996,0,0.9996,0.49976,1,1,1,1,0.673143,0.4503,0.0310689,0.0281451,0.659744,,,,,0.000160064,8.0032E-05,1,1,0.732102,0.267055,0.0498673,0.0258362,0.0266106,,,,,8.0032E-05,0.000160064,0.313165,0.404549,1072410,907722,1072410,907722,19865.1,49752.4,11775.2,0,0,0.686355,88847.5,0.000240096,0.000240096,0,0.501281,0,-0.00264106,1,1,0,0,0.659744,0.000160064,8.0032E-05,0.0266106,8.0032E-05,0.000160064,0.186475,0.126691
"soallroundslowcosts","0.00013094092100004515","Settles1",0.6595,0,0.65948,0.525475,1,1,1,1,0.591041,0.596106,0.0273663,0.0310163,1,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1082370,904297,1082370,904297,13333.3,43053,7107.37,0,0,1,89036.1,0,0,0,0.538,0,-0.237824,1,1,0,0,1,0,0,0,0,0,0,0
"soallroundslowcosts","0.00013094092100004515","DoesntSettle1",0.3401,0,0.34012,0.4499,1,1,1,1,0.832334,0.167588,0.0382481,0.022578,0,,,,,0.000470422,0.000235211,1,1,0.732102,0.267055,0.0498673,0.0258362,0.0782077,,,,,0.000235211,0.000470422,0.920381,0.404549,1053110,914363,1053110,914363,32530.1,62742.3,20826,0,0,0.0782077,84172.9,0.000705633,0.000705633,0,0.430083,0,0.453369,1,1,0,0,0,0.000470422,0.000235211,0.0782077,0.000235211,0.000470422,0.548042,0.372339
"soallroundslowcosts","0.00013094092100004515","PAbandons1",0.0002,0,0.00016,0.458333,1,1,1,1,0.833333,0.166667,0.149967,0.0153564,0,,,,,1,0,1,1,,,,,0,,,,,0,0,0,,993333,993333,993333,993333,13333.3,3333.33,47083.3,0,0,0,,1,0,0,0.5,0,0.75,1,1,0,0,0,1,0,0,0,0,0,0
"soallroundslowcosts","0.00013094092100004515","PDoesntAbandon1",0.34,0,0.33996,0.449896,1,1,1,1,0.832333,0.167588,0.0381955,0.0225814,0,,,,,0,0.000235322,1,1,0.732102,0.267055,0.0498673,0.0258362,0.0782445,,,,,0.000235322,0.000470644,0.920814,0.404549,1053140,914326,1053140,914326,32539.1,62770.3,20813.6,0,0,0.0782445,84172.9,0.000235322,0.000705965,0,0.430051,0,0.45323,1,1,0,0,0,0,0.000235322,0.0782445,0.000235322,0.000470644,0.5483,0.372514
"soallroundslowcosts","0.00013094092100004515","DDefaults1",8E-05,0,8E-05,0.583333,1,1,1,1,0.833333,0.166667,0.0129387,0.0141054,0,,,,,0,1,1,1,,,,,0,,,,,0,0,0,,1143330,843333,1143330,843333,13333.3,106667,0,0,0,0,,0,1,0,0.5,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"soallroundslowcosts","0.00013094092100004515","DDoesntDefault1",0.3399,0,0.33988,0.449865,1,1,1,1,0.832333,0.167589,0.0382015,0.0225833,0,,,,,0,0,1,1,0.732102,0.267055,0.0498673,0.0258362,0.0782629,,,,,0.000235377,0.000470754,0.921031,0.404549,1053110,914342,1053110,914342,32543.6,62759.9,20818.5,0,0,0.0782629,84172.9,0.000235377,0.000470754,0,0.430034,0,0.453336,1,1,0,0,0,0,0,0.0782629,0.000235377,0.000470754,0.548429,0.372602
"soallroundslowcosts","0.00013094092100004515","POrDQuits1",0.0002,0,0.00024,0.5,1,1,1,1,0.833333,0.166667,0.104291,0.0149394,0,,,,,0.666667,0.333333,1,1,,,,,0,,,,,0,0,0,,1043330,943333,1043330,943333,13333.3,37777.8,31388.9,0,0,0,,0.666667,0.333333,0,0.5,0,0.5,1,1,0,0,0,0.666667,0.333333,0,0,0,0,0
"soallroundslowcosts","0.00013094092100004515","Settles2",0.0266,0,0.0266,0.456892,1,1,1,1,0.828571,0.173183,0.0357882,0.116732,0,,,,,0,0,1,1,0.550877,0.571429,0.0767191,0.0162524,1,,,,,0,0,0,,1072510,904160,1072510,904160,23333.3,55407.3,12379.7,0,0,1,84172.9,0,0,0,0.449624,0,-0.318797,1,1,0,0,0,0,0,1,0,0,0,0
"soallroundslowcosts","0.00013094092100004515","DoesntSettle2",0.3133,0,0.31328,0.449268,1,1,1,1,0.832652,0.167114,0.0384064,0.0145893,0,,,,,0,0,1,1,0.747489,0.241211,0.0475874,0.0266499,0,,,,,0.000255363,0.000510725,0.999234,0.404549,1051470,915207,1051470,915207,33325.7,63384.2,21535,0,0,0,,0.000255363,0.000510725,0,0.428371,0,0.518897,1,1,0,0,0,0,0,0,0.000255363,0.000510725,0.594995,0.404239
"soallroundslowcosts","0.00013094092100004515","PAbandons2",8E-05,0,8E-05,0.333333,1,1,1,1,0.833333,0.166667,0.151801,0.0136445,0,,,,,0,0,1,1,0.666667,0.166667,0.038192,0.0138699,0,,,,,1,0,0,,988333,988334,988333,988334,23333.3,11666.2,0,0,0,0,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"soallroundslowcosts","0.00013094092100004515","PDoesntAbandon2",0.3132,0,0.3132,0.449298,1,1,1,1,0.832652,0.167114,0.0383774,0.0145896,0,,,,,0,0,1,1,0.74751,0.24123,0.0475898,0.0266532,0,,,,,0,0.000510856,0.999489,0.404549,1051480,915188,1051480,915188,33328.2,63397.4,21540.5,0,0,0,,0,0.000510856,0,0.42848,0,0.519029,1,1,0,0,0,0,0,0,0,0.000510856,0.595147,0.404342
"soallroundslowcosts","0.00013094092100004515","DDefaults2",0.0002,0,0.00016,0.5,1,1,1,1,0.833333,0.166667,0.0129017,0.0143933,0,,,,,0,0,1,1,0.666667,0.25,0.0923818,0.0289699,0,,,,,0,1,0,,1138330,838334,1138330,838334,23333.3,86666.2,2916.76,0,0,0,,0,1,0,0.75,0,0.5,1,1,0,0,0,0,0,0,0,1,0,0
"soallroundslowcosts","0.00013094092100004515","DDoesntDefault2",0.313,0,0.31304,0.449272,1,1,1,1,0.832652,0.167114,0.0383904,0.0145897,0,,,,,0,0,1,1,0.747551,0.241226,0.0475669,0.026652,0,,,,,0,0,1,0.404549,1051440,915228,1051440,915228,33333.3,63385.5,21550.1,0,0,0,,0,0,0,0.428316,0,0.519039,1,1,0,0,0,0,0,0,0,0,0.595451,0.404549
"soallroundslowcosts","0.00013094092100004515","POrDQuits2",0.0002,0,0.00024,0.444444,1,1,1,1,0.833333,0.166667,0.0592016,0.0141437,0,,,,,0,0,1,1,0.666667,0.222222,0.0743185,0.0239365,0,,,,,0.333333,0.666667,0,,1088330,888334,1088330,888334,23333.3,61666.2,1944.51,0,0,0,,0.333333,0.666667,0,0.5,0,0.333333,1,1,0,0,0,0,0,0,0.333333,0.666667,0,0
"soallroundslowcosts","0.00013094092100004515","P Loses",0.1864,0,0.1864,0.382332,1,1,1,1,0.83226,0.167096,0.0470793,0.0142336,0,,,,,0,0,1,1,0.735229,0.216166,0.0526884,0.0264531,0,,,,,0,0,1,0,983333,983334,983333,983334,33333.3,11140.6,36137.5,0,0,0,,0,0,0,0.331545,0,0.508155,1,1,0,0,0,0,0,0,0,0,1,0
"soallroundslowcosts","0.00013094092100004515","P Wins",0.1266,0,0.12664,0.5478,1,1,1,1,0.833228,0.16714,0.0256014,0.0151138,0,,,,,0,0,1,1,0.765688,0.278111,0.0400286,0.0269448,0,,,,,0,0,1,1,1151680,814983,1151680,814983,33333.3,140284,78.9665,0,0,0,,0,0,0,0.570752,0,0.53506,1,1,0,0,0,0,0,0,0,0,0,1
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 3 Dam 3 Answers",0.0483,0,0.04828,0.501795,1,1,1,1,0.794946,0.167357,0.0301104,0.0175194,0.0571665,,,,,0.0008285,0,1,1,0.799912,0.33304,0.0261932,0.0131859,0.004971,,,,,0,0,0.937034,0.516357,1081400,886476,1081400,886476,32123.7,82021.8,26566,0,0,0.0621375,26500,0.0008285,0,0,0.505385,0,0.0422535,1,1,0,0,0.0571665,0.0008285,0,0.004971,0,0,0.45319,0.483844
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 3 Dam 3 Noans",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","All",1,0,1,0.501447,0.6152,0.10168,0.06108,0.01324,0.531022,0.344096,0.100593,0.0736637,0.00284,,,,,0.05464,0.00044,0.04068,0.0404,0.504505,0.445946,0.128736,0.134658,0.02168,,,,,0.00124,0.0004,0.02044,0.506849,1031170,939551,1031170,939551,29277.6,17975.7,25168.4,0,0,0.02452,42441.5,0.05588,0.00084,0.00012,0.50484,0,-0.00128,0.6152,0.10168,0.3848,0.51352,0.00284,0.05464,0.00044,0.02168,0.00124,0.0004,0.01008,0.01036
"liabhighcosts","0.0019149311919882243","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","DisputeArises",1,0,1,0.501447,0.6152,0.10168,0.06108,0.01324,0.531022,0.344096,0.100593,0.0736637,0.00284,,,,,0.05464,0.00044,0.04068,0.0404,0.504505,0.445946,0.128736,0.134658,0.02168,,,,,0.00124,0.0004,0.02044,0.506849,1031170,939551,1031170,939551,29277.6,17975.7,25168.4,0,0,0.02452,42441.5,0.05588,0.00084,0.00012,0.50484,0,-0.00128,0.6152,0.10168,0.3848,0.51352,0.00284,0.05464,0.00044,0.02168,0.00124,0.0004,0.01008,0.01036
"liabhighcosts","0.0019149311919882243","Litigated",0.1017,0,0.10168,0.462825,1,1,0.600708,0.130212,0.531022,0.344096,0.100593,0.0736637,0.0279308,,,,,0.537372,0.0043273,0.400079,0.397325,0.504505,0.445946,0.128736,0.134658,0.213218,,,,,0.0121951,0.00393391,0.201023,0.506849,953036,910536,953036,910536,136428,55936.9,65353.7,0,0,0.241149,42441.5,0.549567,0.00826121,0.00118017,0.453973,0,1.03304,1,1,0,0,0.0279308,0.537372,0.0043273,0.213218,0.0121951,0.00393391,0.0991345,0.101888
"liabhighcosts","0.0019149311919882243","Settles",0.0245,0,0.02452,0.482055,1,1,0.866232,0.313214,0.400218,0.453507,0.115064,0.078852,0.115824,,,,,0,0,0.884176,0.884176,0.358333,0.520833,0.110648,0.141657,0.884176,,,,,0,0,0,,970048,885164,970048,885164,144788,69741.7,60504.4,0,0,1,42441.5,0,0,0,0.477977,0,0.797716,1,1,0,0,0.115824,0,0,0.884176,0,0,0,0
"liabhighcosts","0.0019149311919882243","Tried",0.0204,0,0.02044,0.5,1,1,0.72407,0.225049,0.728224,0.191792,0.0747762,0.0665388,0,,,,,0,0,0.863014,0.843444,0.671875,0.354167,0.149728,0.127125,0,,,,,0,0,1,0.506849,945685,844315,945685,844315,210000,109305,68659.5,0,0,0,,0,0,0,0.463796,0,1.63601,1,1,0,0,0,0,0,0,0,0,0.493151,0.506849
"liabhighcosts","0.0019149311919882243","Abandoned",0.0567,0,0.05672,0.441114,1,1,0.441467,0.0169252,0.571429,0.190476,0.134036,0.0654554,0,,,,,0.963329,0.0077574,0.0239774,0.0260931,0.75,0.416667,0.154642,0.115196,0,,,,,0.0218618,0.00705219,0,,948330,945368,948330,945368,106301,30737,66258.8,0,0,0,,0.98519,0.0148096,0.00211566,0.440056,0,0.917489,1,1,0,0,0,0.963329,0.0077574,0,0.0218618,0.00705219,0,0
"liabhighcosts","0.0019149311919882243","OneRound",0.0579,0,0.05792,0.444061,1,1,0.464779,0.0587017,0.25625,0.239583,0.226461,0.0735048,0.0490331,,,,,0.94337,0.00759669,0,0,,,,,0,,,,,0,0,0,,949382,945618,949382,945618,105000,30204.9,66213.7,0,0,0.0490331,22887.3,0.94337,0.00759669,0.00207182,0.44268,0,0.881906,1,1,0,0,0.0490331,0.94337,0.00759669,0,0,0,0,0
"liabhighcosts","0.0019149311919882243","TwoRounds",0.0438,0,0.04376,0.48766,1,1,0.780622,0.224863,0.553614,0.352689,0.0902442,0.0736768,0,,,,,0,0,0.929616,0.923218,0.504505,0.445946,0.128736,0.134658,0.49543,,,,,0.0283364,0.00914077,0.467093,0.506849,957872,864103,957872,864103,178026,89995.4,64215.4,0,0,0.49543,45003.1,0.0283364,0.00914077,0,0.468921,0,1.23309,1,1,0,0,0,0,0,0.49543,0.0283364,0.00914077,0.230347,0.236746
"liabhighcosts","0.0019149311919882243","ThreeRounds",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","Truly Liable",0.5048,0,0.50484,0.653276,0.865225,0.0914349,0.0540369,0.0137865,0.550595,0.366071,0.0982452,0.0775137,0.00309009,,,,,0.0469852,0.000713097,0.0379526,0.037398,0.527027,0.427928,0.120577,0.13265,0.0201252,,,,,0.00110926,0.000633864,0.018778,0.56962,1050150,914084,1050150,914084,35770.1,1784.39,49854.1,0,0,0.0232153,45420.9,0.0480944,0.00134696,0.000237699,1,0,-0.0011885,0.865225,0.0914349,0.134775,0.77379,0.00309009,0.0469852,0.000713097,0.0201252,0.00110926,0.000633864,0.00808177,0.0106965
"liabhighcosts","0.0019149311919882243","Truly Not Liable",0.4952,0,0.49516,0.346649,0.360288,0.112125,0.0682608,0.0126828,0.513054,0.323922,0.102749,0.0701293,0.00258502,,,,,0.0624445,0.000161564,0.0434607,0.0434607,0.481982,0.463964,0.136896,0.136666,0.0232652,,,,,0.00137329,0.000161564,0.022134,0.452555,1011830,965517,1011830,965517,22658.1,34483.5,0,0,0,0.0258502,39713.5,0.0638178,0.000323128,0,0,0,-0.00137329,0.360288,0.112125,0.639712,0.248162,0.00258502,0.0624445,0.000161564,0.0232652,0.00137329,0.000161564,0.0121173,0.010017
"liabhighcosts","0.0019149311919882243","AllCount",25000,0,25000,0.501447,15380,2542,1527,331,0.531022,0.344096,0.100593,0.0736637,71,,,,,1366,11,1017,1010,0.504505,0.445946,0.128736,0.134658,542,,,,,31,10,511,259,1031170,939551,1031170,939551,29277.6,17975.7,25168.4,0,0,613,42441.5,1397,21,3,12621,0,-0.00128,15380,2542,9620,12838,71,1366,11,542,31,10,252,259
"liabhighcosts","0.0019149311919882243","Liability Strength1",0.1965,0,0.19648,0.166667,0.0059039,0.00590391,0.0036645,0.000203583,0.257576,0.212121,0.125119,0.0410171,0,,,,,0.00346091,0,0.002443,0.00223941,,,,,0.00183225,,,,,0.000203583,0,0.000407,0.5,999682,999563,999682,999563,754.275,425.828,3064.43,0,0,0.00183225,21296.3,0.0036645,0,0,0.0305375,0,0.0140472,0.00590391,0.00590391,0.994096,0,0,0.00346091,0,0.00183225,0.000203583,0,0.00020358,0.0002036
"liabhighcosts","0.0019149311919882243","Liability Strength2",0.1648,0,0.16476,0.333333,0.205875,0.169216,0.0954115,0.00898276,0.29344,0.223404,0.124633,0.0623899,0.00121389,,,,,0.116776,0.000485555,0.0495266,0.0449138,0.583333,0.388889,0.151381,0.136373,0.0330177,,,,,0.00291333,0,0.014809,0.147541,993126,984835,993126,984835,22039.3,11002.3,27056.3,0,0,0.0342316,22281.3,0.119689,0.000485555,0.000485555,0.251032,0,-0.0269483,0.205875,0.169216,0.794125,0.0366594,0.00121389,0.116776,0.000485555,0.0330177,0.00291333,0,0.0126244,0.002185
"liabhighcosts","0.0019149311919882243","Liability Strength3",0.2762,0,0.27616,0.5,0.792874,0.236674,0.142092,0.0362109,0.554855,0.338235,0.101153,0.0744348,0.00854577,,,,,0.121813,0.00115875,0.0974797,0.0974797,0.472222,0.444444,0.132924,0.135445,0.0456257,,,,,0.00260718,0.00115875,0.055765,0.509091,1027880,922509,1027880,922509,49614.7,41353.8,36183.5,0,0,0.0541715,43115,0.124421,0.0023175,0.000144844,0.499855,0,-0.00477984,0.792874,0.236674,0.207126,0.556199,0.00854577,0.121813,0.00115875,0.0456257,0.00260718,0.00115875,0.0273754,0.0283893
"liabhighcosts","0.0019149311919882243","Liability Strength4",0.1588,0,0.1588,0.666667,0.990932,0.0443325,0.0324937,0.0103275,0.746269,0.542289,0.0643051,0.0869741,0.00151134,,,,,0.00680101,0.000251889,0.0309824,0.0342569,0.576923,0.487179,0.107853,0.132066,0.0198992,,,,,0,0.000503778,0.015365,0.836066,1065600,898819,1065600,898819,35584.4,25706.3,26180.9,0,0,0.0214106,73235.3,0.00680101,0.000755668,0,0.763476,0,0.0302267,0.990932,0.0443325,0.00906801,0.946599,0.00151134,0.00680101,0.000251889,0.0198992,0,0.000503778,0.00251889,0.0128463
"liabhighcosts","0.0019149311919882243","Liability Strength5",0.2038,0,0.2038,0.833333,1,0.00117763,0.00117763,0.000392542,0.833333,0.638889,0.0462071,0.0977383,0.000196271,,,,,0,0,0.000981354,0.000981354,0.833333,0.333333,0.0382188,0.115545,0.000588813,,,,,0,0,0.000393,1,1069930,899917,1069930,899917,30156,2830.39,29237,0,0,0.00078508,83333.3,0,0,0,0.972522,0,-0.0151129,1,0.00117763,0,0.998822,0.000196271,0,0,0.000588813,0,0,0,0.0003925
"liabhighcosts","0.0019149311919882243","PLiabilitySignal1",0.1896,0,0.18964,0.198938,0.0004219,0.000421852,0.000421852,0,0.5,0.166667,0.159725,0.0245504,0,,,,,0.000210926,0,0.000210926,0.000210926,,,,,0,,,,,0,0,0.000211,1,999988,999946,999988,999946,66.4417,54.3134,6918.37,0,0,0,,0.000210926,0,0,0.0691837,0,-0.374183,0.00042185,0.000421852,0.999578,0,0,0.000210926,0,0,0,0,0,0.0002109
"liabhighcosts","0.0019149311919882243","PLiabilitySignal2",0.1937,0,0.19372,0.346892,0.0008259,0.000825934,0.000825934,0,,,,,0,,,,,0.000825934,0,0,0,,,,,0,,,,,0,0,0,,999957,999957,999957,999957,86.7231,21.6808,27917.6,0,0,0,,0.000825934,0,0,0.278959,0,-0.118728,0.00082593,0.000825934,0.999174,0,0,0.000825934,0,0,0,0,0,0
"liabhighcosts","0.0019149311919882243","PLiabilitySignal3",0.2293,0,0.22928,0.49843,0.993022,0.342987,0.182659,0.0392533,0.293103,0.323351,0.137081,0.0733729,0.0113398,,,,,0.236741,0.00104676,0.0912421,0.0849616,0.547619,0.446429,0.156098,0.137433,0.0664689,,,,,0.00488486,0.000174459,0.022331,0.382812,1028060,910860,1028060,910860,61078.2,44373.5,33455.6,0,0,0.0778088,30474.6,0.241626,0.00122121,0.000523378,0.503489,0,0.00226797,0.993022,0.342987,0.00697837,0.650035,0.0113398,0.236741,0.00104676,0.0664689,0.00488486,0.000174459,0.0137823,0.0085485
"liabhighcosts","0.0019149311919882243","PLiabilitySignal4",0.1946,0,0.19464,0.655364,0.999589,0.106247,0.0881628,0.0195232,0.789108,0.361477,0.063331,0.0732806,0.00123305,,,,,0.00082203,0.00082203,0.0930949,0.0967941,0.444444,0.448413,0.118373,0.13406,0.0297986,,,,,0.000616523,0.00164406,0.071311,0.530259,1058800,894315,1058800,894315,46886.6,33383.5,26698.3,0,0,0.0310316,73454.7,0.00143855,0.00246609,0,0.724003,0,0.0988492,0.999589,0.106247,0.000411015,0.893342,0.00123305,0.00082203,0.00082203,0.0297986,0.000616523,0.00164406,0.0334977,0.0378134
"liabhighcosts","0.0019149311919882243","PLiabilitySignal5",0.1927,0,0.19272,0.802615,1,0.0110004,0.00933998,0.00228311,0.82963,0.425926,0.0300971,0.0821983,0,,,,,0,0.000207555,0.0083022,0.0105853,0.833333,0.416667,0.04602,0.121511,0.00332088,,,,,0,0.000207555,0.007264,0.714286,1069030,899225,1069030,899225,31746.6,6690.71,28958.6,0,0,0.00332088,83333.3,0,0.00041511,0,0.940847,0,0.378373,1,0.0110004,0,0.989,0,0,0.000207555,0.00332088,0,0.000207555,0.00207555,0.0051889
"liabhighcosts","0.0019149311919882243","DLiabilitySignal1",0.1916,0,0.1916,0.19833,0.0430063,0.0430063,0.026096,0.000417537,0.304233,0.166667,0.120313,0.0241448,0.000417537,,,,,0.02881,0,0.0137787,0.0127349,,,,,0.00939457,,,,,0.000208768,0,0.004175,0.2,997554,997060,997554,997060,5386.22,2386.92,7446.76,0,0,0.00981211,16666.7,0.0290188,0,0,0.0697286,0,0.373069,0.0430063,0.0430063,0.956994,0,0.000417537,0.02881,0,0.00939457,0.000208768,0,0.00334029,0.0008351
"liabhighcosts","0.0019149311919882243","DLiabilitySignal2",0.1892,0,0.18924,0.349468,0.339674,0.33904,0.198267,0.0198689,0.52011,0.187386,0.0960576,0.0641352,0.00317058,,,,,0.205453,0.000634115,0.122596,0.116043,0.489583,0.416667,0.156881,0.167163,0.0426971,,,,,0.00612978,0.000422744,0.080533,0.493438,981931,971779,981931,971779,46290.4,17771.4,36402.8,0,0,0.0458677,20545.3,0.211583,0.00105686,0.000422744,0.285563,0,0.136123,0.339674,0.33904,0.660326,0.000634115,0.00317058,0.205453,0.000634115,0.0426971,0.00612978,0.000422744,0.0407948,0.0397379
"liabhighcosts","0.0019149311919882243","DLiabilitySignal3",0.2321,0,0.23208,0.498219,0.725957,0.125474,0.0794554,0.0399862,0.57631,0.561124,0.10333,0.0922098,0.00896243,,,,,0.0441227,0.00137883,0.0635988,0.068597,0.508621,0.454023,0.120972,0.125691,0.0504998,,,,,0.000172354,0.00137883,0.018959,0.609091,1038240,926234,1038240,926234,35522.2,36272.3,28810.6,0,0,0.0594623,59420.3,0.0442951,0.00275767,0.000172354,0.491382,0,-0.0098242,0.725957,0.125474,0.274043,0.600483,0.00896243,0.0441227,0.00137883,0.0504998,0.000172354,0.00137883,0.00741124,0.0115477
"liabhighcosts","0.0019149311919882243","DLiabilitySignal4",0.1934,0,0.19336,0.651255,0.935043,0.000620604,0.000413736,0.000413736,0.555556,0.722222,0.108379,0.123021,0.000206868,,,,,0,0,0.000413736,0.000413736,,,,,0.000413736,,,,,0,0,0,,1065410,906476,1065410,906476,28116.5,23292.1,24391.6,0,0,0.0006206,63888.9,0,0,0,0.735209,0,-0.129913,0.935043,0.000620604,0.0649566,0.934423,0.000206868,0,0,0.000413736,0,0,0,0
"liabhighcosts","0.0019149311919882243","DLiabilitySignal5",0.1937,0,0.19372,0.804047,0.998348,0.000206484,0.000206484,0.000206484,0.833333,0.833333,0.11427,0.11564,0.000206484,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1069880,900158,1069880,900158,29965.9,6367.09,28133.2,0,0,0.00020648,83333.3,0,0,0,0.935577,0,-0.367128,0.998348,0.000206484,0.00165187,0.998142,0.000206484,0,0,0,0,0,0,0
"liabhighcosts","0.0019149311919882243","MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"liabhighcosts","0.0019149311919882243","MutOptLiability3",0.0013,0,0.00128,0.520833,1,1,0.875,0.03125,0.815476,0.166667,0.0320882,0.0459857,0,,,,,0,0,0.90625,0.96875,,,,,0,,,,,0,0,1,0.5,945000,845000,945000,845000,210000,101875,74531.3,0,0,0,,0,0,0,0.53125,0,3,1,1,0,0,0,0,0,0,0,0,0.5,0.5
