"OptionSet","Exploit","Filter","All","Trial","PWinsAtTrial","DWinsAtTrial","TrialDamages","PWelfare","DWelfare","LiabStr 1","LiabStrPct 1","LiabStr 2","LiabStrPct 2","LiabStr 3","LiabStrPct 3","LiabStr 4","LiabStrPct 4","LiabStr 5","LiabStrPct 5","DamStr 1","DamStr 2","DamStr 3","DamStr 4","DamStr 5","PLiabilitySignal 1","PLiabilitySignal 2","PLiabilitySignal 3","PLiabilitySignal 4","PLiabilitySignal 5","DLiabilitySignal 1","DLiabilitySignal 2","DLiabilitySignal 3","DLiabilitySignal 4","DLiabilitySignal 5"
"soallroundslowcosts","0.00013094092100004515","PSignal Liab 4 Dam 2",0.036,1,0.76,0.24,60666.7,1104670,862001,0,0,0.00333333,0.000729217,0.273333,0.0355594,0.497778,0.113504,0.225556,0.0408369,0.194444,0.553333,0.243333,0.00888889,0,0,0,0,1,0,0.00333333,0.0711111,0.28,0.38,0.265556
"soallroundslowcosts","0.00013094092100004515","PSignal Liab 4 Dam 3",0.039,1,0.784615,0.215385,78564.1,1140460,826206,0,0,0.00410256,0.00097229,0.294359,0.041486,0.467692,0.115531,0.233846,0.045866,0.00307692,0.190769,0.534359,0.260513,0.0112821,0,0,0,1,0,0.00307692,0.0779487,0.292308,0.345641,0.281026
"soallroundslowcosts","0.00013094092100004515","PSignal Liab 4 Dam 4",0.0439,1,0.779599,0.220401,93078.3,1169490,797178,0,0,0.00273224,0.000729217,0.317851,0.0504481,0.464481,0.129212,0.214936,0.0474754,0,0.00546448,0.183971,0.621129,0.189435,0,0,0,1,0,0.00546448,0.0728597,0.290528,0.376138,0.255009
"soallroundslowcosts","0.00013094092100004515","PSignal Liab 4 Dam 5",0.041,1,0.780702,0.219298,104630,1192590,774075,0,0,0.00779727,0.00194458,0.29922,0.044377,0.47271,0.122878,0.220273,0.0454637,0,0,0.00292398,0.220273,0.776803,0,0,0,1,0,0.00779727,0.0750487,0.28655,0.335283,0.295322
"soallroundslowcosts","0.00013094092100004515","PSignal Liab 5 Dam 1",0.043,1,0.955307,0.0446927,61382.7,1106100,860569,0,0,0,0,0.00837989,0.00130095,0.143389,0.039017,0.848231,0.183263,0.799814,0.197393,0.0027933,0,0,0,0,0,0,1,0,0.000931099,0.0428305,0.26257,0.693669
"soallroundslowcosts","0.00013094092100004515","PSignal Liab 5 Dam 2",0.0385,1,0.959502,0.0404984,75077.9,1133490,833178,0,0,0,0,0.00934579,0.00130095,0.128764,0.0314163,0.86189,0.166968,0.223261,0.560748,0.214953,0.00103842,0,0,0,0,0,1,0,0.00207684,0.0311526,0.231568,0.735202
"soallroundslowcosts","0.00013094092100004515","PSignal Liab 5 Dam 3",0.0351,1,0.961276,0.0387244,95301.8,1173940,792731,0,0,0,0,0.00683371,0.000867303,0.158314,0.0352166,0.834852,0.147455,0.00569476,0.190205,0.615034,0.183371,0.00569476,0,0,0,0,1,0,0.00341686,0.0512528,0.241458,0.703872
"soallroundslowcosts","0.00013094092100004515","PSignal Liab 5 Dam 4",0.0339,1,0.969303,0.0306966,117090,1217510,749155,0,0,0,0,0.00826446,0.00101185,0.190083,0.0407905,0.801653,0.136592,0,0.00118064,0.212515,0.583235,0.20307,0,0,0,0,1,0,0.00236128,0.0531287,0.275089,0.669421
"soallroundslowcosts","0.00013094092100004515","PSignal Liab 5 Dam 5",0.0346,1,0.965318,0.0346821,130578,1244490,722178,0,0,0,0,0.00462428,0.000578202,0.168786,0.0369901,0.82659,0.143834,0,0,0.00809249,0.197688,0.79422,0,0,0,0,1,0,0.00115607,0.0554913,0.30289,0.640462
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 1 Dam 1",0.0389,1,0.0401235,0.959877,2674.9,988682,977984,0.809671,0.155842,0.18107,0.0427807,0.00925926,0.00130095,0,0,0,0,0.814815,0.182099,0.00308642,0,0,0.649177,0.303498,0.0442387,0.00308642,0,1,0,0,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 1 Dam 2",0.037,1,0.0292208,0.970779,2326.84,987986,978681,0.814935,0.149109,0.177489,0.0398639,0.00757576,0.00101185,0,0,0,0,0.192641,0.581169,0.219697,0.00649351,0,0.641775,0.3171,0.038961,0.0021645,0,1,0,0,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 1 Dam 3",0.0407,1,0.0373281,0.962672,3880.16,991093,975574,0.815324,0.164356,0.175835,0.04351,0.00884086,0.00130095,0,0,0,0,0.00785855,0.217092,0.554028,0.218075,0.00294695,0.705305,0.235756,0.0579568,0.000982318,0,1,0,0,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 1 Dam 4",0.0389,1,0.0380658,0.961934,4372.43,992077,974589,0.829218,0.159604,0.161523,0.0381624,0.00925926,0.00130095,0,0,0,0,0,0.00823045,0.192387,0.573045,0.226337,0.727366,0.229424,0.0349794,0.00823045,0,1,0,0,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 1 Dam 5",0.0402,1,0.0328358,0.967164,4353.23,992039,974628,0.78806,0.156832,0.2,0.0488576,0.0119403,0.00173461,0,0,0,0,0,0,0.0079602,0.183085,0.808955,0.699502,0.242786,0.0507463,0.00696517,0,1,0,0,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 2 Dam 1",0.0404,1,0.216832,0.783168,13712.9,1010760,955909,0.232673,0.0465347,0.49703,0.122022,0.265347,0.0387395,0.0049505,0.00126678,0,0,0.788119,0.206931,0.0049505,0,0,0.273267,0.425743,0.243564,0.0554455,0.0019802,0,1,0,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 2 Dam 2",0.0408,1,0.197845,0.802155,15352.6,1014040,952629,0.217434,0.0439604,0.48286,0.119835,0.29383,0.0433651,0.00587659,0.00152014,0,0,0.198825,0.5857,0.208619,0.00685602,0,0.264447,0.384917,0.284035,0.0646425,0.00195886,0,1,0,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 2 Dam 3",0.0385,1,0.221184,0.778816,21495.3,1026320,940344,0.196262,0.0374257,0.494289,0.115702,0.308411,0.0429315,0.00103842,0.000253357,0,0,0.00519211,0.203531,0.574247,0.212876,0.00415369,0.260644,0.373832,0.281412,0.0820353,0.00207684,0,1,0,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 2 Dam 4",0.0392,1,0.216106,0.783894,25101.9,1033540,933130,0.206932,0.040198,0.488277,0.116432,0.301733,0.0427869,0.0030581,0.000760071,0,0,0,0.00713558,0.218145,0.591233,0.183486,0.255861,0.38736,0.276249,0.0784913,0.00203874,0,1,0,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 2 Dam 5",0.0365,1,0.225877,0.774123,30098.7,1043530,923137,0.22807,0.0411881,0.474781,0.10525,0.294956,0.0388841,0.00219298,0.000506714,0,0,0,0,0.00438596,0.197368,0.798246,0.258772,0.360746,0.296053,0.0833333,0.00109649,0,1,0,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 3 Dam 1",0.046,1,0.506087,0.493913,31065.2,1045460,921204,0.00347826,0.000792079,0.151304,0.0422946,0.694783,0.115496,0.145217,0.0423106,0.00521739,0.001207,0.79913,0.192174,0.00869565,0,0,0.04,0.232174,0.470435,0.226087,0.0313043,0,0,1,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 3 Dam 2",0.0483,1,0.50745,0.49255,39880,1063090,903574,0.00496689,0.00118812,0.146523,0.0430238,0.673841,0.117664,0.166391,0.0509248,0.00827815,0.00201167,0.217715,0.569536,0.202815,0.00993377,0,0.044702,0.246689,0.465232,0.205298,0.0380795,0,0,1,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 3 Dam 3",0.0454,1,0.490749,0.509251,48832.6,1081000,885669,0.00352423,0.000792079,0.123348,0.0340301,0.711894,0.116797,0.156828,0.0450975,0.00440529,0.00100583,0.00440529,0.169163,0.597357,0.222907,0.0061674,0.0414097,0.222026,0.447577,0.25815,0.030837,0,0,1,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 3 Dam 4",0.0465,1,0.513328,0.486672,60447.1,1104230,862440,0.00343938,0.000792079,0.147893,0.0418085,0.701634,0.117953,0.140155,0.0412972,0.00687876,0.00160933,0,0.00429923,0.218401,0.573517,0.203783,0.0412726,0.216681,0.44196,0.259673,0.0404127,0,0,1,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 3 Dam 5",0.0463,1,0.478825,0.521175,64347.5,1112030,854639,0.00605013,0.00138614,0.146932,0.0413223,0.687986,0.115062,0.15471,0.0453509,0.00432152,0.00100583,0,0,0.00691443,0.207433,0.785653,0.0354365,0.210026,0.454624,0.256698,0.0432152,0,0,1,0,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 4 Dam 1",0.0394,1,0.800813,0.199187,50863.8,1085060,881607,0,0,0.00711382,0.00170151,0.280488,0.0398959,0.46748,0.116544,0.244919,0.0484812,0.815041,0.176829,0.00813008,0,0,0.0050813,0.0762195,0.28252,0.35061,0.285569,0,0,0,1,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 4 Dam 2",0.0366,1,0.748634,0.251366,57978.1,1099290,867378,0,0,0.00983607,0.00218765,0.296175,0.0391732,0.497268,0.115277,0.196721,0.03621,0.195628,0.578142,0.220765,0.00546448,0,0.00218579,0.0797814,0.297268,0.394536,0.22623,0,0,0,1,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 4 Dam 3",0.0365,1,0.768894,0.231106,76725.1,1136780,829884,0,0,0.00109529,0.000243072,0.319825,0.0422087,0.476451,0.11021,0.202629,0.0372159,0.00985761,0.184009,0.591457,0.205915,0.00876232,0.00219058,0.0799562,0.305586,0.368018,0.24425,0,0,0,1,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 4 Dam 4",0.0374,1,0.768162,0.231838,92174.1,1167680,798986,0,0,0.00106838,0.000243072,0.291667,0.0394623,0.509615,0.120851,0.19765,0.0372159,0,0.00641026,0.200855,0.577991,0.214744,0.00320513,0.0715812,0.264957,0.42094,0.239316,0,0,0,1,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 4 Dam 5",0.0372,1,0.79225,0.20775,106701,1196730,769933,0,0,0.00322928,0.000729217,0.271259,0.0364267,0.502691,0.118318,0.22282,0.0416415,0,0,0.00538213,0.188375,0.806243,0,0.065662,0.257266,0.378902,0.29817,0,0,0,1,0
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 5 Dam 1",0.04,1,0.956,0.044,60350,1104030,862634,0,0,0,0,0.008,0.0011564,0.136,0.0344565,0.856,0.172199,0.788,0.206,0.006,0,0,0,0.004,0.034,0.206,0.756,0,0,0,0,1
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 5 Dam 2",0.0377,1,0.958599,0.0414013,75265.4,1133860,832803,0,0,0,0,0.00955414,0.00130095,0.140127,0.0334431,0.850318,0.161135,0.207006,0.58811,0.20276,0.00212314,0,0,0.00212314,0.0318471,0.262208,0.703822,0,0,0,0,1
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 5 Dam 3",0.0382,1,0.969602,0.0303983,96934,1177200,789466,0,0,0,0,0.00943396,0.00130095,0.166667,0.0402838,0.823899,0.158117,0.00314465,0.226415,0.5587,0.208595,0.00314465,0,0.00419287,0.048218,0.266247,0.681342,0,0,0,0,1
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 5 Dam 4",0.0394,1,0.963452,0.0365482,116218,1215770,750898,0,0,0,0,0.0111675,0.00159005,0.205076,0.0511781,0.783756,0.155301,0,0.00304569,0.206091,0.584772,0.206091,0,0.00406091,0.0456853,0.362437,0.587817,0,0,0,0,1
"soallroundslowcosts","0.00013094092100004515","DSignal Liab 5 Dam 5",0.034,1,0.971798,0.0282021,131022,1245380,721290,0,0,0,0,0.00940071,0.0011564,0.139835,0.0301495,0.850764,0.145645,0,0,0.00470035,0.215041,0.780259,0,0.00352526,0.0575793,0.299647,0.639248,0,0,0,0,1
"soallroundslowcosts","0.00013094092100004515","LiabStr 1",0.202,1,0.0140594,0.985941,1386.14,986105,980562,1,1,0,0,0,0,0,0,0,0,0.200792,0.195842,0.196634,0.206535,0.200198,0.789109,0.204554,0.00613861,0.00019802,0,0.785743,0.209307,0.0049505,0,0
"soallroundslowcosts","0.00013094092100004515","LiabStr 1 DamStr 1",0.0406,1,0.0157791,0.984221,912.229,985157,981510,1,0.200792,0,0,0,0,0,0,0,0,1,0,0,0,0,0.77712,0.21499,0.00690335,0.000986193,0,0.774162,0.219921,0.00591716,0,0
"soallroundslowcosts","0.00013094092100004515","LiabStr 1 DamStr 2",0.0396,1,0.016178,0.983822,1365.02,986062,980604,1,0.195842,0,0,0,0,0,0,0,0,0,1,0,0,0,0.71183,0.285137,0.00303337,0,0,0.784631,0.210313,0.00505561,0,0
"soallroundslowcosts","0.00013094092100004515","LiabStr 1 DamStr 3",0.0397,1,0.0120846,0.987915,1233.64,985800,980867,1,0.196634,0,0,0,0,0,0,0,0,0,0,1,0,0,0.824773,0.170191,0.00503525,0,0,0.795569,0.20141,0.00302115,0,0
"soallroundslowcosts","0.00013094092100004515","LiabStr 1 DamStr 4",0.0417,1,0.0172579,0.982742,2205.18,987743,978924,1,0.206535,0,0,0,0,0,0,0,0,0,0,0,1,0,0.808245,0.186961,0.00479386,0,0,0.769895,0.225312,0.00479386,0,0
"soallroundslowcosts","0.00013094092100004515","LiabStr 1 DamStr 5",0.0404,1,0.00890208,0.991098,1186.94,985706,980960,1,0.200198,0,0,0,0,0,0,0,0,0,0,0,0,1,0.821958,0.167161,0.0108803,0,0,0.805143,0.188922,0.00593472,0,0
"soallroundslowcosts","0.00013094092100004515","LiabStr 2",0.1646,1,0.128342,0.871658,12597.2,1008530,958140,0,0,1,1,0,0,0,0,0,0,0.212445,0.202479,0.198833,0.184735,0.201507,0.207098,0.583617,0.203695,0.00559067,0,0.213175,0.579242,0.202479,0.00510452,0
"soallroundslowcosts","0.00013094092100004515","LiabStr 2 DamStr 1",0.035,1,0.130435,0.869565,7580.09,998493,968174,0,0,1,0.212445,0,0,0,0,0,0,1,0,0,0,0,0.191076,0.610984,0.193364,0.00457666,0,0.209382,0.588101,0.19222,0.0102975,0
"soallroundslowcosts","0.00013094092100004515","LiabStr 2 DamStr 2",0.0333,1,0.129652,0.870348,9843.94,1003020,963646,0,0,1,0.202479,0,0,0,0,0,0,0,1,0,0,0,0.202881,0.57503,0.214886,0.00720288,0,0.196879,0.60024,0.198079,0.00480192,0
"soallroundslowcosts","0.00013094092100004515","LiabStr 2 DamStr 3",0.0327,1,0.116137,0.883863,11919.3,1007170,959496,0,0,1,0.198833,0,0,0,0,0,0,0,0,1,0,0,0.255501,0.537897,0.201711,0.00488998,0,0.199267,0.59291,0.202934,0.00488998,0
"soallroundslowcosts","0.00013094092100004515","LiabStr 2 DamStr 4",0.0304,1,0.139474,0.860526,16381.6,1016100,950571,0,0,1,0.184735,0,0,0,0,0,0,0,0,0,1,0,0.217105,0.605263,0.176316,0.00131579,0,0.207895,0.573684,0.218421,0,0
"soallroundslowcosts","0.00013094092100004515","LiabStr 2 DamStr 5",0.0332,1,0.126659,0.873341,17852.8,1019040,947629,0,0,1,0.201507,0,0,0,0,0,0,0,0,0,0,1,0.171291,0.588661,0.230398,0.00965018,0,0.252111,0.54041,0.202654,0.00482509,0
"soallroundslowcosts","0.00013094092100004515","LiabStr 3",0.2767,1,0.493495,0.506505,47853.4,1079040,887627,0,0,0,0,1,1,0,0,0,0,0.196733,0.194131,0.212056,0.199913,0.197167,0.00679387,0.203527,0.580948,0.203672,0.00505927,0.00664932,0.206707,0.582972,0.197167,0.00650477
"soallroundslowcosts","0.00013094092100004515","LiabStr 3 DamStr 1",0.0544,1,0.498163,0.501837,28765.6,1040860,925803,0,0,0,0,1,0.196733,0,0,0,0,1,0,0,0,0,0.00587803,0.213079,0.599559,0.173402,0.00808229,0.00734754,0.191036,0.59809,0.198384,0.00514328
"soallroundslowcosts","0.00013094092100004515","LiabStr 3 DamStr 2",0.0537,1,0.509308,0.490692,38868.2,1061070,905598,0,0,0,0,1,0.194131,0,0,0,0,0,1,0,0,0,0.00521221,0.2621,0.578555,0.14892,0.00521221,0.0022338,0.222636,0.574832,0.192107,0.00819062
"soallroundslowcosts","0.00013094092100004515","LiabStr 3 DamStr 3",0.0587,1,0.496251,0.503749,48466.3,1080260,886402,0,0,0,0,1,0.212056,0,0,0,0,0,0,1,0,0,0.0109066,0.211997,0.581459,0.190866,0.00477164,0.00817996,0.205862,0.567144,0.209952,0.00886162
"soallroundslowcosts","0.00013094092100004515","LiabStr 3 DamStr 4",0.0553,1,0.488069,0.511931,57284.9,1097900,868764,0,0,0,0,1,0.199913,0,0,0,0,0,0,0,1,0,0.00578453,0.154013,0.56833,0.267534,0.00433839,0.00578453,0.215474,0.588576,0.185105,0.00506146
"soallroundslowcosts","0.00013094092100004515","LiabStr 3 DamStr 5",0.0546,1,0.475806,0.524194,65524.2,1114380,852286,0,0,0,0,1,0.197167,0,0,0,0,0,0,0,0,1,0.0058651,0.177419,0.576979,0.236804,0.00293255,0.00953079,0.19868,0.587243,0.199413,0.00513196
"soallroundslowcosts","0.00013094092100004515","LiabStr 4",0.1579,1,0.863187,0.136813,86477.1,1156290,810380,0,0,0,0,0,0,1,1,0,0,0.202939,0.185711,0.200659,0.213327,0.197365,0,0.00582721,0.208766,0.601976,0.18343,0,0.00430707,0.224981,0.581201,0.189511
"soallroundslowcosts","0.00013094092100004515","LiabStr 4 DamStr 1",0.032,1,0.871411,0.128589,52590.5,1088510,878153,0,0,0,0,0,0,1,0.202939,0,0,1,0,0,0,0,0,0.00499376,0.212235,0.596754,0.186017,0,0.00873908,0.233458,0.588015,0.169788
"soallroundslowcosts","0.00013094092100004515","LiabStr 4 DamStr 2",0.0293,1,0.849932,0.150068,66780.4,1116890,849774,0,0,0,0,0,0,1,0.185711,0,0,0,1,0,0,0,0,0.00409277,0.24693,0.58663,0.162347,0,0.00409277,0.219645,0.59618,0.180082
"soallroundslowcosts","0.00013094092100004515","LiabStr 4 DamStr 3",0.0317,1,0.85101,0.14899,84343.4,1152020,814647,0,0,0,0,0,0,1,0.200659,0,0,0,0,1,0,0,0,0.00631313,0.179293,0.613636,0.200758,0,0.00252525,0.236111,0.550505,0.210859
"soallroundslowcosts","0.00013094092100004515","LiabStr 4 DamStr 4",0.0337,1,0.869359,0.130641,105879,1195090,771577,0,0,0,0,0,0,1,0.213327,0,0,0,0,0,1,0,0,0.00356295,0.198337,0.617577,0.180523,0,0.00356295,0.214964,0.573634,0.207838
"soallroundslowcosts","0.00013094092100004515","LiabStr 4 DamStr 5",0.0312,1,0.872914,0.127086,121053,1225440,741229,0,0,0,0,0,0,1,0.197365,0,0,0,0,0,0,1,0,0.0102696,0.210526,0.593068,0.186136,0,0.00256739,0.220796,0.599487,0.17715
"soallroundslowcosts","0.00013094092100004515","LiabStr 5",0.1988,1,0.985516,0.014484,96710.9,1176750,789912,0,0,0,0,0,0,0,0,1,1,0.220278,0.204587,0.192919,0.191913,0.190304,0,0,0.006035,0.215852,0.778113,0,0,0.00683967,0.200764,0.792396
"soallroundslowcosts","0.00013094092100004515","LiabStr 5 DamStr 1",0.0438,1,0.979909,0.0200913,58972.6,1101280,865389,0,0,0,0,0,0,0,0,1,0.220278,1,0,0,0,0,0,0,0.00456621,0.156164,0.839269,0,0,0.0109589,0.219178,0.769863
"soallroundslowcosts","0.00013094092100004515","LiabStr 5 DamStr 2",0.0407,1,0.979351,0.020649,75614.6,1134560,832105,0,0,0,0,0,0,0,0,1,0.204587,0,1,0,0,0,0,0,0.00491642,0.214356,0.780728,0,0,0.00294985,0.175025,0.822026
"soallroundslowcosts","0.00013094092100004515","LiabStr 5 DamStr 3",0.0384,1,0.987487,0.012513,98748.7,1180830,785837,0,0,0,0,0,0,0,0,1,0.192919,0,0,1,0,0,0,0,0.00625652,0.189781,0.803962,0,0,0.00729927,0.203337,0.789364
"soallroundslowcosts","0.00013094092100004515","LiabStr 5 DamStr 4",0.0382,1,0.992662,0.00733753,120152,1223640,743030,0,0,0,0,0,0,0,0,1,0.191913,0,0,0,1,0,0,0,0.00628931,0.292453,0.701258,0,0,0.00628931,0.178197,0.815514
"soallroundslowcosts","0.00013094092100004515","LiabStr 5 DamStr 5",0.0378,1,0.989429,0.0105708,137368,1258070,708599,0,0,0,0,0,0,0,0,1,0.190304,0,0,0,0,1,0,0,0.00845666,0.235729,0.755814,0,0,0.00634249,0.227273,0.766385
"bothbasecosts","0.0011549036332394536","All",1,1,0.48948,0.51052,48448,998448,901552,0.20508,1,0.16124,1,0.27844,1,0.15632,1,0.19892,1,0.20284,0.20168,0.19768,0.19796,0.19984,0.19552,0.198,0.22788,0.18936,0.18924,0.1966,0.19612,0.22584,0.19196,0.18948
"bothbasecosts","0.0011549036332394536","PSignal Liab 1 Dam 1",0.0396,1,0.0383838,0.961616,2550.51,952551,947449,0.839394,0.162083,0.149495,0.0367155,0.0111111,0.00158023,0,0,0,0,0.780808,0.212121,0.00707071,0,0,1,0,0,0,0,0.710101,0.233333,0.0545455,0.0020202,0
"bothbasecosts","0.0011549036332394536","PSignal Liab 1 Dam 2",0.0369,1,0.0292524,0.970748,2356.45,952356,947644,0.810401,0.145894,0.178765,0.0409328,0.0108342,0.00143658,0,0,0,0,0.1961,0.557963,0.242687,0.00325027,0,1,0,0,0,0,0.687974,0.274106,0.035753,0.00216685,0
"bothbasecosts","0.0011549036332394536","PSignal Liab 1 Dam 3",0.0392,1,0.0429009,0.957099,4239.02,954239,945761,0.804903,0.153696,0.186925,0.0453982,0.0081716,0.00114926,0,0,0,0,0.00919305,0.160368,0.630235,0.195097,0.00510725,1,0,0,0,0,0.665986,0.283963,0.0469867,0.00306435,0
"bothbasecosts","0.0011549036332394536","PSignal Liab 1 Dam 4",0.0404,1,0.0365974,0.963403,4376.85,954377,945623,0.815035,0.160718,0.178042,0.0446539,0.00692384,0.0010056,0,0,0,0,0,0.00395648,0.194857,0.601385,0.199802,1,0,0,0,0,0.700297,0.254204,0.0445104,0.00098912,0
"bothbasecosts","0.0011549036332394536","PSignal Liab 1 Dam 5",0.0394,1,0.0335025,0.966497,4568.53,954569,945431,0.846701,0.162668,0.145178,0.0354751,0.00812183,0.00114926,0,0,0,0,0,0,0.00812183,0.206091,0.785787,1,0,0,0,0,0.711675,0.246701,0.0406091,0.00101523,0
"bothbasecosts","0.0011549036332394536","PSignal Liab 2 Dam 1",0.0419,1,0.208969,0.791031,12714.7,962715,937285,0.215649,0.0440804,0.460878,0.119821,0.321565,0.0484126,0.0019084,0.000511771,0,0,0.787214,0.205153,0.00763359,0,0,0,1,0,0,0,0.28626,0.385496,0.249046,0.0725191,0.00667939
"bothbasecosts","0.0011549036332394536","PSignal Liab 2 Dam 2",0.0438,1,0.23379,0.76621,17534.2,967534,932466,0.221918,0.0473961,0.465753,0.126519,0.306849,0.0482689,0.00547945,0.00153531,0,0,0.221918,0.593607,0.179909,0.00456621,0,0,1,0,0,0,0.256621,0.394521,0.263014,0.0849315,0.000913242
"bothbasecosts","0.0011549036332394536","PSignal Liab 2 Dam 3",0.0414,1,0.227053,0.772947,22657,972657,927343,0.222222,0.0448605,0.474396,0.121806,0.299517,0.0445338,0.00386473,0.00102354,0,0,0.00483092,0.238647,0.540097,0.210628,0.0057971,0,1,0,0,0,0.254106,0.421256,0.236715,0.084058,0.00386473
"bothbasecosts","0.0011549036332394536","PSignal Liab 2 Dam 4",0.0349,1,0.237113,0.762887,29209.6,979210,920790,0.197022,0.0335479,0.504009,0.109154,0.286369,0.0359144,0.0126002,0.00281474,0,0,0,0.0137457,0.207331,0.565865,0.213058,0,1,0,0,0,0.218786,0.419244,0.279496,0.0767468,0.00572738
"bothbasecosts","0.0011549036332394536","PSignal Liab 2 Dam 5",0.036,1,0.209121,0.790879,28615.1,978615,921385,0.209121,0.0366686,0.519466,0.115852,0.261402,0.0337595,0.0100111,0.00230297,0,0,0,0,0.00333704,0.172414,0.824249,0,1,0,0,0,0.295884,0.355951,0.248053,0.0945495,0.00556174
"bothbasecosts","0.0011549036332394536","PSignal Liab 3 Dam 1",0.0455,1,0.470123,0.529877,29877,979877,920123,0.00702988,0.00156037,0.141476,0.0399405,0.716169,0.117081,0.13181,0.0383828,0.00351494,0.000804343,0.781195,0.212654,0.00615114,0,0,0,0,1,0,0,0.0351494,0.217926,0.481547,0.233743,0.0316344
"bothbasecosts","0.0011549036332394536","PSignal Liab 3 Dam 2",0.0478,1,0.490787,0.509213,36620.6,986621,913379,0.00502513,0.00117028,0.144054,0.0426693,0.70603,0.121103,0.139866,0.0427329,0.00502513,0.00120652,0.200168,0.613903,0.179229,0.00670017,0,0,0,1,0,0,0.038526,0.228643,0.465662,0.232831,0.0343384
"bothbasecosts","0.0011549036332394536","PSignal Liab 3 Dam 3",0.0445,1,0.494604,0.505396,47392.1,997392,902608,0.00989209,0.0021455,0.149281,0.0411808,0.694245,0.110904,0.142986,0.0406858,0.00359712,0.000804343,0.00359712,0.221223,0.573741,0.196043,0.00539568,0,0,1,0,0,0.0395683,0.223921,0.499101,0.211331,0.0260791
"bothbasecosts","0.0011549036332394536","PSignal Liab 3 Dam 4",0.0444,1,0.458559,0.541441,54436.9,1004440,895563,0.00900901,0.00195046,0.136036,0.0374597,0.715315,0.114064,0.134234,0.0381269,0.00540541,0.00120652,0,0.0108108,0.198198,0.576577,0.214414,0,0,1,0,0,0.0378378,0.235135,0.457658,0.235135,0.0342342
"bothbasecosts","0.0011549036332394536","PSignal Liab 3 Dam 5",0.0457,1,0.496063,0.503937,66119.9,1016120,883880,0.00699913,0.00156037,0.134733,0.0382039,0.713911,0.117225,0.139983,0.0409417,0.00437445,0.00100543,0,0,0.00612423,0.208224,0.785652,0,0,1,0,0,0.0314961,0.230096,0.468941,0.228346,0.0411199
"bothbasecosts","0.0011549036332394536","PSignal Liab 4 Dam 1",0.0342,1,0.77076,0.22924,48684.2,998684,901316,0,0,0.00467836,0.00099231,0.281871,0.0346215,0.505263,0.110542,0.208187,0.0357933,0.795322,0.190643,0.0140351,0,0,0,0,0,1,0,0.00350877,0.0783626,0.284211,0.356725,0.277193
"bothbasecosts","0.0011549036332394536","PSignal Liab 4 Dam 2",0.0328,1,0.785627,0.214373,62028,1012030,887972,0,0,0.00365408,0.000744232,0.215591,0.0254274,0.550548,0.11566,0.230207,0.0380052,0.193666,0.591961,0.207065,0.00730816,0,0,0,0,1,0,0.00243605,0.0511571,0.233861,0.437272,0.275274
"bothbasecosts","0.0011549036332394536","PSignal Liab 4 Dam 3",0.0378,1,0.775899,0.224101,78144.8,1028140,871855,0,0,0.00317125,0.000744232,0.289641,0.0393622,0.490486,0.118731,0.216702,0.0412226,0.00634249,0.198732,0.536998,0.251586,0.00634249,0,0,0,1,0,0.00105708,0.077167,0.264271,0.368922,0.288584
"bothbasecosts","0.0011549036332394536","PSignal Liab 4 Dam 4",0.0428,1,0.758879,0.241121,91799.1,1041800,858201,0,0,0.00186916,0.000496155,0.307477,0.0472633,0.468224,0.128199,0.22243,0.0478584,0,0.00654206,0.193458,0.596262,0.203738,0,0,0,1,0,0,0.0738318,0.27757,0.376636,0.271963
"bothbasecosts","0.0011549036332394536","PSignal Liab 4 Dam 5",0.0417,1,0.772553,0.227447,104223,1054220,845777,0,0,0.00479846,0.00124039,0.333973,0.0499928,0.448177,0.119498,0.213052,0.0446411,0,0,0.00671785,0.237044,0.756238,0,0,0,1,0,0.000959693,0.109405,0.270633,0.347409,0.271593
