                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.2179       	1             	0.7573       	3.084           	0.2179        	--           	0.2382       	0.3273       	0            	1.02         	0.02033      	0.1976       	0.2179       	0.2179       	0.732        	0.7335         	--             	--            
FirstTries                            	7573         	0.2958       	1             	1            	4.072           	0.2797        	0.2547       	0.3146       	0.3273       	0            	1.035        	0.03485      	0.2609       	0.2958       	0.2958       	0.9666       	0.7335         	0.968          	0.968         
SomeoneTries                          	7573         	0.2958       	1             	1            	4.072           	0.2797        	0.2547       	0.3146       	0.3273       	0            	1.035        	0.03485      	0.2609       	0.2958       	0.2958       	0.9666       	0.7335         	0.968          	0.968         
NooneTries                            	2427         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.7335         	--             	--            
InventionOccurs                       	7320         	0.3138       	1             	1            	4.111           	0.2817        	0.2567       	0.3255       	0.3273       	0            	1.044        	0.0438       	0.27         	0.3138       	0.3138       	1            	0.7335         	0.9681         	0.9681        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	7310         	0.3146       	1             	1            	4.113           	0.2816        	0.2566       	0.3259       	0.3272       	0            	1.044        	0.04431      	0.2703       	0.3146       	0.3146       	1            	0.7335         	0.9681         	0.9681        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	7310         	0.3146       	1             	1            	4.113           	0.2816        	0.2566       	0.3259       	0.3272       	0            	1.044        	0.04431      	0.2703       	0.3146       	0.3146       	1            	0.7335         	0.9681         	0.9681        
AllHighValue                          	1987         	0.4478       	1             	0.997        	5.909           	0.4317        	--           	0.488        	0.4975       	0            	1.056        	0.05626      	0.3915       	0.4478       	0.4478       	0.9779       	0.7335         	--             	--            
FirstTriesHighValue                   	1981         	0.4492       	1             	1            	5.927           	0.433         	0.408        	0.4895       	0.4975       	0            	1.057        	0.0565       	0.3927       	0.4492       	0.4492       	0.9808       	0.7335         	0.9761         	0.9761        
SomeoneTriesHighValue                 	1981         	0.4492       	1             	1            	5.927           	0.433         	0.408        	0.4895       	0.4975       	0            	1.057        	0.0565       	0.3927       	0.4492       	0.4492       	0.9808       	0.7335         	0.9761         	0.9761        
NooneTriesHighValue                   	6            	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.7335         	--             	--            
InventionOccursHighValue              	1943         	0.4654       	1             	1            	5.956           	0.4341        	0.4091       	0.499        	0.4975       	0            	1.065        	0.06498      	0.4004       	0.4654       	0.4654       	1            	0.7335         	0.9762         	0.9762        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1943         	0.4654       	1             	1            	5.956           	0.4341        	0.4091       	0.499        	0.4975       	0            	1.065        	0.06498      	0.4004       	0.4654       	0.4654       	1            	0.7335         	0.9762         	0.9762        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1943         	0.4654       	1             	1            	5.956           	0.4341        	0.4091       	0.499        	0.4975       	0            	1.065        	0.06498      	0.4004       	0.4654       	0.4654       	1            	0.7335         	0.9762         	0.9762        
