                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.03429      	1             	0.3257       	0.8822          	0.046         	--           	0.05412      	0.3449       	0.05412      	0.9924       	-0.007576    	0.04187      	0.03429      	0.03429      	0.1569       	0.1566         	--             	--            
FirstTries                            	3257         	0.157        	1             	1            	2.709           	0.08948       	0.06448      	0.1662       	0.3449       	0.1662       	1.028        	0.0285       	0.1285       	0.157        	0.157        	0.4817       	0.1566         	0.4838         	0.4838        
SomeoneTries                          	3257         	0.157        	1             	1            	2.709           	0.08948       	0.06448      	0.1662       	0.3449       	0.1662       	1.028        	0.0285       	0.1285       	0.157        	0.157        	0.4817       	0.1566         	0.4838         	0.4838        
NooneTries                            	6743         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.1566         	--             	--            
InventionOccurs                       	1569         	0.425        	1             	1            	3.328           	0.0867        	0.0617       	0.3449       	0.3449       	0.3449       	1.158        	0.1582       	0.2668       	0.425        	0.425        	1            	0.1566         	0.5231         	0.5231        
InadvertentInfringement               	1569         	0.425        	1             	1            	3.328           	0.0867        	0.0617       	0.3449       	0.3449       	0.3449       	1.158        	0.1582       	0.2668       	0.425        	0.425        	1            	0.1566         	0.5231         	0.5231        
AgreementReached                      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	1569         	0.425        	1             	1            	3.328           	0.0867        	0.0617       	0.3449       	0.3449       	0.3449       	1.158        	0.1582       	0.2668       	0.425        	0.425        	1            	0.1566         	0.5231         	0.5231        
AllHighValue                          	1954         	0.1403       	1             	0.674        	1.758           	0.07926       	--           	0.1328       	0.426        	0.1328       	1.022        	0.02234      	0.118        	0.1403       	0.1403       	0.3117       	0.1566         	--             	--            
FirstTriesHighValue                   	1317         	0.2203       	1             	1            	2.608           	0.1055        	0.0805       	0.197        	0.426        	0.197        	1.045        	0.04524      	0.175        	0.2203       	0.2203       	0.4624       	0.1566         	0.4764         	0.4764        
SomeoneTriesHighValue                 	1317         	0.2203       	1             	1            	2.608           	0.1055        	0.0805       	0.197        	0.426        	0.197        	1.045        	0.04524      	0.175        	0.2203       	0.2203       	0.4624       	0.1566         	0.4764         	0.4764        
NooneTriesHighValue                   	637          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.1566         	--             	--            
InventionOccursHighValue              	609          	0.6009       	1             	1            	3.217           	0.1036        	0.07857      	0.426        	0.426        	0.426        	1.222        	0.2224       	0.3785       	0.6009       	0.6009       	1            	0.1566         	0.515          	0.515         
InadvertentHighValue                  	609          	0.6009       	1             	1            	3.217           	0.1036        	0.07857      	0.426        	0.426        	0.426        	1.222        	0.2224       	0.3785       	0.6009       	0.6009       	1            	0.1566         	0.515          	0.515         
AgreementReachedHighValue             	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	609          	0.6009       	1             	1            	3.217           	0.1036        	0.07857      	0.426        	0.426        	0.426        	1.222        	0.2224       	0.3785       	0.6009       	0.6009       	1            	0.1566         	0.515          	0.515         
