                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1377       	1             	0.4719       	1.356           	0.06003       	--           	0.0752       	0.3159       	0            	1.062        	0.06217      	0.07555      	0.1377       	0.1377       	0.2329       	0.2338         	--             	--            
FirstTries                            	4719         	0.2653       	1             	1            	2.874           	0.09923       	0.07423      	0.1594       	0.3159       	0            	1.105        	0.1052       	0.1601       	0.2653       	0.2653       	0.4935       	0.2338         	0.4937         	0.4937        
SomeoneTries                          	4719         	0.2653       	1             	1            	2.874           	0.09923       	0.07423      	0.1594       	0.3159       	0            	1.105        	0.1052       	0.1601       	0.2653       	0.2653       	0.4935       	0.2338         	0.4937         	0.4937        
NooneTries                            	5281         	0.02375      	1             	0            	0               	0.025         	--           	0            	--           	0            	1.024        	0.02375      	0            	0.02375      	0.02375      	0            	0.2338         	--             	--            
InventionOccurs                       	2329         	0.5956       	1             	1            	3.551           	0.09687       	0.07187      	0.3229       	0.3159       	0            	1.271        	0.2712       	0.3244       	0.5956       	0.5956       	1            	0.2338         	0.5365         	0.5365        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2328         	0.5958       	1             	1            	3.551           	0.09689       	0.07189      	0.323        	0.316        	0            	1.271        	0.2713       	0.3245       	0.5958       	0.5958       	1            	0.2338         	0.5365         	0.5365        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2328         	0.5958       	1             	1            	3.551           	0.09689       	0.07189      	0.323        	0.316        	0            	1.271        	0.2713       	0.3245       	0.5958       	0.5958       	1            	0.2338         	0.5365         	0.5365        
AllHighValue                          	2009         	0.288        	1             	0.771        	2.329           	0.09847       	--           	0.1667       	0.427        	0            	1.113        	0.1133       	0.1747       	0.288        	0.288        	0.3788       	0.2338         	--             	--            
FirstTriesHighValue                   	1549         	0.3664       	1             	1            	3.021           	0.1203        	0.09529      	0.2162       	0.427        	0            	1.14         	0.1399       	0.2265       	0.3664       	0.3664       	0.4913       	0.2338         	0.5027         	0.5027        
SomeoneTriesHighValue                 	1549         	0.3664       	1             	1            	3.021           	0.1203        	0.09529      	0.2162       	0.427        	0            	1.14         	0.1399       	0.2265       	0.3664       	0.3664       	0.4913       	0.2338         	0.5027         	0.5027        
NooneTriesHighValue                   	460          	0.02375      	1             	0            	0               	0.025         	--           	0            	--           	0            	1.024        	0.02375      	0            	0.02375      	0.02375      	0            	0.2338         	--             	--            
InventionOccursHighValue              	761          	0.8279       	1             	1            	3.746           	0.1174        	0.09241      	0.4401       	0.427        	0            	1.367        	0.3668       	0.4611       	0.8279       	0.8279       	1            	0.2338         	0.5485         	0.5485        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	761          	0.8279       	1             	1            	3.746           	0.1174        	0.09241      	0.4401       	0.427        	0            	1.367        	0.3668       	0.4611       	0.8279       	0.8279       	1            	0.2338         	0.5485         	0.5485        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	761          	0.8279       	1             	1            	3.746           	0.1174        	0.09241      	0.4401       	0.427        	0            	1.367        	0.3668       	0.4611       	0.8279       	0.8279       	1            	0.2338         	0.5485         	0.5485        
