                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1034       	1.359         	0.7891       	2.384           	0.1556        	--           	0.1477       	--           	0            	1            	-0.007905    	0.1113       	0.1034       	0.1034       	0.3051       	0.3056         	--             	--            
FirstTries                            	5804         	0.1989       	1.361         	1.323        	4.107           	0.2402        	0.1549       	0.2509       	--           	0            	1.018        	0.01073      	0.1882       	0.1989       	0.1989       	0.5257       	0.3056         	--             	--            
SomeoneTries                          	6015         	0.1937       	1.384         	1.312        	3.963           	0.2368        	0.1527       	0.2455       	--           	0            	1.017        	0.00874      	0.185        	0.1937       	0.1937       	0.5072       	0.3056         	--             	--            
NooneTries                            	3985         	-0.03303     	1.321         	0            	0               	0.03303       	--           	0            	--           	0            	0.975        	-0.03303     	0            	-0.03303     	-0.03303     	0            	0.3056         	--             	--            
InventionOccurs                       	3873         	0.4116       	1.444         	1.398        	4.636           	0.2569        	0.1574       	0.3813       	--           	0            	1.116        	0.1244       	0.2873       	0.4116       	0.4116       	0.7878       	0.3056         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3873         	0.4116       	1.444         	1.398        	4.636           	0.2569        	0.1574       	0.3813       	--           	0            	1.116        	0.1244       	0.2873       	0.4116       	0.4116       	0.7878       	0.3056         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3873         	0.4116       	1.444         	1.398        	4.636           	0.2569        	0.1574       	0.3813       	--           	0            	1.116        	0.1244       	0.2873       	0.4116       	0.4116       	0.7878       	0.3056         	--             	--            
AllHighValue                          	1983         	0.2763       	1.358         	1.331        	4.553           	0.3376        	--           	0.3518       	--           	0            	1.024        	0.0142       	0.2621       	0.2763       	0.2763       	0.5376       	0.3056         	--             	--            
FirstTriesHighValue                   	1949         	0.2809       	1.358         	1.349        	4.632           	0.3419        	0.2285       	0.357        	--           	0            	1.025        	0.01509      	0.2658       	0.2809       	0.2809       	0.5469       	0.3056         	--             	--            
SomeoneTriesHighValue                 	1958         	0.2802       	1.361         	1.348        	4.611           	0.3416        	0.2284       	0.3563       	--           	0            	1.025        	0.01474      	0.2655       	0.2802       	0.2802       	0.5444       	0.3056         	--             	--            
NooneTriesHighValue                   	25           	-0.028       	1.12          	0            	0               	0.028         	--           	0            	--           	0            	0.975        	-0.028       	0            	-0.028       	-0.028       	0            	0.3056         	--             	--            
InventionOccursHighValue              	1349         	0.5408       	1.429         	1.425        	5.175           	0.3617        	0.2294       	0.5171       	--           	0            	1.148        	0.1554       	0.3853       	0.5408       	0.5408       	0.7902       	0.3056         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1349         	0.5408       	1.429         	1.425        	5.175           	0.3617        	0.2294       	0.5171       	--           	0            	1.148        	0.1554       	0.3853       	0.5408       	0.5408       	0.7902       	0.3056         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1349         	0.5408       	1.429         	1.425        	5.175           	0.3617        	0.2294       	0.5171       	--           	0            	1.148        	0.1554       	0.3853       	0.5408       	0.5408       	0.7902       	0.3056         	--             	--            
