                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.2068       	1.401         	1.156        	4.915           	0.1735        	--           	0.1661       	--           	0            	1            	-0.00745     	0.2142       	0.2068       	0.2068       	0.4796       	0.4806         	--             	--            
FirstTries                            	8239         	0.2568       	1.398         	1.372        	5.966           	0.2012        	0.1197       	0.1998       	--           	0            	1.005        	-0.001439    	0.2583       	0.2568       	0.2568       	0.5821       	0.4806         	--             	--            
SomeoneTries                          	8494         	0.2493       	1.416         	1.36         	5.787           	0.1984        	0.1178       	0.1955       	--           	0            	1.004        	-0.002931    	0.2522       	0.2493       	0.2493       	0.5646       	0.4806         	--             	--            
NooneTries                            	1506         	-0.03293     	1.317         	0            	0               	0.03293       	--           	0            	--           	0            	0.975        	-0.03293     	0            	-0.03293     	-0.03293     	0            	0.4806         	--             	--            
InventionOccurs                       	6360         	0.3813       	1.472         	1.438        	6.279           	0.2166        	0.124        	0.2611       	--           	0            	1.047        	0.04448      	0.3369       	0.3813       	0.3813       	0.7541       	0.4806         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	6354         	0.3819       	1.472         	1.438        	6.281           	0.2166        	0.124        	0.2613       	--           	0            	1.047        	0.04476      	0.3372       	0.3819       	0.3819       	0.754        	0.4806         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	6354         	0.3819       	1.472         	1.438        	6.281           	0.2166        	0.124        	0.2613       	--           	0            	1.047        	0.04476      	0.3372       	0.3819       	0.3819       	0.754        	0.4806         	--             	--            
AllHighValue                          	2061         	0.4882       	1.393         	1.393        	7.659           	0.283         	0.178        	0.2971       	0.3773       	0            	1.02         	0.01405      	0.4741       	0.4882       	0.4882       	0.6599       	0.4806         	0.6632         	0.8508        
FirstTriesHighValue                   	2061         	0.4882       	1.393         	1.393        	7.659           	0.283         	0.178        	0.2971       	0.3773       	0            	1.02         	0.01405      	0.4741       	0.4882       	0.4882       	0.6599       	0.4806         	0.6632         	0.8508        
SomeoneTriesHighValue                 	2061         	0.4882       	1.393         	1.393        	7.659           	0.283         	0.178        	0.2971       	0.3773       	0            	1.02         	0.01405      	0.4741       	0.4882       	0.4882       	0.6599       	0.4806         	0.6632         	0.8508        
NooneTriesHighValue                   	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1768         	0.6099       	1.438         	1.438        	7.688           	0.2891        	0.1755       	0.3463       	0.3773       	0            	1.059        	0.05719      	0.5527       	0.6099       	0.6099       	0.7692       	0.4806         	0.6505         	0.8598        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1768         	0.6099       	1.438         	1.438        	7.688           	0.2891        	0.1755       	0.3463       	0.3773       	0            	1.059        	0.05719      	0.5527       	0.6099       	0.6099       	0.7692       	0.4806         	0.6505         	0.8598        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1768         	0.6099       	1.438         	1.438        	7.688           	0.2891        	0.1755       	0.3463       	0.3773       	0            	1.059        	0.05719      	0.5527       	0.6099       	0.6099       	0.7692       	0.4806         	0.6505         	0.8598        
