                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1674       	3.629         	1.946        	2.151           	0.3527        	--           	0.1823       	--           	0            	0.999        	-0.006662    	0.1741       	0.1674       	0.1674       	0.1503       	0.1512         	--             	--            
FirstTries                            	5360         	0.2124       	3.632         	3.229        	4.013           	0.5373        	0.1341       	0.3051       	--           	0            	0.9801       	-0.07747     	0.2899       	0.2124       	0.2124       	0.2804       	0.1512         	--             	--            
SomeoneTries                          	6744         	0.2069       	3.639         	2.886        	3.189           	0.4795        	0.1274       	0.2703       	--           	0            	0.987        	-0.05124     	0.2582       	0.2069       	0.2069       	0.2229       	0.1512         	--             	--            
NooneTries                            	3256         	0.08567      	3.607         	0            	0               	0.09018       	--           	0            	--           	0            	1.024        	0.08567      	0            	0.08567      	0.08567      	0            	0.1512         	--             	--            
InventionOccurs                       	5425         	0.2923       	3.653         	3.137        	3.728           	0.5212        	0.1319       	0.336        	--           	0            	0.9939       	-0.02865     	0.3209       	0.2923       	0.2923       	0.2771       	0.1512         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	5421         	0.2927       	3.654         	3.136        	3.726           	0.5213        	0.1319       	0.3362       	--           	0            	0.994        	-0.02846     	0.3212       	0.2927       	0.2927       	0.2771       	0.1512         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	5421         	0.2927       	3.654         	3.136        	3.726           	0.5213        	0.1319       	0.3362       	--           	0            	0.994        	-0.02846     	0.3212       	0.2927       	0.2927       	0.2771       	0.1512         	--             	--            
AllHighValue                          	2027         	0.2394       	3.633         	3.349        	4.171           	0.7105        	--           	0.4092       	--           	0            	0.9594       	-0.1551      	0.3945       	0.2394       	0.2394       	0.2506       	0.1512         	--             	--            
FirstTriesHighValue                   	1861         	0.2368       	3.632         	3.485        	4.543           	0.7382        	0.1848       	0.4232       	--           	0            	0.9554       	-0.1704      	0.4072       	0.2368       	0.2368       	0.273        	0.1512         	--             	--            
SomeoneTriesHighValue                 	2016         	0.2402       	3.633         	3.368        	4.194           	0.7139        	0.1835       	0.4115       	--           	0            	0.959        	-0.1565      	0.3967       	0.2402       	0.2402       	0.252        	0.1512         	--             	--            
NooneTriesHighValue                   	11           	0.08852      	3.727         	0            	0               	0.09318       	--           	0            	--           	0            	1.024        	0.08852      	0            	0.08852      	0.08852      	0            	0.1512         	--             	--            
InventionOccursHighValue              	1811         	0.3091       	3.645         	3.469        	4.517           	0.7359        	0.1847       	0.458        	--           	0            	0.9664       	-0.1324      	0.4416       	0.3091       	0.3091       	0.2805       	0.1512         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1811         	0.3091       	3.645         	3.469        	4.517           	0.7359        	0.1847       	0.458        	--           	0            	0.9664       	-0.1324      	0.4416       	0.3091       	0.3091       	0.2805       	0.1512         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1811         	0.3091       	3.645         	3.469        	4.517           	0.7359        	0.1847       	0.458        	--           	0            	0.9664       	-0.1324      	0.4416       	0.3091       	0.3091       	0.2805       	0.1512         	--             	--            
