                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1108       	1.797         	0.8888       	1.391           	0.113         	--           	0.1111       	--           	0            	1.001        	-0.001915    	0.1127       	0.1108       	0.1108       	0.1976       	0.1985         	--             	--            
FirstTries                            	4936         	0.2521       	1.797         	1.655        	2.819           	0.1699        	0.07607      	0.2094       	--           	0            	1.025        	0.03949      	0.2126       	0.2521       	0.2521       	0.4003       	0.1985         	--             	--            
SomeoneTries                          	5653         	0.2299       	1.823         	1.572        	2.461           	0.1661        	0.0778       	0.1965       	--           	0            	1.02         	0.03049      	0.1994       	0.2299       	0.2299       	0.3495       	0.1985         	--             	--            
NooneTries                            	4347         	-0.04406     	1.762         	0            	0               	0.04406       	--           	0            	--           	0            	0.975        	-0.04406     	0            	-0.04406     	-0.04406     	0            	0.1985         	--             	--            
InventionOccurs                       	3444         	0.4765       	1.856         	1.701        	3.065           	0.1734        	0.07521      	0.3226       	--           	0            	1.09         	0.1492       	0.3273       	0.4765       	0.4765       	0.5738       	0.1985         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3444         	0.4765       	1.856         	1.701        	3.065           	0.1734        	0.07521      	0.3226       	--           	0            	1.09         	0.1492       	0.3273       	0.4765       	0.4765       	0.5738       	0.1985         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3444         	0.4765       	1.856         	1.701        	3.065           	0.1734        	0.07521      	0.3226       	--           	0            	1.09         	0.1492       	0.3273       	0.4765       	0.4765       	0.5738       	0.1985         	--             	--            
AllHighValue                          	2051         	0.3259       	1.804         	1.421        	2.409           	0.185         	--           	0.2496       	--           	0            	1.039        	0.06466      	0.2613       	0.3259       	0.3259       	0.3184       	0.1985         	--             	--            
FirstTriesHighValue                   	1609         	0.4067       	1.811         	1.702        	3.071           	0.2102        	0.09822      	0.301        	--           	0            	1.055        	0.0908       	0.3159       	0.4067       	0.4067       	0.4058       	0.1985         	--             	--            
SomeoneTriesHighValue                 	1785         	0.3806       	1.83          	1.632        	2.769           	0.2065        	0.1005       	0.2868       	--           	0            	1.049        	0.08038      	0.3002       	0.3806       	0.3806       	0.3658       	0.1985         	--             	--            
NooneTriesHighValue                   	266          	-0.04079     	1.632         	0            	0               	0.04079       	--           	0            	--           	0            	0.975        	-0.04079     	0            	-0.04079     	-0.04079     	0            	0.1985         	--             	--            
InventionOccursHighValue              	1164         	0.6867       	1.866         	1.754        	3.449           	0.2135        	0.09625      	0.4399       	--           	0            	1.135        	0.2264       	0.4603       	0.6867       	0.6867       	0.561        	0.1985         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1164         	0.6867       	1.866         	1.754        	3.449           	0.2135        	0.09625      	0.4399       	--           	0            	1.135        	0.2264       	0.4603       	0.6867       	0.6867       	0.561        	0.1985         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1164         	0.6867       	1.866         	1.754        	3.449           	0.2135        	0.09625      	0.4399       	--           	0            	1.135        	0.2264       	0.4603       	0.6867       	0.6867       	0.561        	0.1985         	--             	--            
