                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1759       	1             	0.2254       	1.787           	0.0607        	--           	0.05917      	0.3204       	0            	0.9985       	-0.001529    	0.05914      	0.05761      	0.1759       	0.1797       	0.1801         	--             	--            
FirstTries                            	2254         	0.8664       	1             	1            	7.93            	0.1834        	0.1584       	0.2625       	0.3204       	0            	1.079        	0.07913      	0.2624       	0.3415       	0.8664       	0.7972       	0.1801         	0.7987         	0.7987        
SomeoneTries                          	2254         	0.8664       	1             	1            	7.93            	0.1834        	0.1584       	0.2625       	0.3204       	0            	1.079        	0.07913      	0.2624       	0.3415       	0.8664       	0.7972       	0.1801         	0.7987         	0.7987        
NooneTries                            	7746         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.1801         	--             	--            
InventionOccurs                       	1797         	1.134        	1             	1            	7.945           	0.1831        	0.1581       	0.3293       	0.3204       	0            	1.146        	0.1462       	0.3291       	0.4753       	1.134        	1            	0.1801         	0.7995         	0.7995        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	1795         	1.135        	1             	1            	7.945           	0.1831        	0.1581       	0.3297       	0.3207       	0            	1.147        	0.1465       	0.3294       	0.476        	1.135        	1            	0.1801         	0.7995         	0.7995        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	1795         	1.135        	1             	1            	7.945           	0.1831        	0.1581       	0.3297       	0.3207       	0            	1.147        	0.1465       	0.3294       	0.476        	1.135        	1            	0.1801         	0.7995         	0.7995        
AllHighValue                          	1938         	0.4723       	1             	0.4009       	3.199           	0.1063        	--           	0.1413       	0.4287       	0            	1.035        	0.035        	0.148        	0.183        	0.4723       	0.3189       	0.1801         	--             	--            
FirstTriesHighValue                   	777          	1.215        	1             	1            	7.98            	0.2277        	0.2027       	0.3523       	0.4287       	0            	1.125        	0.1247       	0.3692       	0.4938       	1.215        	0.7954       	0.1801         	0.8013         	0.8013        
SomeoneTriesHighValue                 	777          	1.215        	1             	1            	7.98            	0.2277        	0.2027       	0.3523       	0.4287       	0            	1.125        	0.1247       	0.3692       	0.4938       	1.215        	0.7954       	0.1801         	0.8013         	0.8013        
NooneTriesHighValue                   	1161         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.1801         	--             	--            
InventionOccursHighValue              	618          	1.588        	1             	1            	7.987           	0.226         	0.201        	0.443        	0.4287       	0            	1.217        	0.217        	0.4642       	0.6812       	1.588        	1            	0.1801         	0.8017         	0.8017        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	618          	1.588        	1             	1            	7.987           	0.226         	0.201        	0.443        	0.4287       	0            	1.217        	0.217        	0.4642       	0.6812       	1.588        	1            	0.1801         	0.8017         	0.8017        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	618          	1.588        	1             	1            	7.987           	0.226         	0.201        	0.443        	0.4287       	0            	1.217        	0.217        	0.4642       	0.6812       	1.588        	1            	0.1801         	0.8017         	0.8017        
