                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09424      	1             	0.5083       	1.474           	0.06565       	--           	0.07994      	0.9435       	0            	1.014        	0.0143       	0.07994      	0.09424      	0.09424      	0.2503       	0.2511         	--             	--            
FirstTries                            	5083         	0.2096       	1             	1            	2.899           	0.105         	0.07996      	0.1573       	0.9435       	0            	1.052        	0.05231      	0.1573       	0.2096       	0.2096       	0.4924       	0.2511         	0.4956         	0.4956        
SomeoneTries                          	5083         	0.2096       	1             	1            	2.899           	0.105         	0.07996      	0.1573       	0.9435       	0            	1.052        	0.05231      	0.1573       	0.2096       	0.2096       	0.4924       	0.2511         	0.4956         	0.4956        
NooneTries                            	4917         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2511         	--             	--            
InventionOccurs                       	2503         	0.537        	1             	1            	3.638           	0.1018        	0.07681      	0.3194       	0.9435       	0            	1.218        	0.2176       	0.3194       	0.537        	0.537        	1            	0.2511         	0.5421         	0.5421        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2503         	0.537        	1             	1            	3.638           	0.1018        	0.07681      	0.3194       	0.9435       	0            	1.218        	0.2176       	0.3194       	0.537        	0.537        	1            	0.2511         	0.5421         	0.5421        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2503         	0.537        	1             	1            	3.638           	0.1018        	0.07681      	0.3194       	0.9435       	0            	1.218        	0.2176       	0.3194       	0.537        	0.537        	1            	0.2511         	0.5421         	0.5421        
AllHighValue                          	1994         	0.2542       	1             	0.8195       	2.415           	0.1102        	--           	0.1822       	1.291        	0            	1.072        	0.07202      	0.1822       	0.2542       	0.2542       	0.4037       	0.2511         	--             	--            
FirstTriesHighValue                   	1634         	0.3157       	1             	1            	2.947           	0.129         	0.104        	0.2223       	1.291        	0            	1.093        	0.09339      	0.2223       	0.3157       	0.3157       	0.4927       	0.2511         	0.4978         	0.4978        
SomeoneTriesHighValue                 	1634         	0.3157       	1             	1            	2.947           	0.129         	0.104        	0.2223       	1.291        	0            	1.093        	0.09339      	0.2223       	0.3157       	0.3157       	0.4927       	0.2511         	0.4978         	0.4978        
NooneTriesHighValue                   	360          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2511         	--             	--            
InventionOccursHighValue              	805          	0.776        	1             	1            	3.775           	0.1266        	0.1016       	0.4513       	1.291        	0            	1.325        	0.3247       	0.4513       	0.776        	0.776        	1            	0.2511         	0.5494         	0.5494        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	805          	0.776        	1             	1            	3.775           	0.1266        	0.1016       	0.4513       	1.291        	0            	1.325        	0.3247       	0.4513       	0.776        	0.776        	1            	0.2511         	0.5494         	0.5494        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	805          	0.776        	1             	1            	3.775           	0.1266        	0.1016       	0.4513       	1.291        	0            	1.325        	0.3247       	0.4513       	0.776        	0.776        	1            	0.2511         	0.5494         	0.5494        
