                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09618      	1             	0.5204       	2.227           	0.1032        	--           	0.1097       	0.3692       	0.01172      	1.003        	0.003417     	0.09276      	0.09618      	0.09618      	0.3058       	0.3067         	--             	--            
FirstTries                            	5204         	0.2079       	1             	1            	4.28            	0.1753        	0.1503       	0.2107       	0.3692       	0.02253      	1.03         	0.02961      	0.1783       	0.2079       	0.2079       	0.5876       	0.3067         	0.586          	0.586         
SomeoneTries                          	5204         	0.2079       	1             	1            	4.28            	0.1753        	0.1503       	0.2107       	0.3692       	0.02253      	1.03         	0.02961      	0.1783       	0.2079       	0.2079       	0.5876       	0.3067         	0.586          	0.586         
NooneTries                            	4796         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.3067         	--             	--            
InventionOccurs                       	3058         	0.4762       	1             	1            	4.94            	0.1758        	0.1508       	0.3586       	0.3692       	0.03833      	1.173        	0.1729       	0.3033       	0.4762       	0.4762       	1            	0.3067         	0.626          	0.626         
InadvertentInfringement               	304          	0.3036       	1             	1            	4.806           	0.1799        	0.1549       	0.3856       	0.3856       	0.3856       	1.106        	0.1057       	0.1979       	0.3036       	0.3036       	1            	0.3067         	0.6177         	0.6177        
AgreementReached                      	2750         	0.4961       	1             	1            	4.958           	0.1754        	0.1504       	0.3561       	0.3674       	0            	1.181        	0.1807       	0.3154       	0.4961       	0.4961       	1            	0.3067         	0.6271         	0.6271        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3054         	0.477        	1             	1            	4.943           	0.1759        	0.1509       	0.3591       	0.3692       	0.03838      	1.173        	0.1732       	0.3037       	0.477        	0.477        	1            	0.3067         	0.6262         	0.6262        
AllHighValue                          	2104         	0.2749       	1             	0.884        	4.269           	0.2089        	--           	0.2534       	0.4632       	0.02683      	1.039        	0.03883      	0.236        	0.2749       	0.2749       	0.5494       	0.3067         	--             	--            
FirstTriesHighValue                   	1860         	0.3142       	1             	1            	4.829           	0.2331        	0.2081       	0.2867       	0.4632       	0.03035      	1.047        	0.0472       	0.267        	0.3142       	0.3142       	0.6215       	0.3067         	0.6179         	0.6179        
SomeoneTriesHighValue                 	1860         	0.3142       	1             	1            	4.829           	0.2331        	0.2081       	0.2867       	0.4632       	0.03035      	1.047        	0.0472       	0.267        	0.3142       	0.3142       	0.6215       	0.3067         	0.6179         	0.6179        
NooneTriesHighValue                   	244          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.3067         	--             	--            
InventionOccursHighValue              	1156         	0.6479       	1             	1            	5.497           	0.2326        	0.2076       	0.4613       	0.4632       	0.04883      	1.218        	0.2183       	0.4296       	0.6479       	0.6479       	1            	0.3067         	0.6585         	0.6585        
InadvertentHighValue                  	119          	0.4576       	1             	1            	5.192           	0.2318        	0.2068       	0.4744       	0.4744       	0.4744       	1.143        	0.1426       	0.315        	0.4576       	0.4576       	1            	0.3067         	0.6401         	0.6401        
AgreementReachedHighValue             	1037         	0.6698       	1             	1            	5.532           	0.2327        	0.2077       	0.4598       	0.4619       	0            	1.227        	0.227        	0.4428       	0.6698       	0.6698       	1            	0.3067         	0.6606         	0.6606        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1156         	0.6479       	1             	1            	5.497           	0.2326        	0.2076       	0.4613       	0.4632       	0.04883      	1.218        	0.2183       	0.4296       	0.6479       	0.6479       	1            	0.3067         	0.6585         	0.6585        
