                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09525      	1.177         	0.6762       	2.272           	0.128         	--           	0.1192       	--           	0            	0.9998       	-0.008761    	0.104        	0.09525      	0.09525      	0.3032       	0.3042         	--             	--            
FirstTries                            	5735         	0.1856       	1.175         	1.152        	3.961           	0.1983        	0.1459       	0.2052       	--           	0            	1.018        	0.006931     	0.1787       	0.1856       	0.1856       	0.5287       	0.3042         	--             	--            
SomeoneTries                          	5893         	0.1816       	1.197         	1.147        	3.855           	0.1972        	0.1448       	0.2023       	--           	0            	1.017        	0.005115     	0.1765       	0.1816       	0.1816       	0.5145       	0.3042         	--             	--            
NooneTries                            	4107         	-0.02867     	1.147         	0            	0               	0.02867       	--           	0            	--           	0            	0.975        	-0.02867     	0            	-0.02867     	-0.02867     	0            	0.3042         	0              	0             
InventionOccurs                       	3355         	0.4649       	1.194         	1.158        	4.601           	0.2004        	0.1467       	0.3553       	--           	0            	1.154        	0.1549       	0.31         	0.4649       	0.4649       	0.9037       	0.3042         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3350         	0.4659       	1.194         	1.158        	4.603           	0.2004        	0.1467       	0.3558       	--           	0            	1.154        	0.1554       	0.3105       	0.4659       	0.4659       	0.9036       	0.3042         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3350         	0.4659       	1.194         	1.158        	4.603           	0.2004        	0.1467       	0.3558       	--           	0            	1.154        	0.1554       	0.3105       	0.4659       	0.4659       	0.9036       	0.3042         	--             	--            
AllHighValue                          	1982         	0.2811       	1.169         	1.14         	4.441           	0.262         	--           	0.2778       	--           	0            	1.031        	0.01583      	0.2653       	0.2811       	0.2811       	0.557        	0.3042         	--             	--            
FirstTriesHighValue                   	1934         	0.2894       	1.169         	1.165        	4.551           	0.2672        	0.204        	0.2847       	--           	0            	1.033        	0.01753      	0.2718       	0.2894       	0.2894       	0.5708       	0.3042         	--             	--            
SomeoneTriesHighValue                 	1940         	0.2877       	1.172         	1.164        	4.537           	0.2671        	0.2039       	0.2838       	--           	0            	1.032        	0.01674      	0.271        	0.2877       	0.2877       	0.5691       	0.3042         	--             	--            
NooneTriesHighValue                   	42           	-0.02619     	1.048         	0            	0               	0.02619       	--           	0            	--           	0            	0.975        	-0.02619     	0            	-0.02619     	-0.02619     	0            	0.3042         	0              	0             
InventionOccursHighValue              	1193         	0.6383       	1.165         	1.162        	5.252           	0.2639        	0.2018       	0.4615       	--           	0            	1.198        	0.1976       	0.4407       	0.6383       	0.6383       	0.9254       	0.3042         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1193         	0.6383       	1.165         	1.162        	5.252           	0.2639        	0.2018       	0.4615       	--           	0            	1.198        	0.1976       	0.4407       	0.6383       	0.6383       	0.9254       	0.3042         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1193         	0.6383       	1.165         	1.162        	5.252           	0.2639        	0.2018       	0.4615       	--           	0            	1.198        	0.1976       	0.4407       	0.6383       	0.6383       	0.9254       	0.3042         	--             	--            
