                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	-0.008475    	1             	0.2035       	0.4241          	0.03088       	--           	0.01115      	0.3282       	0            	0.9803       	-0.01973     	0.01126      	-0.008475    	-0.008475    	0.0336       	0.03453        	--             	--            
FirstTries                            	2035         	0.05621      	1             	1            	2.084           	0.05389       	0.02889      	0.05477      	0.3282       	0            	1.001        	0.0008852    	0.05532      	0.05621      	0.05621      	0.1651       	0.03453        	0.1777         	0.1777        
SomeoneTries                          	2035         	0.05621      	1             	1            	2.084           	0.05389       	0.02889      	0.05477      	0.3282       	0            	1.001        	0.0008852    	0.05532      	0.05621      	0.05621      	0.1651       	0.03453        	0.1777         	0.1777        
NooneTries                            	7965         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.03453        	--             	--            
InventionOccurs                       	336          	0.6149       	1             	1            	2.369           	0.05183       	0.02683      	0.3317       	0.3282       	0            	1.28         	0.2799       	0.3351       	0.6149       	0.6149       	1            	0.03453        	0.1834         	0.1834        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	336          	0.6149       	1             	1            	2.369           	0.05183       	0.02683      	0.3317       	0.3282       	0            	1.28         	0.2799       	0.3351       	0.6149       	0.6149       	1            	0.03453        	0.1834         	0.1834        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	336          	0.6149       	1             	1            	2.369           	0.05183       	0.02683      	0.3317       	0.3282       	0            	1.28         	0.2799       	0.3351       	0.6149       	0.6149       	1            	0.03453        	0.1834         	0.1834        
AllHighValue                          	1967         	0.01329      	1             	0.3472       	0.7549          	0.03714       	--           	0.02458      	0.4313       	0            	0.9874       	-0.01256     	0.02585      	0.01329      	0.01329      	0.05592      	0.03453        	--             	--            
FirstTriesHighValue                   	683          	0.08528      	1             	1            	2.174           	0.05996       	0.03496      	0.07079      	0.4313       	0            	1.011        	0.01083      	0.07445      	0.08528      	0.08528      	0.1611       	0.03453        	0.1798         	0.1798        
SomeoneTriesHighValue                 	683          	0.08528      	1             	1            	2.174           	0.05996       	0.03496      	0.07079      	0.4313       	0            	1.011        	0.01083      	0.07445      	0.08528      	0.08528      	0.1611       	0.03453        	0.1798         	0.1798        
NooneTriesHighValue                   	1284         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.03453        	--             	--            
InventionOccursHighValue              	110          	0.8466       	1             	1            	2.683           	0.05526       	0.03026      	0.4395       	0.4313       	0            	1.384        	0.3843       	0.4623       	0.8466       	0.8466       	1            	0.03453        	0.1895         	0.1895        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	110          	0.8466       	1             	1            	2.683           	0.05526       	0.03026      	0.4395       	0.4313       	0            	1.384        	0.3843       	0.4623       	0.8466       	0.8466       	1            	0.03453        	0.1895         	0.1895        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	110          	0.8466       	1             	1            	2.683           	0.05526       	0.03026      	0.4395       	0.4313       	0            	1.384        	0.3843       	0.4623       	0.8466       	0.8466       	1            	0.03453        	0.1895         	0.1895        
