                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1591       	1             	0.584        	2.3             	0.1094        	--           	0.119        	0.3624       	0            	1.054        	0.05416      	0.1049       	0.1591       	0.1591       	0.3369       	0.3382         	--             	--            
FirstTries                            	5840         	0.2555       	1             	1            	3.938           	0.1695        	0.1445       	0.2038       	0.3624       	0            	1.076        	0.07582      	0.1797       	0.2555       	0.2555       	0.5769       	0.3382         	0.5631         	0.5631        
SomeoneTries                          	5840         	0.2555       	1             	1            	3.938           	0.1695        	0.1445       	0.2038       	0.3624       	0            	1.076        	0.07582      	0.1797       	0.2555       	0.2555       	0.5769       	0.3382         	0.5631         	0.5631        
NooneTries                            	4160         	0.02375      	1             	0            	0               	0.025         	--           	0            	--           	0            	1.024        	0.02375      	0            	0.02375      	0.02375      	0            	0.3382         	--             	--            
InventionOccurs                       	3369         	0.5353       	1             	1            	4.65            	0.1708        	0.1458       	0.3532       	0.3624       	0            	1.224        	0.2239       	0.3114       	0.5353       	0.5353       	1            	0.3382         	0.6067         	0.6067        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3362         	0.5366       	1             	1            	4.654           	0.1709        	0.1459       	0.3539       	0.3624       	0            	1.225        	0.2245       	0.3121       	0.5366       	0.5366       	1            	0.3382         	0.607          	0.607         
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3362         	0.5366       	1             	1            	4.654           	0.1709        	0.1459       	0.3539       	0.3624       	0            	1.225        	0.2245       	0.3121       	0.5366       	0.5366       	1            	0.3382         	0.607          	0.607         
AllHighValue                          	1999         	0.3491       	1             	0.969        	4.331           	0.2191        	--           	0.2656       	0.453        	0            	1.086        	0.08554      	0.2635       	0.3491       	0.3491       	0.5863       	0.3382         	--             	--            
FirstTriesHighValue                   	1937         	0.3595       	1             	1            	4.47            	0.2253        	0.2003       	0.2741       	0.453        	0            	1.088        	0.08752      	0.272        	0.3595       	0.3595       	0.6051       	0.3382         	0.5953         	0.5953        
SomeoneTriesHighValue                 	1937         	0.3595       	1             	1            	4.47            	0.2253        	0.2003       	0.2741       	0.453        	0            	1.088        	0.08752      	0.272        	0.3595       	0.3595       	0.6051       	0.3382         	0.5953         	0.5953        
NooneTriesHighValue                   	62           	0.02375      	1             	0            	0               	0.025         	--           	0            	--           	0            	1.024        	0.02375      	0            	0.02375      	0.02375      	0            	0.3382         	--             	--            
InventionOccursHighValue              	1172         	0.7159       	1             	1            	5.225           	0.2254        	0.2004       	0.453        	0.453        	0            	1.266        	0.2664       	0.4495       	0.7159       	0.7159       	1            	0.3382         	0.6411         	0.6411        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1172         	0.7159       	1             	1            	5.225           	0.2254        	0.2004       	0.453        	0.453        	0            	1.266        	0.2664       	0.4495       	0.7159       	0.7159       	1            	0.3382         	0.6411         	0.6411        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1172         	0.7159       	1             	1            	5.225           	0.2254        	0.2004       	0.453        	0.453        	0            	1.266        	0.2664       	0.4495       	0.7159       	0.7159       	1            	0.3382         	0.6411         	0.6411        
