                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.107        	1             	0.5562       	2.344           	0.1106        	--           	0.1171       	0.3739       	0            	1.006        	0.006494     	0.1005       	0.107        	0.107        	0.3218       	0.3219         	--             	--            
FirstTries                            	5562         	0.2124       	1             	1            	4.214           	0.1788        	0.1538       	0.2105       	0.3739       	0            	1.032        	0.03162      	0.1807       	0.2124       	0.2124       	0.5786       	0.3219         	0.581          	0.581         
SomeoneTries                          	5562         	0.2124       	1             	1            	4.214           	0.1788        	0.1538       	0.2105       	0.3739       	0            	1.032        	0.03162      	0.1807       	0.2124       	0.2124       	0.5786       	0.3219         	0.581          	0.581         
NooneTries                            	4438         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.3219         	--             	--            
InventionOccurs                       	3218         	0.4969       	1             	1            	4.945           	0.1793        	0.1543       	0.3638       	0.3739       	0            	1.184        	0.1845       	0.3124       	0.4969       	0.4969       	1            	0.3219         	0.6252         	0.6252        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3214         	0.4976       	1             	1            	4.945           	0.1794        	0.1544       	0.3642       	0.3741       	0            	1.185        	0.1848       	0.3128       	0.4976       	0.4976       	1            	0.3219         	0.6253         	0.6253        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3214         	0.4976       	1             	1            	4.945           	0.1794        	0.1544       	0.3642       	0.3741       	0            	1.185        	0.1848       	0.3128       	0.4976       	0.4976       	1            	0.3219         	0.6253         	0.6253        
AllHighValue                          	2077         	0.2898       	1             	0.9369       	4.399           	0.224         	--           	0.2665       	0.4691       	0            	1.042        	0.04247      	0.2473       	0.2898       	0.2898       	0.5691       	0.3219         	--             	--            
FirstTriesHighValue                   	1946         	0.311        	1             	1            	4.696           	0.2374        	0.2124       	0.2844       	0.4691       	0            	1.047        	0.04701      	0.264        	0.311        	0.311        	0.6074       	0.3219         	0.6103         	0.6103        
SomeoneTriesHighValue                 	1946         	0.311        	1             	1            	4.696           	0.2374        	0.2124       	0.2844       	0.4691       	0            	1.047        	0.04701      	0.264        	0.311        	0.311        	0.6074       	0.3219         	0.6103         	0.6103        
NooneTriesHighValue                   	131          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.3219         	--             	--            
InventionOccursHighValue              	1182         	0.666        	1             	1            	5.369           	0.2368        	0.2118       	0.4682       	0.4691       	0            	1.231        	0.2314       	0.4346       	0.666        	0.666        	1            	0.3219         	0.6509         	0.6509        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1182         	0.666        	1             	1            	5.369           	0.2368        	0.2118       	0.4682       	0.4691       	0            	1.231        	0.2314       	0.4346       	0.666        	0.666        	1            	0.3219         	0.6509         	0.6509        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1182         	0.666        	1             	1            	5.369           	0.2368        	0.2118       	0.4682       	0.4691       	0            	1.231        	0.2314       	0.4346       	0.666        	0.666        	1            	0.3219         	0.6509         	0.6509        
