                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09932      	1             	0.4883       	1.452           	0.0652        	--           	0.08226      	0.3284       	0            	1.017        	0.01706      	0.08226      	0.09932      	0.09932      	0.245        	0.2459         	--             	--            
FirstTries                            	4883         	0.2296       	1             	1            	2.974           	0.1073        	0.08233      	0.1685       	0.3284       	0            	1.061        	0.06113      	0.1685       	0.2296       	0.2296       	0.5017       	0.2459         	0.5014         	0.5014        
SomeoneTries                          	4883         	0.2296       	1             	1            	2.974           	0.1073        	0.08233      	0.1685       	0.3284       	0            	1.061        	0.06113      	0.1685       	0.2296       	0.2296       	0.5017       	0.2459         	0.5014         	0.5014        
NooneTries                            	5117         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2459         	--             	--            
InventionOccurs                       	2450         	0.5672       	1             	1            	3.65            	0.1043        	0.07934      	0.3358       	0.3284       	0            	1.231        	0.2314       	0.3358       	0.5672       	0.5672       	1            	0.2459         	0.544          	0.544         
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2450         	0.5672       	1             	1            	3.65            	0.1043        	0.07934      	0.3358       	0.3284       	0            	1.231        	0.2314       	0.3358       	0.5672       	0.5672       	1            	0.2459         	0.544          	0.544         
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2450         	0.5672       	1             	1            	3.65            	0.1043        	0.07934      	0.3358       	0.3284       	0            	1.231        	0.2314       	0.3358       	0.5672       	0.5672       	1            	0.2459         	0.544          	0.544         
AllHighValue                          	2033         	0.2842       	1             	0.8539       	2.594           	0.1179        	--           	0.2011       	0.4274       	0            	1.083        	0.08317      	0.2011       	0.2842       	0.2842       	0.4456       	0.2459         	--             	--            
FirstTriesHighValue                   	1736         	0.3372       	1             	1            	3.038           	0.1338        	0.1088       	0.2355       	0.4274       	0            	1.102        	0.1017       	0.2355       	0.3372       	0.3372       	0.5219       	0.2459         	0.5052         	0.5052        
SomeoneTriesHighValue                 	1736         	0.3372       	1             	1            	3.038           	0.1338        	0.1088       	0.2355       	0.4274       	0            	1.102        	0.1017       	0.2355       	0.3372       	0.3372       	0.5219       	0.2459         	0.5052         	0.5052        
NooneTriesHighValue                   	297          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2459         	--             	--            
InventionOccursHighValue              	906          	0.7733       	1             	1            	3.745           	0.1291        	0.1041       	0.4512       	0.4274       	0            	1.322        	0.3221       	0.4512       	0.7733       	0.7733       	1            	0.2459         	0.5496         	0.5496        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	906          	0.7733       	1             	1            	3.745           	0.1291        	0.1041       	0.4512       	0.4274       	0            	1.322        	0.3221       	0.4512       	0.7733       	0.7733       	1            	0.2459         	0.5496         	0.5496        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	906          	0.7733       	1             	1            	3.745           	0.1291        	0.1041       	0.4512       	0.4274       	0            	1.322        	0.3221       	0.4512       	0.7733       	0.7733       	1            	0.2459         	0.5496         	0.5496        
