                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.2344       	10            	4.779        	1.376           	0.6282        	--           	0.196        	--           	0            	1.004        	0.03636      	0.198        	0.2344       	0.2344       	0.0614       	0.06153        	--             	--            
FirstTries                            	4803         	0.1858       	10            	8.382        	2.866           	0.9073        	0.07923      	0.3171       	--           	0            	0.9864       	-0.1356      	0.3213       	0.1858       	0.1858       	0.1278       	0.06153        	--             	--            
SomeoneTries                          	7185         	0.2332       	10            	6.652        	1.916           	0.7764        	0.07952      	0.2728       	--           	0            	0.9958       	-0.04244     	0.2756       	0.2332       	0.2332       	0.08546      	0.06153        	--             	--            
NooneTries                            	2815         	0.2375       	10            	0            	0               	0.25          	--           	0            	--           	0            	1.024        	0.2375       	0            	0.2375       	0.2375       	0            	0.06153        	--             	--            
InventionOccurs                       	6234         	0.2612       	10            	7.342        	2.166           	0.8294        	0.07969      	0.3144       	--           	0            	0.9944       	-0.05649     	0.3177       	0.2612       	0.2612       	0.09849      	0.06153        	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	6233         	0.2612       	10            	7.342        	2.166           	0.8295        	0.0797       	0.3144       	--           	0            	0.9943       	-0.05651     	0.3177       	0.2612       	0.2612       	0.09851      	0.06153        	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	6233         	0.2612       	10            	7.342        	2.166           	0.8295        	0.0797       	0.3144       	--           	0            	0.9943       	-0.05651     	0.3177       	0.2612       	0.2612       	0.09851      	0.06153        	--             	--            
AllHighValue                          	2007         	0.1841       	10            	8.516        	2.405           	1.127         	0.1058       	0.4264       	--           	0            	0.9744       	-0.2565      	0.4406       	0.1841       	0.1841       	0.1016       	0.06153        	--             	--            
FirstTriesHighValue                   	1734         	0.155        	10            	9.068        	2.783           	1.169         	0.1032       	0.4331       	--           	0            	0.9706       	-0.2945      	0.4495       	0.155        	0.155        	0.1176       	0.06153        	--             	--            
SomeoneTriesHighValue                 	2007         	0.1841       	10            	8.516        	2.405           	1.127         	0.1058       	0.4264       	--           	0            	0.9744       	-0.2565      	0.4406       	0.1841       	0.1841       	0.1016       	0.06153        	--             	--            
NooneTriesHighValue                   	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1932         	0.2045       	10            	8.669        	2.473           	1.139         	0.1051       	0.443        	--           	0            	0.9747       	-0.2532      	0.4577       	0.2045       	0.2045       	0.1056       	0.06153        	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1932         	0.2045       	10            	8.669        	2.473           	1.139         	0.1051       	0.443        	--           	0            	0.9747       	-0.2532      	0.4577       	0.2045       	0.2045       	0.1056       	0.06153        	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1932         	0.2045       	10            	8.669        	2.473           	1.139         	0.1051       	0.443        	--           	0            	0.9747       	-0.2532      	0.4577       	0.2045       	0.2045       	0.1056       	0.06153        	--             	--            
