                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1054       	1.425         	0.7851       	1.973           	0.1377        	--           	0.1323       	--           	0            	0.9999       	-0.005416    	0.1108       	0.1054       	0.1054       	0.2714       	0.2717         	--             	--            
FirstTries                            	5523         	0.2134       	1.423         	1.362        	3.572           	0.2133        	0.1303       	0.2328       	--           	0            	1.02         	0.0195       	0.1939       	0.2134       	0.2134       	0.4914       	0.2717         	--             	--            
SomeoneTries                          	5849         	0.2047       	1.455         	1.342        	3.373           	0.2109        	0.1298       	0.2261       	--           	0            	1.018        	0.01524      	0.1894       	0.2047       	0.2047       	0.464        	0.2717         	--             	--            
NooneTries                            	4151         	-0.03452     	1.381         	0            	0               	0.03452       	--           	0            	--           	0            	0.975        	-0.03452     	0            	-0.03452     	-0.03452     	0            	0.2717         	--             	--            
InventionOccurs                       	3677         	0.4438       	1.52          	1.43         	3.821           	0.2173        	0.125        	0.3597       	--           	0            	1.119        	0.1424       	0.3013       	0.4438       	0.4438       	0.7381       	0.2717         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3672         	0.4445       	1.521         	1.43         	3.823           	0.2174        	0.125        	0.3602       	--           	0            	1.119        	0.1428       	0.3017       	0.4445       	0.4445       	0.7377       	0.2717         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3672         	0.4445       	1.521         	1.43         	3.823           	0.2174        	0.125        	0.3602       	--           	0            	1.119        	0.1428       	0.3017       	0.4445       	0.4445       	0.7377       	0.2717         	--             	--            
AllHighValue                          	2007         	0.2983       	1.415         	1.35         	3.543           	0.2638        	--           	0.2943       	--           	0            	1.029        	0.03053      	0.2678       	0.2983       	0.2983       	0.4689       	0.2717         	--             	--            
FirstTriesHighValue                   	1912         	0.3105       	1.417         	1.402        	3.72            	0.2725        	0.1696       	0.3054       	--           	0            	1.031        	0.03294      	0.2776       	0.3105       	0.3105       	0.4922       	0.2717         	--             	--            
SomeoneTriesHighValue                 	1940         	0.3095       	1.425         	1.396        	3.666           	0.2719        	0.1698       	0.3045       	--           	0            	1.031        	0.03254      	0.277        	0.3095       	0.3095       	0.4851       	0.2717         	--             	--            
NooneTriesHighValue                   	67           	-0.02761     	1.104         	0            	0               	0.02761       	--           	0            	--           	0            	0.975        	-0.02761     	0            	-0.02761     	-0.02761     	0            	0.2717         	--             	--            
InventionOccursHighValue              	1254         	0.6215       	1.503         	1.481        	4.122           	0.278         	0.1624       	0.471        	--           	0            	1.16         	0.193        	0.4285       	0.6215       	0.6215       	0.7504       	0.2717         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1254         	0.6215       	1.503         	1.481        	4.122           	0.278         	0.1624       	0.471        	--           	0            	1.16         	0.193        	0.4285       	0.6215       	0.6215       	0.7504       	0.2717         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1254         	0.6215       	1.503         	1.481        	4.122           	0.278         	0.1624       	0.471        	--           	0            	1.16         	0.193        	0.4285       	0.6215       	0.6215       	0.7504       	0.2717         	--             	--            
