                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1156       	1.936         	0.9256       	1.339           	0.1168        	--           	0.1183       	--           	0            	1.002        	0.001557     	0.114        	0.1156       	0.1156       	0.1829       	0.1838         	--             	--            
FirstTries                            	4744         	0.2686       	1.938         	1.769        	2.822           	0.1773        	0.07374      	0.2275       	--           	0            	1.028        	0.05017      	0.2184       	0.2686       	0.2686       	0.3855       	0.1838         	--             	--            
SomeoneTries                          	5609         	0.2437       	1.948         	1.65         	2.387           	0.1706        	0.07528      	0.211        	--           	0            	1.022        	0.04038      	0.2033       	0.2437       	0.2437       	0.3261       	0.1838         	--             	--            
NooneTries                            	4391         	-0.04804     	1.921         	0            	0               	0.04804       	--           	0            	--           	0            	0.975        	-0.04804     	0            	-0.04804     	-0.04804     	0            	0.1838         	--             	--            
InventionOccurs                       	3569         	0.477        	1.959         	1.759        	2.962           	0.174         	0.07227      	0.3315       	--           	0            	1.084        	0.1575       	0.3195       	0.477        	0.477        	0.5125       	0.1838         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3569         	0.477        	1.959         	1.759        	2.962           	0.174         	0.07227      	0.3315       	--           	0            	1.084        	0.1575       	0.3195       	0.477        	0.477        	0.5125       	0.1838         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3569         	0.477        	1.959         	1.759        	2.962           	0.174         	0.07227      	0.3315       	--           	0            	1.084        	0.1575       	0.3195       	0.477        	0.477        	0.5125       	0.1838         	--             	--            
AllHighValue                          	1966         	0.3504       	1.927         	1.554        	2.123           	0.1894        	--           	0.2759       	--           	0            	1.047        	0.08657      	0.2638       	0.3504       	0.3504       	0.3123       	0.1838         	--             	--            
FirstTriesHighValue                   	1562         	0.4181       	1.928         	1.825        	2.672           	0.21          	0.09028      	0.3216       	--           	0            	1.061        	0.1117       	0.3064       	0.4181       	0.4181       	0.3931       	0.1838         	--             	--            
SomeoneTriesHighValue                 	1767         	0.395        	1.937         	1.729        	2.362           	0.2055        	0.09391      	0.307        	--           	0            	1.056        	0.1015       	0.2935       	0.395        	0.395        	0.3475       	0.1838         	--             	--            
NooneTriesHighValue                   	199          	-0.04611     	1.844         	0            	0               	0.04611       	--           	0            	--           	0            	0.975        	-0.04611     	0            	-0.04611     	-0.04611     	0            	0.1838         	--             	--            
InventionOccursHighValue              	1176         	0.6939       	1.95          	1.814        	2.86            	0.2084        	0.09021      	0.4613       	--           	0            	1.136        	0.2529       	0.441        	0.6939       	0.6939       	0.5221       	0.1838         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1176         	0.6939       	1.95          	1.814        	2.86            	0.2084        	0.09021      	0.4613       	--           	0            	1.136        	0.2529       	0.441        	0.6939       	0.6939       	0.5221       	0.1838         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1176         	0.6939       	1.95          	1.814        	2.86            	0.2084        	0.09021      	0.4613       	--           	0            	1.136        	0.2529       	0.441        	0.6939       	0.6939       	0.5221       	0.1838         	--             	--            
