                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.2048       	1             	0.8382       	3.362           	0.07599       	--           	0.1402       	0.2893       	0            	1.064        	0.06418      	0.1406       	0.2048       	0.2048       	0.4768       	0.4791         	--             	--            
FirstTries                            	8382         	0.2491       	1             	1            	4.011           	0.08583       	0.06083      	0.1672       	0.2893       	0            	1.081        	0.0814       	0.1677       	0.2491       	0.2491       	0.5688       	0.4791         	0.5679         	0.5679        
SomeoneTries                          	8382         	0.2491       	1             	1            	4.011           	0.08583       	0.06083      	0.1672       	0.2893       	0            	1.081        	0.0814       	0.1677       	0.2491       	0.2491       	0.5688       	0.4791         	0.5679         	0.5679        
NooneTries                            	1618         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.4791         	--             	--            
InventionOccurs                       	4768         	0.5029       	1             	1            	4.741           	0.08601       	0.06101      	0.294        	0.2893       	0            	1.208        	0.208        	0.2949       	0.5029       	0.5029       	1            	0.4791         	0.6121         	0.6121        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	4762         	0.5036       	1             	1            	4.741           	0.08605       	0.06105      	0.2944       	0.2896       	0            	1.208        	0.2083       	0.2953       	0.5036       	0.5036       	1            	0.4791         	0.6122         	0.6122        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	4762         	0.5036       	1             	1            	4.741           	0.08605       	0.06105      	0.2944       	0.2896       	0            	1.208        	0.2083       	0.2953       	0.5036       	0.5036       	1            	0.4791         	0.6122         	0.6122        
AllHighValue                          	1962         	0.4594       	1             	1            	5.059           	0.1107        	0.08567      	0.2785       	0.4272       	0            	1.168        	0.1678       	0.2916       	0.4594       	0.4594       	0.6315       	0.4791         	0.6322         	0.6322        
FirstTriesHighValue                   	1962         	0.4594       	1             	1            	5.059           	0.1107        	0.08567      	0.2785       	0.4272       	0            	1.168        	0.1678       	0.2916       	0.4594       	0.4594       	0.6315       	0.4791         	0.6322         	0.6322        
SomeoneTriesHighValue                 	1962         	0.4594       	1             	1            	5.059           	0.1107        	0.08567      	0.2785       	0.4272       	0            	1.168        	0.1678       	0.2916       	0.4594       	0.4594       	0.6315       	0.4791         	0.6322         	0.6322        
NooneTriesHighValue                   	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1239         	0.7934       	1             	1            	5.711           	0.1094        	0.08437      	0.441        	0.4272       	0            	1.332        	0.3317       	0.4617       	0.7934       	0.7934       	1            	0.4791         	0.671          	0.671         
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1239         	0.7934       	1             	1            	5.711           	0.1094        	0.08437      	0.441        	0.4272       	0            	1.332        	0.3317       	0.4617       	0.7934       	0.7934       	1            	0.4791         	0.671          	0.671         
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1239         	0.7934       	1             	1            	5.711           	0.1094        	0.08437      	0.441        	0.4272       	0            	1.332        	0.3317       	0.4617       	0.7934       	0.7934       	1            	0.4791         	0.671          	0.671         
