                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.2476       	10            	4.708        	1.387           	0.6226        	--           	0.1996       	--           	0            	1.005        	0.04589      	0.2017       	0.2476       	0.2476       	0.0672       	0.06767        	--             	--            
FirstTries                            	4700         	0.2065       	10            	8.263        	2.952           	0.8964        	0.07917      	0.3217       	--           	0            	0.988        	-0.1195      	0.326        	0.2065       	0.2065       	0.143        	0.06767        	--             	--            
SomeoneTries                          	7270         	0.2514       	10            	6.476        	1.908           	0.7625        	0.07997      	0.2746       	--           	0            	0.9974       	-0.02606     	0.2774       	0.2514       	0.2514       	0.09243      	0.06767        	--             	--            
NooneTries                            	2730         	0.2375       	10            	0            	0               	0.25          	--           	0            	--           	0            	1.024        	0.2375       	0            	0.2375       	0.2375       	0            	0.06767        	--             	--            
InventionOccurs                       	6313         	0.281        	10            	7.151        	2.161           	0.814         	0.07996      	0.3162       	--           	0            	0.9962       	-0.03849     	0.3195       	0.281        	0.281        	0.1064       	0.06767        	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	6313         	0.281        	10            	7.151        	2.161           	0.814         	0.07996      	0.3162       	--           	0            	0.9962       	-0.03849     	0.3195       	0.281        	0.281        	0.1064       	0.06767        	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	6313         	0.281        	10            	7.151        	2.161           	0.814         	0.07996      	0.3162       	--           	0            	0.9962       	-0.03849     	0.3195       	0.281        	0.281        	0.1064       	0.06767        	--             	--            
AllHighValue                          	2005         	0.2381       	10            	8.06         	2.441           	1.063         	--           	0.4209       	--           	0            	0.9805       	-0.1952      	0.4333       	0.2381       	0.2381       	0.09975      	0.06767        	--             	--            
FirstTriesHighValue                   	1615         	0.1906       	10            	8.947        	3.03            	1.136         	0.101        	0.434        	--           	0            	0.9741       	-0.2588      	0.4494       	0.1906       	0.1906       	0.1238       	0.06767        	--             	--            
SomeoneTriesHighValue                 	1999         	0.2381       	10            	8.085        	2.448           	1.065         	0.104        	0.4222       	--           	0            	0.9804       	-0.1965      	0.4346       	0.2381       	0.2381       	0.1001       	0.06767        	--             	--            
NooneTriesHighValue                   	6            	0.2375       	10            	0            	0               	0.25          	--           	0            	--           	0            	1.024        	0.2375       	0            	0.2375       	0.2375       	0            	0.06767        	--             	--            
InventionOccursHighValue              	1903         	0.2613       	10            	8.305        	2.551           	1.084         	0.1033       	0.4434       	--           	0            	0.9805       	-0.1952      	0.4565       	0.2613       	0.2613       	0.1051       	0.06767        	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1903         	0.2613       	10            	8.305        	2.551           	1.084         	0.1033       	0.4434       	--           	0            	0.9805       	-0.1952      	0.4565       	0.2613       	0.2613       	0.1051       	0.06767        	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1903         	0.2613       	10            	8.305        	2.551           	1.084         	0.1033       	0.4434       	--           	0            	0.9805       	-0.1952      	0.4565       	0.2613       	0.2613       	0.1051       	0.06767        	--             	--            
