                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.2441       	2.942         	2.526        	0.9207          	0.2473        	--           	0.2444       	--           	0            	0.9998       	-0.002859    	0.2469       	0.2441       	0.2441       	0.3206       	0.3203         	--             	--            
FirstTries                            	8616         	0.2891       	2.942         	2.834        	1.069           	0.267         	0.06888      	0.2766       	--           	0            	1.004        	0.009606     	0.2795       	0.2891       	0.2891       	0.3721       	0.3203         	--             	--            
SomeoneTries                          	9244         	0.27         	2.943         	2.732        	0.996           	0.2615        	0.06989      	0.2644       	--           	0            	1.002        	0.0029       	0.2671       	0.27         	0.27         	0.3468       	0.3203         	--             	--            
NooneTries                            	756          	-0.07328     	2.931         	0            	0               	0.07328       	--           	0            	--           	0            	0.975        	-0.07328     	0            	-0.07328     	-0.07328     	0            	0.3203         	--             	--            
InventionOccurs                       	9200         	0.2722       	2.943         	2.74         	0.998           	0.2619        	0.06983      	0.2657       	--           	0            	1.002        	0.003748     	0.2684       	0.2722       	0.2722       	0.3485       	0.3203         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	9200         	0.2722       	2.943         	2.74         	0.998           	0.2619        	0.06983      	0.2657       	--           	0            	1.002        	0.003748     	0.2684       	0.2722       	0.2722       	0.3485       	0.3203         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	9200         	0.2722       	2.943         	2.74         	0.998           	0.2619        	0.06983      	0.2657       	--           	0            	1.002        	0.003748     	0.2684       	0.2722       	0.2722       	0.3485       	0.3203         	--             	--            
AllHighValue                          	1966         	0.6043       	2.936         	2.936        	1.104           	0.2973        	0.07628      	0.4397       	0.4284       	0            	1.05         	0.1424       	0.4619       	0.6043       	0.6043       	0.3581       	0.3203         	0.3438         	0.9997        
FirstTriesHighValue                   	1966         	0.6043       	2.936         	2.936        	1.104           	0.2973        	0.07628      	0.4397       	0.4284       	0            	1.05         	0.1424       	0.4619       	0.6043       	0.6043       	0.3581       	0.3203         	0.3438         	0.9997        
SomeoneTriesHighValue                 	1966         	0.6043       	2.936         	2.936        	1.104           	0.2973        	0.07628      	0.4397       	0.4284       	0            	1.05         	0.1424       	0.4619       	0.6043       	0.6043       	0.3581       	0.3203         	0.3438         	0.9997        
NooneTriesHighValue                   	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1966         	0.6043       	2.936         	2.936        	1.104           	0.2973        	0.07628      	0.4397       	0.4284       	0            	1.05         	0.1424       	0.4619       	0.6043       	0.6043       	0.3581       	0.3203         	0.3438         	0.9997        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1966         	0.6043       	2.936         	2.936        	1.104           	0.2973        	0.07628      	0.4397       	0.4284       	0            	1.05         	0.1424       	0.4619       	0.6043       	0.6043       	0.3581       	0.3203         	0.3438         	0.9997        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1966         	0.6043       	2.936         	2.936        	1.104           	0.2973        	0.07628      	0.4397       	0.4284       	0            	1.05         	0.1424       	0.4619       	0.6043       	0.6043       	0.3581       	0.3203         	0.3438         	0.9997        
