                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09392      	1             	0.5127       	2.083           	0.09509       	--           	0.09745      	0.3558       	0            	1.002        	0.002364     	0.09156      	0.09392      	0.09392      	0.2893       	0.2901         	--             	--            
FirstTries                            	5127         	0.207        	1             	1            	4.064           	0.1617        	0.1367       	0.1901       	0.3558       	0            	1.028        	0.02837      	0.1786       	0.207        	0.207        	0.5643       	0.2901         	0.5726         	0.5726        
SomeoneTries                          	5127         	0.207        	1             	1            	4.064           	0.1617        	0.1367       	0.1901       	0.3558       	0            	1.028        	0.02837      	0.1786       	0.207        	0.207        	0.5643       	0.2901         	0.5726         	0.5726        
NooneTries                            	4873         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2901         	--             	--            
InventionOccurs                       	2893         	0.4928       	1             	1            	4.798           	0.1605        	0.1355       	0.3369       	0.3558       	0            	1.176        	0.1763       	0.3165       	0.4928       	0.4928       	1            	0.2901         	0.6174         	0.6174        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2825         	0.5085       	1             	1            	4.83            	0.1606        	0.1356       	0.345        	0.3554       	0            	1.184        	0.1844       	0.3241       	0.5085       	0.5085       	1            	0.2901         	0.6193         	0.6193        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2825         	0.5085       	1             	1            	4.83            	0.1606        	0.1356       	0.345        	0.3554       	0            	1.184        	0.1844       	0.3241       	0.5085       	0.5085       	1            	0.2901         	0.6193         	0.6193        
AllHighValue                          	2045         	0.2727       	1             	0.8645       	3.636           	0.1764        	--           	0.2111       	0.426        	0            	1.035        	0.03463      	0.2381       	0.2727       	0.2727       	0.4963       	0.2901         	--             	--            
FirstTriesHighValue                   	1768         	0.3194       	1             	1            	4.206           	0.2002        	0.1752       	0.2441       	0.426        	0            	1.044        	0.04398      	0.2754       	0.3194       	0.3194       	0.5741       	0.2901         	0.5802         	0.5802        
SomeoneTriesHighValue                 	1768         	0.3194       	1             	1            	4.206           	0.2002        	0.1752       	0.2441       	0.426        	0            	1.044        	0.04398      	0.2754       	0.3194       	0.3194       	0.5741       	0.2901         	0.5802         	0.5802        
NooneTriesHighValue                   	277          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2901         	--             	--            
InventionOccursHighValue              	1015         	0.7071       	1             	1            	5.004           	0.198         	0.173        	0.4253       	0.426        	0            	1.227        	0.2273       	0.4797       	0.7071       	0.7071       	1            	0.2901         	0.6288         	0.6288        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1015         	0.7071       	1             	1            	5.004           	0.198         	0.173        	0.4253       	0.426        	0            	1.227        	0.2273       	0.4797       	0.7071       	0.7071       	1            	0.2901         	0.6288         	0.6288        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1015         	0.7071       	1             	1            	5.004           	0.198         	0.173        	0.4253       	0.426        	0            	1.227        	0.2273       	0.4797       	0.7071       	0.7071       	1            	0.2901         	0.6288         	0.6288        
