                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.3756       	1             	0.8485       	0.8845          	0.0851        	--           	0.2298       	0.2804       	1.231E-05    	1.145        	0.1447       	0.2309       	0.3756       	0.3756       	0.8094       	0.8096         	--             	--            
FirstTries                            	8485         	0.4472       	1             	1            	1.042           	0.09584       	0.07084      	0.2709       	0.2804       	1.45E-05     	1.175        	0.175        	0.2722       	0.4472       	0.4472       	0.9539       	0.8096         	0.9511         	0.9511        
SomeoneTries                          	8485         	0.4472       	1             	1            	1.042           	0.09584       	0.07084      	0.2709       	0.2804       	1.45E-05     	1.175        	0.175        	0.2722       	0.4472       	0.4472       	0.9539       	0.8096         	0.9511         	0.9511        
NooneTries                            	1515         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.8096         	--             	--            
InventionOccurs                       	8094         	0.4734       	1             	1            	1.042           	0.0958        	0.0708       	0.2839       	0.2804       	1.52E-05     	1.188        	0.1881       	0.2853       	0.4734       	0.4734       	1            	0.8096         	0.9511         	0.9511        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	8088         	0.4738       	1             	1            	1.042           	0.0958        	0.0708       	0.2841       	0.2806       	0            	1.188        	0.1883       	0.2855       	0.4738       	0.4738       	1            	0.8096         	0.9511         	0.9511        
IntentionalInfringement               	1            	-0.1168      	1             	1            	1.009           	0.2167        	0.1917       	0.1231       	0.1231       	0.1231       	0.8064       	-0.1936      	0.07685      	-0.1168      	-0.1168      	1            	0.8096         	0.9505         	0.9505        
InventionUsed                         	8089         	0.4738       	1             	1            	1.042           	0.09582       	0.07082      	0.2841       	0.2806       	1.521E-05    	1.188        	0.1883       	0.2855       	0.4738       	0.4738       	1            	0.8096         	0.9511         	0.9511        
AllHighValue                          	2103         	0.7581       	1             	1            	1.066           	0.1017        	0.07666      	0.4195       	0.4258       	0            	1.318        	0.3178       	0.4403       	0.7581       	0.7581       	0.9567       	0.8096         	0.9515         	0.9515        
FirstTriesHighValue                   	2103         	0.7581       	1             	1            	1.066           	0.1017        	0.07666      	0.4195       	0.4258       	0            	1.318        	0.3178       	0.4403       	0.7581       	0.7581       	0.9567       	0.8096         	0.9515         	0.9515        
SomeoneTriesHighValue                 	2103         	0.7581       	1             	1            	1.066           	0.1017        	0.07666      	0.4195       	0.4258       	0            	1.318        	0.3178       	0.4403       	0.7581       	0.7581       	0.9567       	0.8096         	0.9515         	0.9515        
NooneTriesHighValue                   	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	2012         	0.7967       	1             	1            	1.064           	0.1019        	0.07693      	0.4384       	0.4258       	0            	1.337        	0.3365       	0.4602       	0.7967       	0.7967       	1            	0.8096         	0.9514         	0.9514        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	2012         	0.7967       	1             	1            	1.064           	0.1019        	0.07693      	0.4384       	0.4258       	0            	1.337        	0.3365       	0.4602       	0.7967       	0.7967       	1            	0.8096         	0.9514         	0.9514        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	2012         	0.7967       	1             	1            	1.064           	0.1019        	0.07693      	0.4384       	0.4258       	0            	1.337        	0.3365       	0.4602       	0.7967       	0.7967       	1            	0.8096         	0.9514         	0.9514        
