                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09547      	1.332         	0.662        	2.214           	0.1413        	--           	0.1329       	--           	0            	0.9998       	-0.008339    	0.1038       	0.09547      	0.09547      	0.2706       	0.2709         	--             	--            
FirstTries                            	4971         	0.2211       	1.334         	1.283        	4.455           	0.2442        	0.1634       	0.262        	--           	0            	1.025        	0.0177       	0.2034       	0.2211       	0.2211       	0.5444       	0.2709         	--             	--            
SomeoneTries                          	5212         	0.2129       	1.365         	1.27         	4.249           	0.2413        	0.1619       	0.255        	--           	0            	1.023        	0.01377      	0.1992       	0.2129       	0.2129       	0.5192       	0.2709         	--             	--            
NooneTries                            	4788         	-0.03241     	1.296         	0            	0               	0.03241       	--           	0            	--           	0            	0.975        	-0.03241     	0            	-0.03241     	-0.03241     	0            	0.2709         	--             	--            
InventionOccurs                       	3393         	0.4409       	1.417         	1.348        	4.893           	0.2568        	0.1633       	0.3918       	--           	0            	1.129        	0.135        	0.306        	0.4409       	0.4409       	0.7975       	0.2709         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3387         	0.4421       	1.417         	1.348        	4.897           	0.2569        	0.1634       	0.3925       	--           	0            	1.129        	0.1356       	0.3065       	0.4421       	0.4421       	0.7978       	0.2709         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3387         	0.4421       	1.417         	1.348        	4.897           	0.2569        	0.1634       	0.3925       	--           	0            	1.129        	0.1356       	0.3065       	0.4421       	0.4421       	0.7978       	0.2709         	--             	--            
AllHighValue                          	1970         	0.2872       	1.328         	1.294        	4.501           	0.3085        	--           	0.3268       	--           	0            	1.028        	0.0183       	0.2688       	0.2872       	0.2872       	0.531        	0.2709         	--             	--            
FirstTriesHighValue                   	1922         	0.2949       	1.326         	1.318        	4.613           	0.3137        	0.2128       	0.334        	--           	0            	1.03         	0.02028      	0.2746       	0.2949       	0.2949       	0.5442       	0.2709         	--             	--            
SomeoneTriesHighValue                 	1937         	0.2925       	1.331         	1.316        	4.577           	0.3132        	0.2127       	0.3323       	--           	0            	1.029        	0.01909      	0.2734       	0.2925       	0.2925       	0.54         	0.2709         	--             	--            
NooneTriesHighValue                   	33           	-0.02803     	1.121         	0            	0               	0.02803       	--           	0            	--           	0            	0.975        	-0.02803     	0            	-0.02803     	-0.02803     	0            	0.2709         	--             	--            
InventionOccursHighValue              	1301         	0.5695       	1.4           	1.393        	5.228           	0.3323        	0.2137       	0.4948       	--           	0            	1.157        	0.1624       	0.4071       	0.5695       	0.5695       	0.804        	0.2709         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1301         	0.5695       	1.4           	1.393        	5.228           	0.3323        	0.2137       	0.4948       	--           	0            	1.157        	0.1624       	0.4071       	0.5695       	0.5695       	0.804        	0.2709         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1301         	0.5695       	1.4           	1.393        	5.228           	0.3323        	0.2137       	0.4948       	--           	0            	1.157        	0.1624       	0.4071       	0.5695       	0.5695       	0.804        	0.2709         	--             	--            
