                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.1679       	3.963         	1.979        	1.995           	0.3655        	--           	0.1798       	--           	0            	0.9986       	-0.005836    	0.1737       	0.1679       	0.1679       	0.1378       	0.1389         	--             	--            
FirstTries                            	5015         	0.2064       	3.961         	3.438        	3.979           	0.5749        	0.1344       	0.3121       	--           	0            	0.9765       	-0.09359     	0.3          	0.2064       	0.2064       	0.2748       	0.1389         	--             	--            
SomeoneTries                          	6593         	0.206        	3.964         	3.002        	3.027           	0.5031        	0.1268       	0.2726       	--           	0            	0.9856       	-0.05747     	0.2635       	0.206        	0.206        	0.209        	0.1389         	--             	--            
NooneTries                            	3407         	0.09408      	3.961         	0            	0               	0.09903       	--           	0            	--           	0            	1.024        	0.09408      	0            	0.09408      	0.09408      	0            	0.1389         	--             	--            
InventionOccurs                       	5350         	0.2829       	3.965         	3.283        	3.526           	0.5485        	0.1318       	0.336        	--           	0            	0.9896       	-0.04173     	0.3247       	0.2829       	0.2829       	0.2576       	0.1389         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	5347         	0.2832       	3.965         	3.282        	3.525           	0.5486        	0.1318       	0.3362       	--           	0            	0.9896       	-0.04167     	0.3249       	0.2832       	0.2832       	0.2577       	0.1389         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	5347         	0.2832       	3.965         	3.282        	3.525           	0.5486        	0.1318       	0.3362       	--           	0            	0.9896       	-0.04167     	0.3249       	0.2832       	0.2832       	0.2577       	0.1389         	--             	--            
AllHighValue                          	1962         	0.2137       	3.965         	3.802        	4.123           	0.7858        	0.1804       	0.4265       	--           	0            	0.9497       	-0.2003      	0.414        	0.2137       	0.2137       	0.2396       	0.1389         	--             	--            
FirstTriesHighValue                   	1886         	0.2107       	3.964         	3.854        	4.29            	0.7958        	0.1807       	0.4305       	--           	0            	0.9481       	-0.2069      	0.4176       	0.2107       	0.2107       	0.2492       	0.1389         	--             	--            
SomeoneTriesHighValue                 	1962         	0.2137       	3.965         	3.802        	4.123           	0.7858        	0.1804       	0.4265       	--           	0            	0.9497       	-0.2003      	0.414        	0.2137       	0.2137       	0.2396       	0.1389         	--             	--            
NooneTriesHighValue                   	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1829         	0.2677       	3.966         	3.833        	4.31            	0.7926        	0.1808       	0.4575       	--           	0            	0.9558       	-0.1764      	0.4442       	0.2677       	0.2677       	0.257        	0.1389         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1829         	0.2677       	3.966         	3.833        	4.31            	0.7926        	0.1808       	0.4575       	--           	0            	0.9558       	-0.1764      	0.4442       	0.2677       	0.2677       	0.257        	0.1389         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1829         	0.2677       	3.966         	3.833        	4.31            	0.7926        	0.1808       	0.4575       	--           	0            	0.9558       	-0.1764      	0.4442       	0.2677       	0.2677       	0.257        	0.1389         	--             	--            
