                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.109        	1.768         	0.8548       	1.378           	0.1125        	--           	0.1108       	--           	0            	1.001        	-0.001728    	0.1108       	0.109        	0.109        	0.1971       	0.1985         	--             	--            
FirstTries                            	4810         	0.2543       	1.771         	1.623        	2.864           	0.1736        	0.07989      	0.2139       	--           	0            	1.027        	0.04032      	0.2139       	0.2543       	0.2543       	0.4098       	0.1985         	--             	--            
SomeoneTries                          	5550         	0.2311       	1.801         	1.54         	2.482           	0.1681        	0.08023      	0.1996       	--           	0            	1.022        	0.03147      	0.1996       	0.2311       	0.2311       	0.3551       	0.1985         	--             	--            
NooneTries                            	4450         	-0.04313     	1.725         	0            	0               	0.04313       	--           	0            	--           	0            	0.975        	-0.04313     	0            	-0.04313     	-0.04313     	0            	0.1985         	--             	--            
InventionOccurs                       	3419         	0.4735       	1.837         	1.662        	3.068           	0.1745        	0.07767      	0.324        	--           	0            	1.093        	0.1495       	0.324        	0.4735       	0.4735       	0.5765       	0.1985         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3419         	0.4735       	1.837         	1.662        	3.068           	0.1745        	0.07767      	0.324        	--           	0            	1.093        	0.1495       	0.324        	0.4735       	0.4735       	0.5765       	0.1985         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3419         	0.4735       	1.837         	1.662        	3.068           	0.1745        	0.07767      	0.324        	--           	0            	1.093        	0.1495       	0.324        	0.4735       	0.4735       	0.5765       	0.1985         	--             	--            
AllHighValue                          	1964         	0.3294       	1.767         	1.524        	2.492           	0.2006        	--           	0.265        	--           	0            	1.04         	0.06441      	0.265        	0.3294       	0.3294       	0.3355       	0.1985         	--             	--            
FirstTriesHighValue                   	1677         	0.377        	1.778         	1.714        	2.919           	0.2187        	0.1028       	0.2979       	--           	0            	1.05         	0.07914      	0.2979       	0.377        	0.377        	0.393        	0.1985         	--             	--            
SomeoneTriesHighValue                 	1795         	0.3639       	1.792         	1.667        	2.727           	0.2159        	0.1043       	0.2899       	--           	0            	1.047        	0.07401      	0.2899       	0.3639       	0.3639       	0.3671       	0.1985         	--             	--            
NooneTriesHighValue                   	169          	-0.03757     	1.503         	0            	0               	0.03757       	--           	0            	--           	0            	0.975        	-0.03757     	0            	-0.03757     	-0.03757     	0            	0.1985         	--             	--            
InventionOccursHighValue              	1152         	0.6835       	1.841         	1.764        	3.345           	0.22          	0.09985      	0.4517       	--           	0            	1.142        	0.2317       	0.4517       	0.6835       	0.6835       	0.572        	0.1985         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1152         	0.6835       	1.841         	1.764        	3.345           	0.22          	0.09985      	0.4517       	--           	0            	1.142        	0.2317       	0.4517       	0.6835       	0.6835       	0.572        	0.1985         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1152         	0.6835       	1.841         	1.764        	3.345           	0.22          	0.09985      	0.4517       	--           	0            	1.142        	0.2317       	0.4517       	0.6835       	0.6835       	0.572        	0.1985         	--             	--            
