                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	-0.009022    	1             	0.1633       	0.3884          	0.02971       	--           	0.01034      	1.085        	0            	0.9806       	-0.01937     	0.01034      	-0.009022    	-0.009022    	0.0302       	0.0304         	--             	--            
FirstTries                            	1633         	0.07284      	1             	1            	2.378           	0.05384       	0.02884      	0.06334      	1.085        	0            	1.01         	0.009502     	0.06334      	0.07284      	0.07284      	0.1849       	0.0304         	0.1837         	0.1837        
SomeoneTries                          	1633         	0.07284      	1             	1            	2.378           	0.05384       	0.02884      	0.06334      	1.085        	0            	1.01         	0.009502     	0.06334      	0.07284      	0.07284      	0.1849       	0.0304         	0.1837         	0.1837        
NooneTries                            	8367         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.0304         	--             	--            
InventionOccurs                       	302          	0.631        	1             	1            	2.516           	0.054         	0.029        	0.3425       	1.085        	0            	1.289        	0.2885       	0.3425       	0.631        	0.631        	1            	0.0304         	0.1863         	0.1863        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	302          	0.631        	1             	1            	2.516           	0.054         	0.029        	0.3425       	1.085        	0            	1.289        	0.2885       	0.3425       	0.631        	0.631        	1            	0.0304         	0.1863         	0.1863        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	302          	0.631        	1             	1            	2.516           	0.054         	0.029        	0.3425       	1.085        	0            	1.289        	0.2885       	0.3425       	0.631        	0.631        	1            	0.0304         	0.1863         	0.1863        
AllHighValue                          	1983         	0.01175      	1             	0.297        	0.769           	0.03598       	--           	0.02386      	1.128        	0            	0.9879       	-0.01211     	0.02386      	0.01175      	0.01175      	0.05295      	0.0304         	--             	--            
FirstTriesHighValue                   	589          	0.09873      	1             	1            	2.589           	0.06196       	0.03696      	0.08035      	1.128        	0            	1.018        	0.01839      	0.08035      	0.09873      	0.09873      	0.1783       	0.0304         	0.1871         	0.1871        
SomeoneTriesHighValue                 	589          	0.09873      	1             	1            	2.589           	0.06196       	0.03696      	0.08035      	1.128        	0            	1.018        	0.01839      	0.08035      	0.09873      	0.09873      	0.1783       	0.0304         	0.1871         	0.1871        
NooneTriesHighValue                   	1394         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.0304         	--             	--            
InventionOccursHighValue              	105          	0.8391       	1             	1            	2.946           	0.06228       	0.03728      	0.4507       	1.128        	0            	1.388        	0.3884       	0.4507       	0.8391       	0.8391       	1            	0.0304         	0.1938         	0.1938        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	105          	0.8391       	1             	1            	2.946           	0.06228       	0.03728      	0.4507       	1.128        	0            	1.388        	0.3884       	0.4507       	0.8391       	0.8391       	1            	0.0304         	0.1938         	0.1938        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	105          	0.8391       	1             	1            	2.946           	0.06228       	0.03728      	0.4507       	1.128        	0            	1.388        	0.3884       	0.4507       	0.8391       	0.8391       	1            	0.0304         	0.1938         	0.1938        
