                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.223        	1.003         	0.2784       	2.117           	0.08349       	--           	0.07864      	--           	0            	0.9952       	-0.004853    	0.07458      	0.06973      	0.223        	0.2197       	0.2204         	--             	--            
FirstTries                            	2777         	0.8681       	1.003         	1.003        	7.624           	0.2354        	0.2098       	0.2832       	--           	0            	1.048        	0.04777      	0.2686       	0.3163       	0.8681       	0.7911       	0.2204         	--             	--            
SomeoneTries                          	2777         	0.8681       	1.003         	1.003        	7.624           	0.2354        	0.2098       	0.2832       	--           	0            	1.048        	0.04777      	0.2686       	0.3163       	0.8681       	0.7911       	0.2204         	--             	--            
NooneTries                            	7223         	-0.02508     	1.003         	0            	0               	0.02508       	--           	0            	--           	0            	0.975        	-0.02508     	0            	-0.02508     	-0.02508     	0            	0.2204         	--             	--            
InventionOccurs                       	2199         	1.161        	1.004         	1.003        	7.657           	0.2322        	0.2064       	0.3576       	--           	0            	1.126        	0.1254       	0.3392       	0.4646       	1.161        	0.9991       	0.2204         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2199         	1.161        	1.004         	1.003        	7.657           	0.2322        	0.2064       	0.3576       	--           	0            	1.126        	0.1254       	0.3392       	0.4646       	1.161        	0.9991       	0.2204         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2199         	1.161        	1.004         	1.003        	7.657           	0.2322        	0.2064       	0.3576       	--           	0            	1.126        	0.1254       	0.3392       	0.4646       	1.161        	0.9991       	0.2204         	--             	--            
AllHighValue                          	2003         	0.6198       	1.003         	0.5527       	4.135           	0.1747        	--           	0.1961       	0.5074       	0            	1.022        	0.02142      	0.2011       	0.2225       	0.6198       	0.4408       	0.2204         	--             	--            
FirstTriesHighValue                   	1102         	1.147        	1.005         	1.005        	7.515           	0.297         	0.2708       	0.3565       	0.5074       	0            	1.06         	0.05942      	0.3655       	0.425        	1.147        	0.8013       	0.2204         	0.776          	0.7782        
SomeoneTriesHighValue                 	1102         	1.147        	1.005         	1.005        	7.515           	0.297         	0.2708       	0.3565       	0.5074       	0            	1.06         	0.05942      	0.3655       	0.425        	1.147        	0.8013       	0.2204         	0.776          	0.7782        
NooneTriesHighValue                   	901          	-0.02506     	1.002         	0            	0               	0.02506       	--           	0            	--           	0            	0.975        	-0.02506     	0            	-0.02506     	-0.02506     	0            	0.2204         	--             	--            
InventionOccursHighValue              	884          	1.509        	1.006         	1.006        	7.549           	0.2907        	0.2642       	0.4444       	0.5074       	0            	1.154        	0.1536       	0.4557       	0.6093       	1.509        	0.9989       	0.2204         	0.7774         	0.7801        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	884          	1.509        	1.006         	1.006        	7.549           	0.2907        	0.2642       	0.4444       	0.5074       	0            	1.154        	0.1536       	0.4557       	0.6093       	1.509        	0.9989       	0.2204         	0.7774         	0.7801        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	884          	1.509        	1.006         	1.006        	7.549           	0.2907        	0.2642       	0.4444       	0.5074       	0            	1.154        	0.1536       	0.4557       	0.6093       	1.509        	0.9989       	0.2204         	0.7774         	0.7801        
