                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.09305      	1             	0.5065       	1.395           	0.06302       	--           	0.08215      	0.8517       	0            	1.019        	0.01913      	0.07392      	0.09305      	0.09305      	0.2448       	0.2456         	--             	--            
FirstTries                            	5065         	0.2081       	1             	1            	2.755           	0.1001        	0.07506      	0.1622       	0.8517       	0            	1.062        	0.06213      	0.1459       	0.2081       	0.2081       	0.4833       	0.2456         	0.4861         	0.4861        
SomeoneTries                          	5065         	0.2081       	1             	1            	2.755           	0.1001        	0.07506      	0.1622       	0.8517       	0            	1.062        	0.06213      	0.1459       	0.2081       	0.2081       	0.4833       	0.2456         	0.4861         	0.4861        
NooneTries                            	4935         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2456         	--             	--            
InventionOccurs                       	2448         	0.5406       	1             	1            	3.446           	0.09689       	0.07189      	0.3356       	0.8517       	0            	1.239        	0.2387       	0.302        	0.5406       	0.5406       	1            	0.2456         	0.5286         	0.5286        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2447         	0.5409       	1             	1            	3.443           	0.0969        	0.0719       	0.3357       	0.8518       	0            	1.239        	0.2388       	0.3021       	0.5409       	0.5409       	1            	0.2456         	0.5285         	0.5285        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2447         	0.5409       	1             	1            	3.443           	0.0969        	0.0719       	0.3357       	0.8518       	0            	1.239        	0.2388       	0.3021       	0.5409       	0.5409       	1            	0.2456         	0.5285         	0.5285        
AllHighValue                          	1973         	0.2459       	1             	0.8018       	2.248           	0.1023        	--           	0.1859       	0.9912       	0            	1.084        	0.0836       	0.1623       	0.2459       	0.2459       	0.3862       	0.2456         	--             	--            
FirstTriesHighValue                   	1582         	0.3129       	1             	1            	2.803           	0.1215        	0.09646      	0.2319       	0.9912       	0            	1.11         	0.1104       	0.2024       	0.3129       	0.3129       	0.4817       	0.2456         	0.488          	0.488         
SomeoneTriesHighValue                 	1582         	0.3129       	1             	1            	2.803           	0.1215        	0.09646      	0.2319       	0.9912       	0            	1.11         	0.1104       	0.2024       	0.3129       	0.3129       	0.4817       	0.2456         	0.488          	0.488         
NooneTriesHighValue                   	391          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2456         	--             	--            
InventionOccursHighValue              	762          	0.7848       	1             	1            	3.602           	0.1169        	0.09188      	0.4815       	0.9912       	0            	1.365        	0.3646       	0.4202       	0.7848       	0.7848       	1            	0.2456         	0.5359         	0.5359        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	762          	0.7848       	1             	1            	3.602           	0.1169        	0.09188      	0.4815       	0.9912       	0            	1.365        	0.3646       	0.4202       	0.7848       	0.7848       	1            	0.2456         	0.5359         	0.5359        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	762          	0.7848       	1             	1            	3.602           	0.1169        	0.09188      	0.4815       	0.9912       	0            	1.365        	0.3646       	0.4202       	0.7848       	0.7848       	1            	0.2456         	0.5359         	0.5359        
