                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.0911       	1             	0.4228       	2.062           	0.09073       	--           	0.09596      	0.38         	0            	1.005        	0.005224     	0.08587      	0.0911       	0.0911       	0.2628       	0.2643         	--             	--            
FirstTries                            	4228         	0.2496       	1             	1            	4.878           	0.1805        	0.1555       	0.227        	0.38         	0            	1.046        	0.04649      	0.2031       	0.2496       	0.2496       	0.6216       	0.2643         	0.6251         	0.6251        
SomeoneTries                          	4228         	0.2496       	1             	1            	4.878           	0.1805        	0.1555       	0.227        	0.38         	0            	1.046        	0.04649      	0.2031       	0.2496       	0.2496       	0.6216       	0.2643         	0.6251         	0.6251        
NooneTries                            	5772         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2643         	--             	--            
InventionOccurs                       	2628         	0.5176       	1             	1            	5.34            	0.1743        	0.1493       	0.3651       	0.38         	0            	1.191        	0.1908       	0.3268       	0.5176       	0.5176       	1            	0.2643         	0.6527         	0.6527        
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2627         	0.5179       	1             	1            	5.341           	0.1743        	0.1493       	0.3653       	0.38         	0            	1.191        	0.191        	0.3269       	0.5179       	0.5179       	1            	0.2643         	0.6527         	0.6527        
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2627         	0.5179       	1             	1            	5.341           	0.1743        	0.1493       	0.3653       	0.38         	0            	1.191        	0.191        	0.3269       	0.5179       	0.5179       	1            	0.2643         	0.6527         	0.6527        
AllHighValue                          	2034         	0.2686       	1             	0.8446       	3.838           	0.1826        	--           	0.2226       	0.447        	0            	1.04         	0.04006      	0.2285       	0.2686       	0.2686       	0.4995       	0.2643         	--             	--            
FirstTriesHighValue                   	1718         	0.3226       	1             	1            	4.544           	0.2115        	0.1865       	0.2636       	0.447        	0            	1.052        	0.05203      	0.2706       	0.3226       	0.3226       	0.5914       	0.2643         	0.6036         	0.6036        
SomeoneTriesHighValue                 	1718         	0.3226       	1             	1            	4.544           	0.2115        	0.1865       	0.2636       	0.447        	0            	1.052        	0.05203      	0.2706       	0.3226       	0.3226       	0.5914       	0.2643         	0.6036         	0.6036        
NooneTriesHighValue                   	316          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.2643         	--             	--            
InventionOccursHighValue              	1016         	0.696        	1             	1            	5.116           	0.2072        	0.1822       	0.4457       	0.447        	0            	1.238        	0.2385       	0.4575       	0.696        	0.696        	1            	0.2643         	0.6377         	0.6377        
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1016         	0.696        	1             	1            	5.116           	0.2072        	0.1822       	0.4457       	0.447        	0            	1.238        	0.2385       	0.4575       	0.696        	0.696        	1            	0.2643         	0.6377         	0.6377        
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1016         	0.696        	1             	1            	5.116           	0.2072        	0.1822       	0.4457       	0.447        	0            	1.238        	0.2385       	0.4575       	0.696        	0.696        	1            	0.2643         	0.6377         	0.6377        
