                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.2025       	1.169         	0.9772       	3.146           	0.2623        	--           	0.2447       	--           	0            	1.001        	-0.01763     	0.2201       	0.2025       	0.2025       	0.7463       	0.747          	--             	--            
FirstTries                            	8373         	0.2463       	1.167         	1.156        	3.757           	0.3063        	0.2398       	0.291        	--           	0            	1.005        	-0.01534     	0.2617       	0.2463       	0.2463       	0.8913       	0.747          	--             	--            
SomeoneTries                          	8463         	0.2444       	1.176         	1.155        	3.717           	0.3048        	0.2385       	0.2891       	--           	0            	1.005        	-0.01571     	0.2601       	0.2444       	0.2444       	0.8818       	0.747          	--             	--            
NooneTries                            	1537         	-0.02824     	1.129         	0            	0               	0.02824       	--           	0            	--           	0            	0.975        	-0.02824     	0            	-0.02824     	-0.02824     	0            	0.747          	--             	--            
InventionOccurs                       	8226         	0.2582       	1.18          	1.159        	3.742           	0.3068        	0.2393       	0.2974       	--           	0            	1.012        	-0.009404    	0.2676       	0.2582       	0.2582       	0.9072       	0.747          	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	8221         	0.2585       	1.18          	1.159        	3.742           	0.3069        	0.2394       	0.2976       	--           	0            	1.012        	-0.009262    	0.2678       	0.2585       	0.2585       	0.9073       	0.747          	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	8221         	0.2585       	1.18          	1.159        	3.742           	0.3069        	0.2394       	0.2976       	--           	0            	1.012        	-0.009262    	0.2678       	0.2585       	0.2585       	0.9073       	0.747          	--             	--            
AllHighValue                          	1983         	0.3881       	1.157         	1.155        	5.874           	0.4872        	--           	0.4678       	0.5538       	0            	1.011        	-0.01947     	0.4076       	0.3881       	0.3881       	0.8926       	0.747          	--             	--            
FirstTriesHighValue                   	1980         	0.3888       	1.157         	1.157        	5.883           	0.4879        	0.4005       	0.4685       	0.5538       	0            	1.012        	-0.01946     	0.4082       	0.3888       	0.3888       	0.8939       	0.747          	0.9013         	0.9798        
SomeoneTriesHighValue                 	1980         	0.3888       	1.157         	1.157        	5.883           	0.4879        	0.4005       	0.4685       	0.5538       	0            	1.012        	-0.01946     	0.4082       	0.3888       	0.3888       	0.8939       	0.747          	0.9013         	0.9798        
NooneTriesHighValue                   	3            	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.747          	--             	--            
InventionOccursHighValue              	1928         	0.4098       	1.161         	1.161        	5.915           	0.4906        	0.4014       	0.4811       	0.5538       	0            	1.022        	-0.009437    	0.4192       	0.4098       	0.4098       	0.918        	0.747          	0.8994         	0.98          
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1928         	0.4098       	1.161         	1.161        	5.915           	0.4906        	0.4014       	0.4811       	0.5538       	0            	1.022        	-0.009437    	0.4192       	0.4098       	0.4098       	0.918        	0.747          	0.8994         	0.98          
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1928         	0.4098       	1.161         	1.161        	5.915           	0.4906        	0.4014       	0.4811       	0.5538       	0            	1.022        	-0.009437    	0.4192       	0.4098       	0.4098       	0.918        	0.747          	0.8994         	0.98          
