                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.08928      	1.276         	0.5555       	2.151           	0.114         	--           	0.1085       	--           	0            	0.9998       	-0.005448    	0.09473      	0.08928      	0.08928      	0.2534       	0.2552         	--             	--            
FirstTries                            	4341         	0.2383       	1.278         	1.217        	4.956           	0.2119        	0.1478       	0.241        	--           	0            	1.032        	0.02911      	0.2092       	0.2383       	0.2383       	0.5837       	0.2552         	--             	--            
SomeoneTries                          	4613         	0.2297       	1.32          	1.204        	4.663           	0.2109        	0.1476       	0.2353       	--           	0            	1.029        	0.02436      	0.2054       	0.2297       	0.2297       	0.5493       	0.2552         	--             	--            
NooneTries                            	5387         	-0.03097     	1.239         	0            	0               	0.03097       	--           	0            	--           	0            	0.975        	-0.03097     	0            	-0.03097     	-0.03097     	0            	0.2552         	--             	--            
InventionOccurs                       	3083         	0.4449       	1.354         	1.261        	5.17            	0.2144        	0.1428       	0.352        	--           	0            	1.127        	0.1377       	0.3073       	0.4449       	0.4449       	0.8219       	0.2552         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3081         	0.4454       	1.354         	1.261        	5.17            	0.2143        	0.1428       	0.3523       	--           	0            	1.127        	0.1379       	0.3075       	0.4454       	0.4454       	0.8218       	0.2552         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3081         	0.4454       	1.354         	1.261        	5.17            	0.2143        	0.1428       	0.3523       	--           	0            	1.127        	0.1379       	0.3075       	0.4454       	0.4454       	0.8218       	0.2552         	--             	--            
AllHighValue                          	1915         	0.2599       	1.28          	1.008        	3.791           	0.2226        	--           	0.2482       	--           	0            	1.027        	0.0256       	0.2343       	0.2599       	0.2599       	0.4392       	0.2552         	--             	--            
FirstTriesHighValue                   	1508         	0.3343       	1.286         	1.251        	4.814           	0.2685        	0.1897       	0.3102       	--           	0            	1.042        	0.04175      	0.2926       	0.3343       	0.3343       	0.5577       	0.2552         	--             	--            
SomeoneTriesHighValue                 	1551         	0.3278       	1.306         	1.244        	4.68            	0.268         	0.19         	0.3065       	--           	0            	1.04         	0.0385       	0.2893       	0.3278       	0.3278       	0.5422       	0.2552         	--             	--            
NooneTriesHighValue                   	364          	-0.02933     	1.173         	0            	0               	0.02933       	--           	0            	--           	0            	0.975        	-0.02933     	0            	-0.02933     	-0.02933     	0            	0.2552         	--             	--            
InventionOccursHighValue              	1023         	0.6292       	1.35          	1.311        	5.297           	0.2741        	0.1841       	0.4647       	--           	0            	1.172        	0.1906       	0.4386       	0.6292       	0.6292       	0.8221       	0.2552         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1023         	0.6292       	1.35          	1.311        	5.297           	0.2741        	0.1841       	0.4647       	--           	0            	1.172        	0.1906       	0.4386       	0.6292       	0.6292       	0.8221       	0.2552         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1023         	0.6292       	1.35          	1.311        	5.297           	0.2741        	0.1841       	0.4647       	--           	0            	1.172        	0.1906       	0.4386       	0.6292       	0.6292       	0.8221       	0.2552         	--             	--            
