                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	0.0816       	1.427         	0.6888       	1.452           	0.09566       	--           	0.08844      	--           	0            	1.001        	-0.007219    	0.08881      	0.0816       	0.0816       	0.2038       	0.2044         	--             	--            
FirstTries                            	4817         	0.196        	1.433         	1.351        	3.015           	0.1531        	0.08719      	0.1741       	--           	0            	1.027        	0.02106      	0.1749       	0.196        	0.196        	0.4231       	0.2044         	--             	--            
SomeoneTries                          	5198         	0.1888       	1.475         	1.325        	2.794           	0.1522        	0.08753      	0.1701       	--           	0            	1.024        	0.0179       	0.1709       	0.1888       	0.1888       	0.3921       	0.2044         	--             	--            
NooneTries                            	4802         	-0.03441     	1.376         	0            	0               	0.03441       	--           	0            	--           	0            	0.975        	-0.03441     	0            	-0.03441     	-0.03441     	0            	0.2044         	0              	0             
InventionOccurs                       	2672         	0.5126       	1.477         	1.353        	3.443           	0.1508        	0.08478      	0.331        	--           	0            	1.149        	0.1802       	0.3324       	0.5126       	0.5126       	0.7627       	0.2044         	--             	--            
InadvertentInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2672         	0.5126       	1.477         	1.353        	3.443           	0.1508        	0.08478      	0.331        	--           	0            	1.149        	0.1802       	0.3324       	0.5126       	0.5126       	0.7627       	0.2044         	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2672         	0.5126       	1.477         	1.353        	3.443           	0.1508        	0.08478      	0.331        	--           	0            	1.149        	0.1802       	0.3324       	0.5126       	0.5126       	0.7627       	0.2044         	--             	--            
AllHighValue                          	1971         	0.2479       	1.43          	1.215        	2.613           	0.1702        	--           	0.2044       	--           	0            	1.038        	0.03421      	0.2137       	0.2479       	0.2479       	0.3607       	0.2044         	--             	--            
FirstTriesHighValue                   	1674         	0.2881       	1.438         	1.388        	3.076           	0.189         	0.1109       	0.2331       	--           	0            	1.048        	0.04413      	0.244        	0.2881       	0.2881       	0.4247       	0.2044         	--             	--            
SomeoneTriesHighValue                 	1744         	0.284        	1.46          	1.373        	2.953           	0.1885        	0.1115       	0.231        	--           	0            	1.046        	0.04256      	0.2415       	0.284        	0.284        	0.4077       	0.2044         	--             	--            
NooneTriesHighValue                   	227          	-0.02996     	1.198         	0            	0               	0.02996       	--           	0            	--           	0            	0.975        	-0.02996     	0            	-0.02996     	-0.02996     	0            	0.2044         	0              	0             
InventionOccursHighValue              	916          	0.7144       	1.465         	1.392        	3.629           	0.1853        	0.1078       	0.4399       	--           	0            	1.209        	0.2546       	0.4598       	0.7144       	0.7144       	0.7762       	0.2044         	--             	--            
InadvertentHighValue                  	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	916          	0.7144       	1.465         	1.392        	3.629           	0.1853        	0.1078       	0.4399       	--           	0            	1.209        	0.2546       	0.4598       	0.7144       	0.7144       	0.7762       	0.2044         	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	916          	0.7144       	1.465         	1.392        	3.629           	0.1853        	0.1078       	0.4399       	--           	0            	1.209        	0.2546       	0.4598       	0.7144       	0.7144       	0.7762       	0.2044         	--             	--            
