                                      	Total        	SocWel1      	Entrants      	Trying       	MainSpendM      	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	InvDel       	UserUt       	PrvWel       	SocWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	-0.3254      	1             	0.8476       	5.794           	0.5209        	--           	0.5769       	0.9081       	0.5769       	0.9925       	-0.007545    	-0.3179      	-0.3254      	-0.3254      	0.6353       	0.6377         	--             	--            
FirstTries                            	8476         	-0.3794      	1             	1            	6.836           	0.6101        	0.5851       	0.6806       	0.9081       	0.6806       	0.9956       	-0.004407    	-0.375       	-0.3794      	-0.3794      	0.7495       	0.6377         	0.7426         	0.7426        
SomeoneTries                          	8476         	-0.3794      	1             	1            	6.836           	0.6101        	0.5851       	0.6806       	0.9081       	0.6806       	0.9956       	-0.004407    	-0.375       	-0.3794      	-0.3794      	0.7495       	0.6377         	0.7426         	0.7426        
NooneTries                            	1524         	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.6377         	--             	--            
InventionOccurs                       	6353         	-0.3053      	1             	1            	6.859           	0.613         	0.588        	0.9081       	0.9081       	0.9081       	1.195        	0.1951       	-0.5004      	-0.3053      	-0.3053      	1            	0.6377         	0.7438         	0.7438        
InadvertentInfringement               	6353         	-0.3053      	1             	1            	6.859           	0.613         	0.588        	0.9081       	0.9081       	0.9081       	1.195        	0.1951       	-0.5004      	-0.3053      	-0.3053      	1            	0.6377         	0.7438         	0.7438        
AgreementReached                      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringement               	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	6353         	-0.3053      	1             	1            	6.859           	0.613         	0.588        	0.9081       	0.9081       	0.9081       	1.195        	0.1951       	-0.5004      	-0.3053      	-0.3053      	1            	0.6377         	0.7438         	0.7438        
AllHighValue                          	2075         	-0.06717     	1             	0.8757       	5.868           	0.5236        	--           	0.5835       	0.8942       	0.5835       	0.9946       	-0.005383    	-0.06179     	-0.06717     	-0.06717     	0.6525       	0.6377         	--             	--            
FirstTriesHighValue                   	1817         	-0.07316     	1             	1            	6.701           	0.5944        	0.5694       	0.6663       	0.8942       	0.6663       	0.9974       	-0.002597    	-0.07057     	-0.07316     	-0.07316     	0.7452       	0.6377         	0.7356         	0.7356        
SomeoneTriesHighValue                 	1817         	-0.07316     	1             	1            	6.701           	0.5944        	0.5694       	0.6663       	0.8942       	0.6663       	0.9974       	-0.002597    	-0.07057     	-0.07316     	-0.07316     	0.7452       	0.6377         	0.7356         	0.7356        
NooneTriesHighValue                   	258          	-0.025       	1             	0            	0               	0.025         	--           	0            	--           	0            	0.975        	-0.025       	0            	-0.025       	-0.025       	0            	0.6377         	--             	--            
InventionOccursHighValue              	1354         	0.1048       	1             	1            	6.73            	0.5947        	0.5697       	0.8942       	0.8942       	0.8942       	1.2          	0.1995       	-0.09469     	0.1048       	0.1048       	1            	0.6377         	0.7371         	0.7371        
InadvertentHighValue                  	1354         	0.1048       	1             	1            	6.73            	0.5947        	0.5697       	0.8942       	0.8942       	0.8942       	1.2          	0.1995       	-0.09469     	0.1048       	0.1048       	1            	0.6377         	0.7371         	0.7371        
AgreementReachedHighValue             	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringementHighValue      	0            	--           	--            	--           	--              	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1354         	0.1048       	1             	1            	6.73            	0.5947        	0.5697       	0.8942       	0.8942       	0.8942       	1.2          	0.1995       	-0.09469     	0.1048       	0.1048       	1            	0.6377         	0.7371         	0.7371        
