                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9697       	2.861           	0.7741         	2.121        	0.3397         	0.3808       	1.151        	5.121        	0.4508        	--           	9.007        	8.825        	0.1012       	0             	3.588        	2.879        	2.833        	1.221        	0.7698        	1.77           
FirstTries                       	9697         	1             	1            	2.861           	0.7983         	2.121        	0.3503         	0.3927       	1.188        	5.283        	0.4633        	0.4133       	9.007        	8.825        	0.1044       	0             	3.588        	2.879        	2.833        	1.259        	0.7954        	1.795          
SomeoneTries                     	9697         	1             	1            	2.861           	0.7983         	2.121        	0.3503         	0.3927       	1.188        	5.283        	0.4633        	0.4133       	9.007        	8.825        	0.1044       	0             	3.588        	2.879        	2.833        	1.259        	0.7954        	1.795          
NooneTries                       	303          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	7741         	1             	1            	2.99            	1              	2.121        	0.4389         	0.492        	1.607        	6.737        	0.4616        	0.4116       	9.007        	8.825        	0.1307       	0             	3.588        	2.879        	2.833        	1.577        	1.115         	2.115          
SomeUsersPay                     	5935         	1             	1            	3.114           	1              	2.156        	0.5724         	0.9723       	1.627        	6.852        	0.4701        	0.4201       	10.18        	11.02        	0            	0             	3.69         	2.156        	2.156        	1.125        	0.6549        	1.655          
SomeIntentionalInfringement      	1743         	1             	1            	2.609           	1              	2.057        	0              	-1.126       	1.608        	6.588        	0.4386        	0.3886       	5.317        	1.652        	0.5805       	0             	3.366        	5.417        	5.217        	3.172        	2.734         	3.734          
InventionUsed                    	7663         	1             	1            	3.003           	1              	2.136        	0.4433         	0.4968       	1.626        	6.805        	0.4632        	0.4132       	9.092        	8.913        	0.1313       	0             	3.623        	2.901        	2.856        	1.593        	1.13          	2.13           
MainInventorLoses                	3174         	1             	0.9045       	2.19            	0.2883         	0.7399       	0.07982        	0.05257      	-0.2875      	0.0502       	0.3904        	--           	1.151        	0.7523       	0.05116      	0             	0.8604       	0.6815       	0.583        	0.0504       	-0.34         	0.66           
AllHighValue                     	1943         	1             	1            	3.927           	0.8157         	3.292        	0.3525         	0.05142      	2.493        	9.856        	0.6308        	0.5808       	17.48        	14.53        	0.1743       	0             	6.104        	6.339        	6.273        	3.073        	2.442         	3.442          
InventionOccursHighValue         	1585         	1             	1            	4.065           	1              	3.292        	0.4321         	0.06304      	3.204        	12.23        	0.626         	0.576        	17.48        	14.53        	0.2137       	0             	6.104        	6.339        	6.273        	3.767        	3.141         	4.141          
