                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	3.384         	3.097        	1.642           	0.7798         	2.176        	0.3786         	0.59         	0.5807       	4.615        	1.031         	--           	11.34        	11.44        	0.0566       	0             	3.65         	2.491        	2.461        	1.022        	-0.009328     	1.005          
FirstTries                       	9192         	3.371         	3.248        	1.642           	0.8116         	2.196        	0.3972         	0.6303       	0.6492       	4.919        	1.061         	0.28         	11.48        	11.6         	0.05884      	0             	3.705        	2.519        	2.49         	1.08         	0.01883       	1.01           
SomeoneTries                     	9861         	3.383         	3.14         	1.642           	0.7908         	2.176        	0.3839         	0.5984       	0.5913       	4.683        	1.043         	0.2857       	11.34        	11.44        	0.0574       	0             	3.65         	2.491        	2.461        	1.036        	-0.007051     	1.006          
NooneTries                       	139          	3.417         	0            	--              	0              	--           	0              	0            	-0.1709      	-0.1709      	0.1709        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.1709       	0.95           
InventionOccurs                  	7798         	3.4           	3.242        	1.687           	1              	2.176        	0.4854         	0.7567       	1.015        	6.188        	1.052         	0.2775       	11.34        	11.44        	0.07259      	0             	3.65         	2.491        	2.461        	1.31         	0.2581        	1.089          
SomeUsersPay                     	6646         	3.405         	3.26         	1.699           	1              	2.274        	0.5696         	0.9993       	1.106        	6.557        	1.073         	0.2822       	12.67        	13.21        	0            	0             	3.863        	2.274        	2.274        	1.179        	0.1063        	1.033          
SomeIntentionalInfringement      	1072         	3.367         	3.144        	1.638           	1              	1.687        	0              	-0.6915      	0.5866       	4.401        	0.9403        	0.2531       	3.874        	1.276        	0.528        	0             	2.595        	3.974        	3.774        	2.218        	1.278         	1.465          
InventionUsed                    	7704         	3.399         	3.245        	1.691           	1              	2.195        	0.4914         	0.7657       	1.037        	6.27         	1.055         	0.2782       	11.47        	11.58        	0.07259      	0             	3.693        	2.514        	2.487        	1.326        	0.2711        	1.093          
MainInventorLoses                	7927         	3.398         	3.065        	1.615           	0.7222         	2.115        	0.3437         	0.5456       	0.4188       	4.04         	1.026         	--           	10.94        	11.08        	0.0564       	0             	3.536        	2.384        	2.351        	0.8988       	-0.1268       	0.7029         
AllHighValue                     	2019         	3.379         	3.327        	1.887           	0.8217         	3.338        	0.4366         	0.9627       	1.858        	9.268        	1.258         	0.3318       	22.02        	22.4         	0.08478      	0             	6.154        	4.523        	4.492        	2.152        	0.895         	1.322          
InventionOccursHighValue         	1659         	3.403         	3.364        	1.926           	1              	3.338        	0.5313         	1.172        	2.543        	11.56        	1.248         	0.324        	22.02        	22.4         	0.1032       	0             	6.154        	4.523        	4.492        	2.62         	1.372         	1.476          
