                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9524       	2.094           	0.4123         	2.241        	0.1901         	0.283        	0.5067       	2.665        	0.351         	--           	11.2         	11.18        	0.03793      	0             	3.71         	2.634        	2.599        	0.5747       	0.2237        	1.224          
FirstTries                       	9524         	1             	1            	2.094           	0.4329         	2.241        	0.1996         	0.2972       	0.5346       	2.801        	0.366         	0.316        	11.2         	11.18        	0.03983      	0             	3.71         	2.634        	2.599        	0.6034       	0.2374        	1.237          
SomeoneTries                     	9524         	1             	1            	2.094           	0.4329         	2.241        	0.1996         	0.2972       	0.5346       	2.801        	0.366         	0.316        	11.2         	11.18        	0.03983      	0             	3.71         	2.634        	2.599        	0.6034       	0.2374        	1.237          
NooneTries                       	476          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	4123         	1             	1            	2.294           	1              	2.241        	0.461          	0.6865       	1.722        	6.956        	0.3584        	0.3084       	11.2         	11.18        	0.092        	0             	3.71         	2.634        	2.599        	1.394        	1.035         	2.035          
SomeUsersPay                     	3410         	1             	1            	2.316           	1              	2.333        	0.5574         	0.9551       	1.785        	7.226        	0.3689        	0.3189       	12.71        	13.22        	0            	0             	3.887        	2.333        	2.333        	1.198        	0.8295        	1.829          
SomeIntentionalInfringement      	679          	1             	1            	2.233           	1              	1.866        	0              	-0.6284      	1.507        	5.956        	0.3092        	0.2592       	4.14         	1.457        	0.5586       	0             	3.003        	4.24         	4.04         	2.445        	2.136         	3.136          
InventionUsed                    	4085         	1             	1            	2.303           	1              	2.257        	0.4653         	0.6928       	1.741        	7.022        	0.359         	0.309        	11.3         	11.28        	0.0924       	0             	3.744        	2.652        	2.619        	1.407        	1.048         	2.048          
MainInventorLoses                	6288         	1             	0.9243       	1.914           	0.06536        	0.6954       	0.01739        	0.01372      	-0.3197      	-0.2447      	0.3431        	--           	1.135        	0.6637       	0.0128       	0             	0.8245       	0.6101       	0.5002       	0.009688     	-0.3334       	0.6666         
AllHighValue                     	2008         	1             	1            	2.738           	0.4532         	3.397        	0.2201         	0.4481       	1.266        	5.341        	0.4417        	0.3917       	21.01        	20.63        	0.06445      	0             	6.164        	4.765        	4.722        	1.259        	0.8176        	1.818          
InventionOccursHighValue         	910          	1             	1            	3.015           	1              	3.397        	0.4857         	0.9888       	3.334        	12.33        	0.4331        	0.3831       	21.01        	20.63        	0.1422       	0             	6.164        	4.765        	4.722        	2.779        	2.346         	3.346          
