                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9149       	2.767           	0.4116         	1.59         	0.2178         	0.5138       	0.5577       	2.784        	0.4298        	--           	3.805        	3.515        	0.05971      	0             	3.475        	1.846        	1.8          	0.4737       	0.0439        	1.044          
FirstTries                       	9149         	1             	1            	2.767           	0.4499         	1.59         	0.2381         	0.5616       	0.6143       	3.047        	0.4651        	0.4151       	3.805        	3.515        	0.06527      	0             	3.475        	1.846        	1.8          	0.5177       	0.05264       	1.053          
SomeoneTries                     	9149         	1             	1            	2.767           	0.4499         	1.59         	0.2381         	0.5616       	0.6143       	3.047        	0.4651        	0.4151       	3.805        	3.515        	0.06527      	0             	3.475        	1.846        	1.8          	0.5177       	0.05264       	1.053          
NooneTries                       	851          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	4116         	1             	1            	3.044           	1              	1.59         	0.5292         	1.248        	1.932        	7.34         	0.4676        	0.4176       	3.805        	3.515        	0.1451       	0             	3.475        	1.846        	1.8          	1.151        	0.6832        	1.683          
SomeUsersPay                     	3164         	1             	1            	3.283           	1              	1.521        	0.6884         	1.459        	1.96         	7.358        	0.4588        	0.4088       	4.1          	4.115        	0            	0             	3.459        	1.521        	1.521        	0.9597       	0.5009        	1.501          
SomeIntentionalInfringement      	926          	1             	1            	2.277           	1              	1.854        	0              	0.5647       	1.897        	7.486        	0.5038        	0.4538       	2.89         	1.56         	0.6449       	0             	3.625        	2.99         	2.79         	1.836        	1.332         	2.332          
InventionUsed                    	4082         	1             	1            	3.059           	1              	1.598        	0.5336         	1.259        	1.95         	7.401        	0.4695        	0.4195       	3.833        	3.543        	0.1454       	0             	3.503        	1.857        	1.812        	1.16         	0.6909        	1.691          
MainInventorLoses                	6265         	1             	0.8642       	2.509           	0.06081        	0.6015       	0.02261        	0.02949      	-0.3564      	-0.2582      	0.3943        	--           	0.7648       	0.5567       	0.009275     	0             	1.029        	0.5407       	0.453        	0.008391     	-0.3859       	0.6141         
AllHighValue                     	1980         	1             	1            	3.98            	0.4742         	2.221        	0.2588         	1.02         	1.3          	5.569        	0.6643        	0.6143       	4.708        	3.41         	0.1005       	0             	5.588        	2.936        	2.876        	0.9435       	0.2792        	1.279          
InventionOccursHighValue         	939          	1             	1            	4.306           	1              	2.221        	0.5457         	2.152        	3.486        	12.49        	0.6551        	0.6051       	4.708        	3.41         	0.2119       	0             	5.588        	2.936        	2.876        	1.989        	1.334         	2.334          
