                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	4.728         	3.593        	1.631           	0.734          	2.376        	0.3579         	0.5771       	0.5499       	4.67         	1.094         	--           	12.54        	12.88        	0.05536      	0             	3.972        	2.743        	2.715        	1.067        	-0.02722      	1.006          
FirstTries                       	7615         	4.715         	4.469        	1.631           	0.8927         	2.369        	0.4424         	0.729        	0.7708       	5.865        	1.28          	0.2386       	12.53        	12.92        	0.0694       	0             	4.015        	2.754        	2.726        	1.322        	0.04187       	1.024          
SomeoneTries                     	8555         	4.718         	4.2          	1.631           	0.858          	2.376        	0.4183         	0.6746       	0.6832       	5.499        	1.239         	0.2493       	12.54        	12.88        	0.06471      	0             	3.972        	2.743        	2.715        	1.247        	0.008601      	1.016          
NooneTries                       	1445         	4.785         	0            	--              	0              	--           	0              	0            	-0.2393      	-0.2393      	0.2393        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.2393       	0.95           
InventionOccurs                  	7340         	4.726         	4.371        	1.66            	1              	2.376        	0.4876         	0.7863       	0.9772       	6.59         	1.263         	0.2422       	12.54        	12.88        	0.07542      	0             	3.972        	2.743        	2.715        	1.454        	0.1909        	1.056          
SomeUsersPay                     	6308         	4.728         	4.368        	1.67            	1              	2.468        	0.5674         	1.036        	1.024        	6.845        	1.292         	0.2498       	13.89        	14.75        	0            	0             	4.145        	2.468        	2.468        	1.281        	-0.01192      	1.004          
SomeIntentionalInfringement      	976          	4.711         	4.416        	1.623           	1              	1.877        	0              	-0.7836      	0.7733       	5.343        	1.1           	0.1982       	4.505        	1.476        	0.5672       	0             	3.072        	4.605        	4.405        	2.657        	1.557         	1.405          
InventionUsed                    	7276         	4.726         	4.374        	1.664           	1              	2.391        	0.4919         	0.7932       	0.9926       	6.652        	1.267         	0.243        	12.65        	12.99        	0.07551      	0             	4.005        	2.757        	2.731        	1.467        	0.1995        	1.058          
MainInventorLoses                	8503         	4.734         	3.451        	1.623           	0.6872         	2.346        	0.3319         	0.538        	0.4545       	4.251        	1.059         	--           	12.27        	12.63        	0.05386      	0             	3.91         	2.684        	2.655        	0.9758       	-0.08356      	0.7805         
AllHighValue                     	2001         	4.726         	4.595        	1.834           	0.9015         	3.512        	0.4572         	0.9346       	1.721        	9.855        	1.659         	--           	22.9         	23.78        	0.09746      	0             	6.243        	4.714        	4.682        	2.445        	0.786         	1.225          
InventionOccursHighValue         	1804         	4.736         	4.647        	1.85            	1              	3.512        	0.5072         	1.037        	2.086        	11.11        	1.663         	0.3093       	22.9         	23.78        	0.1081       	0             	6.243        	4.714        	4.682        	2.712        	1.049         	1.286          
