                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9665       	2.814           	0.7785         	2.184        	0.3395         	0.3929       	1.162        	5.165        	0.4364        	--           	9.305        	9.35         	0.09625      	0             	3.628        	2.865        	2.82         	1.206        	0.7694        	1.769          
FirstTries                       	9665         	1             	1            	2.814           	0.8055         	2.184        	0.3512         	0.4065       	1.204        	5.346        	0.4498        	0.3998       	9.305        	9.35         	0.09959      	0             	3.628        	2.865        	2.82         	1.248        	0.7978        	1.798          
SomeoneTries                     	9665         	1             	1            	2.814           	0.8055         	2.184        	0.3512         	0.4065       	1.204        	5.346        	0.4498        	0.3998       	9.305        	9.35         	0.09959      	0             	3.628        	2.865        	2.82         	1.248        	0.7978        	1.798          
NooneTries                       	335          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	7785         	1             	1            	2.948           	1              	2.184        	0.436          	0.5047       	1.605        	6.746        	0.4488        	0.3988       	9.305        	9.35         	0.1236       	0             	3.628        	2.865        	2.82         	1.549        	1.1           	2.1            
SomeUsersPay                     	6048         	1             	1            	3.03            	1              	2.217        	0.5613         	0.922        	1.608        	6.813        	0.4563        	0.4063       	10.54        	11.56        	0            	0             	3.711        	2.217        	2.217        	1.143        	0.6865        	1.686          
SomeIntentionalInfringement      	1670         	1             	1            	2.709           	1              	2.128        	0              	-0.9862      	1.668        	6.778        	0.4273        	0.3773       	5.183        	1.723        	0.5764       	0             	3.466        	5.283        	5.083        	3.081        	2.654         	3.654          
InventionUsed                    	7702         	1             	1            	2.964           	1              	2.201        	0.4407         	0.51         	1.625        	6.819        	0.4504        	0.4004       	9.397        	9.448        	0.1241       	0             	3.665        	2.886        	2.843        	1.565        	1.115         	2.115          
MainInventorLoses                	3118         	1             	0.8926       	2.122           	0.2896         	0.7463       	0.07755        	0.05881      	-0.2683      	0.08249      	0.3759        	--           	1.127        	0.7473       	0.05304      	0             	0.8817       	0.6928       	0.59         	0.04876      	-0.3272       	0.6728         
AllHighValue                     	1983         	1             	1            	3.82            	0.8255         	3.403        	0.343          	0.2284       	2.512        	9.923        	0.6025        	0.5525       	17.75        	15.77        	0.1792       	0             	6.131        	5.938        	5.871        	2.886        	2.283         	3.283          
InventionOccursHighValue         	1637         	1             	1            	3.955           	1              	3.403        	0.4155         	0.2767       	3.172        	12.15        	0.6           	0.55         	17.75        	15.77        	0.2171       	0             	6.131        	5.938        	5.871        	3.496        	2.896         	3.896          
