                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	7.485         	4.005        	1.179           	0.7141         	2.509        	0.3396         	0.5277       	0.535        	4.361        	0.9304        	--           	15.77        	16.19        	0.03103      	0             	3.913        	2.642        	2.621        	0.9377       	0.00735       	0.9999         
FirstTries                       	5340         	7.477         	6.447        	1.179           	0.9916         	2.476        	0.4862         	0.776        	0.9082       	6.321        	1.194         	0.1385       	15.5         	15.91        	0.04288      	0             	3.949        	2.637        	2.617        	1.326        	0.1322        	1.043          
SomeoneTries                     	7362         	7.481         	5.441        	1.179           	0.97           	2.509        	0.4613         	0.7167       	0.861        	6.058        	1.129         	0.1601       	15.77        	16.19        	0.04215      	0             	3.913        	2.642        	2.621        	1.274        	0.1443        	1.018          
NooneTries                       	2638         	7.495         	0            	--              	0              	--           	0              	0            	-0.3748      	-0.3748      	0.3748        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.3748       	0.95           
InventionOccurs                  	7141         	7.484         	5.565        	1.18            	1              	2.509        	0.4756         	0.7389       	0.9088       	6.266        	1.143         	0.1581       	15.77        	16.19        	0.04345      	0             	3.913        	2.642        	2.621        	1.313        	0.1698        	1.021          
SomeUsersPay                     	6394         	7.483         	5.589        	1.181           	1              	2.667        	0.5312         	0.8837       	1.047        	6.816        	1.17          	0.1626       	17.34        	18           	0            	0             	4.218        	2.667        	2.667        	1.334        	0.1638        	1.024          
SomeIntentionalInfringement      	672          	7.487         	5.4          	1.185           	1              	1.209        	0              	-0.5563      	-0.2102      	1.8          	0.9176        	0.1194       	2.475        	0.7445       	0.4617       	0             	1.427        	2.575        	2.375        	1.264        	0.3461        	1.011          
InventionUsed                    	7054         	7.484         	5.571        	1.182           	1              	2.532        	0.4815         	0.7479       	0.9309       	6.35         	1.146         	0.1586       	15.95        	16.39        	0.04318      	0             	3.959        	2.663        	2.644        	1.329        	0.183         	1.023          
MainInventorLoses                	9091         	7.488         	3.846        	1.187           	0.6855         	2.495        	0.3245         	0.5024       	0.4902       	4.14         	0.9076        	--           	15.66        	16.06        	0.03094      	0             	3.888        	2.63         	2.608        	0.8954       	-0.01222      	0.8846         
AllHighValue                     	2104         	7.496         	4.728        	1.276           	0.8085         	3.942        	0.434          	0.9992       	1.759        	9.033        	1.134         	--           	31.86        	34.76        	0.02046      	0             	6.465        	4.343        	4.335        	1.894        	0.7596        	1.091          
InventionOccursHighValue         	1701         	7.487         	5.801        	1.278           	1              	3.942        	0.5368         	1.236        	2.277        	11.27        	1.302         	0.1787       	31.86        	34.76        	0.02531      	0             	6.465        	4.343        	4.335        	2.342        	1.041         	1.126          
