                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9323       	2.347           	0.4079         	2.181        	0.1832         	0.2626       	0.5189       	2.688        	0.3581        	--           	9.388        	9.49         	0.04866      	0             	3.716        	2.745        	2.703        	0.6144       	0.2563        	1.256          
FirstTries                       	9323         	1             	1            	2.347           	0.4375         	2.181        	0.1965         	0.2817       	0.5603       	2.886        	0.3805        	0.3305       	9.388        	9.49         	0.05219      	0             	3.716        	2.745        	2.703        	0.659        	0.2786        	1.279          
SomeoneTries                     	9323         	1             	1            	2.347           	0.4375         	2.181        	0.1965         	0.2817       	0.5603       	2.886        	0.3805        	0.3305       	9.388        	9.49         	0.05219      	0             	3.716        	2.745        	2.703        	0.659        	0.2786        	1.279          
NooneTries                       	677          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	4079         	1             	1            	2.578           	1              	2.181        	0.4491         	0.6439       	1.773        	7.089        	0.3774        	0.3274       	9.388        	9.49         	0.1193       	0             	3.716        	2.745        	2.703        	1.506        	1.129         	2.129          
SomeUsersPay                     	3211         	1             	1            	2.647           	1              	2.231        	0.5705         	1.008        	1.792        	7.21         	0.3863        	0.3363       	10.7         	11.62        	0            	0             	3.824        	2.231        	2.231        	1.171        	0.7844        	1.784          
SomeIntentionalInfringement      	836          	1             	1            	2.341           	1              	2.045        	0              	-0.7302      	1.776        	6.897        	0.3471        	0.2971       	4.699        	1.655        	0.582        	0             	3.438        	4.799        	4.599        	2.853        	2.506         	3.506          
InventionUsed                    	4040         	1             	1            	2.585           	1              	2.195        	0.4534         	0.6499       	1.792        	7.157        	0.3784        	0.3284       	9.474        	9.578        	0.1197       	0             	3.75         	2.766        	2.725        	1.521        	1.142         	2.142          
MainInventorLoses                	6293         	1             	0.8924       	2.133           	0.05911        	0.7425       	0.01388        	0.01208      	-0.3219      	-0.253       	0.3431        	--           	1.096        	0.6835       	0.01179      	0             	0.8393       	0.6304       	0.5175       	0.009094     	-0.334        	0.666          
AllHighValue                     	1958         	1             	1            	2.978           	0.4535         	3.212        	0.1974         	0.2933       	1.284        	5.385        	0.4706        	0.4206       	15.8         	14.38        	0.09906      	0             	6.08         	5.33         	5.264        	1.461        	0.9905        	1.99           
InventionOccursHighValue         	888          	1             	1            	3.205           	1              	3.212        	0.4353         	0.6466       	3.401        	12.44        	0.4676        	0.4176       	15.8         	14.38        	0.2184       	0             	6.08         	5.33         	5.264        	3.222        	2.754         	3.754          
