                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	4.952         	3.717        	1.306           	0.7401         	2.56         	0.3529         	0.5452       	0.548        	4.6          	1.005         	--           	15.94        	16.36        	0.03366      	0             	3.998        	2.721        	2.701        	1.008        	0.002771      	1.01           
FirstTries                       	7535         	4.951         	4.609        	1.306           	0.888          	2.578        	0.4318         	0.6788       	0.7557       	5.721        	1.159         	0.2043       	16.23        	16.69        	0.03833      	0             	4.07         	2.751        	2.733        	1.236        	0.07686       	1.029          
SomeoneTries                     	8828         	4.952         	4.21         	1.306           	0.8384         	2.56         	0.3998         	0.6176       	0.6536       	5.244        	1.105         	0.216        	15.94        	16.36        	0.03812      	0             	3.998        	2.721        	2.701        	1.141        	0.03601       	1.018          
NooneTries                       	1172         	4.952         	0            	--              	0              	--           	0              	0            	-0.2476      	-0.2476      	0.2476        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.2476       	0.95           
InventionOccurs                  	7401         	4.954         	4.461        	1.326           	1              	2.56         	0.4768         	0.7367       	0.963        	6.438        	1.135         	0.2078       	15.94        	16.36        	0.04547      	0             	3.998        	2.721        	2.701        	1.361        	0.2263        	1.059          
SomeUsersPay                     	6657         	4.953         	4.488        	1.32            	1              	2.698        	0.5301         	0.8859       	1.06         	6.878        	1.175         	0.2154       	17.41        	18.09        	0            	0             	4.259        	2.698        	2.698        	1.349        	0.1738        	1.047          
SomeIntentionalInfringement      	689          	4.964         	4.261        	1.417           	1              	1.352        	0              	-0.646       	0.1686       	2.715        	0.7797        	0.1373       	2.943        	0.9101       	0.4885       	0             	1.778        	3.043        	2.843        	1.594        	0.8146        	1.19           
InventionUsed                    	7332         	4.953         	4.466        	1.329           	1              	2.576        	0.4813         	0.7435       	0.9793       	6.501        	1.138         	0.2082       	16.08        	16.51        	0.04499      	0             	4.033        	2.736        	2.717        	1.374        	0.2358        	1.061          
MainInventorLoses                	8554         	4.953         	3.582        	1.304           	0.6962         	2.522        	0.3287         	0.5075       	0.4594       	4.211        	0.9774        	--           	15.6         	15.97        	0.03376      	0             	3.934        	2.678        	2.656        	0.9293       	-0.04809      	0.8071         
AllHighValue                     	1981         	4.961         	4.547        	1.472           	0.8703         	3.93         	0.4631         	1.03         	1.773        	9.612        	1.354         	--           	31.66        	34.19        	0.02795      	0             	6.462        	4.433        	4.423        	2.097        	0.7427        	1.184          
InventionOccursHighValue         	1724         	4.962         	4.702        	1.503           	1              	3.93         	0.5321         	1.183        	2.224        	11.23        	1.369         	0.2447       	31.66        	34.19        	0.03212      	0             	6.462        	4.433        	4.423        	2.41         	1.041         	1.25           
