                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	5.312         	4.069        	1.511           	0.8718         	2.351        	0.413          	0.6345       	0.6449       	5.236        	1.148         	--           	13.12        	13.44        	0.05479      	0             	3.786        	2.595        	2.569        	1.158        	0.0104        	1.009          
FirstTries                       	7701         	5.294         	4.969        	1.511           	0.9921         	2.351        	0.4803         	0.7539       	0.7951       	6.141        	1.314         	0.2178       	13.13        	13.43        	0.06474      	0             	3.849        	2.624        	2.598        	1.355        	0.04111       	1.027          
SomeoneTries                     	8960         	5.298         	4.542        	1.511           	0.973          	2.351        	0.4609         	0.7082       	0.7513       	5.875        	1.249         	0.2299       	13.12        	13.44        	0.06115      	0             	3.786        	2.595        	2.569        	1.292        	0.04311       	1.016          
NooneTries                       	1040         	5.429         	0            	--              	0              	--           	0              	0            	-0.2714      	-0.2714      	0.2714        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.2714       	0.95           
InventionOccurs                  	8718         	5.299         	4.631        	1.514           	1              	2.351        	0.4737         	0.7278       	0.7904       	6.056        	1.266         	0.2279       	13.12        	13.44        	0.06285      	0             	3.786        	2.595        	2.569        	1.328        	0.06254       	1.02           
SomeUsersPay                     	7577         	5.3           	4.642        	1.509           	1              	2.476        	0.545          	0.9225       	0.8745       	6.45         	1.303         	0.2354       	14.6         	15.3         	0            	0             	4.026        	2.476        	2.476        	1.255        	-0.04806      	0.997          
SomeIntentionalInfringement      	1059         	5.289         	4.596        	1.569           	1              	1.59         	0              	-0.6087      	0.3219       	3.749        	1.024         	0.1782       	3.478        	1.171        	0.5174       	0             	2.349        	3.578        	3.378        	1.954        	0.9307        	1.201          
InventionUsed                    	8622         	5.298         	4.636        	1.517           	1              	2.37         	0.479          	0.7359       	0.8094       	6.13         	1.269         	0.2285       	13.26        	13.59        	0.06281      	0             	3.826        	2.615        	2.59         	1.343        	0.07355       	1.022          
MainInventorLoses                	8469         	5.319         	3.964        	1.516           	0.8486         	2.32         	0.397          	0.6118       	0.5943       	4.991        	1.119         	--           	12.83        	13.12        	0.05624      	0             	3.726        	2.547        	2.519        	1.102        	-0.01752      	0.797          
AllHighValue                     	1966         	5.298         	4.662        	1.755           	0.9542         	3.642        	0.5016         	1.116        	2.06         	10.66        	1.464         	--           	26.74        	28.09        	0.06942      	0             	6.314        	4.5          	4.478        	2.407        	0.9437        	1.239          
InventionOccursHighValue         	1876         	5.285         	4.866        	1.758           	1              	3.642        	0.5257         	1.17         	2.179        	11.19        	1.514         	0.2651       	26.74        	28.09        	0.07275      	0             	6.314        	4.5          	4.478        	2.523        	1.009         	1.254          
