                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.992        	3.764           	0.8091         	1.857        	0.3604         	0.5223       	1.104        	5.271        	0.6521        	--           	5.751        	5.492        	0.1408       	0             	3.462        	2.643        	2.585        	1.234        	0.5819        	1.582          
FirstTries                       	9920         	1             	1            	3.764           	0.8156         	1.857        	0.3633         	0.5265       	1.114        	5.314        	0.657         	0.607        	5.751        	5.492        	0.142        	0             	3.462        	2.643        	2.585        	1.244        	0.587         	1.587          
SomeoneTries                     	9920         	1             	1            	3.764           	0.8156         	1.857        	0.3633         	0.5265       	1.114        	5.314        	0.657         	0.607        	5.751        	5.492        	0.142        	0             	3.462        	2.643        	2.585        	1.244        	0.587         	1.587          
NooneTries                       	80           	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	8091         	1             	1            	3.918           	1              	1.857        	0.4455         	0.6456       	1.51         	6.66         	0.6609        	0.6109       	5.751        	5.492        	0.174        	0             	3.462        	2.643        	2.585        	1.525        	0.8642        	1.864          
SomeUsersPay                     	5740         	1             	1            	4.308           	1              	1.779        	0.6279         	1.163        	1.51         	6.61         	0.6481        	0.5981       	6.201        	7.058        	0            	0             	3.44         	1.779        	1.779        	0.995        	0.3469        	1.347          
SomeIntentionalInfringement      	2286         	1             	1            	3.006           	1              	2.092        	0              	-0.6354      	1.562        	6.98         	0.7022        	0.6522       	4.771        	1.713        	0.616        	0             	3.616        	4.871        	4.671        	2.9          	2.197         	3.197          
InventionUsed                    	8010         	1             	1            	3.942           	1              	1.871        	0.45           	0.6519       	1.528        	6.729        	0.6642        	0.6142       	5.805        	5.547        	0.1748       	0             	3.496        	2.665        	2.608        	1.541        	0.8764        	1.876          
MainInventorLoses                	3202         	1             	0.975        	2.758           	0.4038         	0.7098       	0.1469         	0.1407       	-0.2963      	0.332        	0.5217        	--           	1.26         	0.9636       	0.05957      	0             	1.072        	0.6837       	0.6055       	0.0847       	-0.437        	0.563          
AllHighValue                     	1997         	1             	1            	5.626           	0.8553         	2.841        	0.3671         	0.4254       	2.409        	10.12        	0.9866        	0.9366       	10.18        	7.439        	0.2299       	0             	5.861        	5.629        	5.548        	2.971        	1.984         	2.984          
InventionOccursHighValue         	1708         	1             	1            	5.736           	1              	2.841        	0.4292         	0.4974       	2.995        	12.01        	0.9755        	0.9255       	10.18        	7.439        	0.2689       	0             	5.861        	5.629        	5.548        	3.473        	2.498         	3.498          
