                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9605       	1.908           	0.4064         	2.335        	0.1885         	0.2589       	0.4895       	2.605        	0.3367        	--           	13.04        	13.24        	0.02939      	0             	3.745        	2.694        	2.664        	0.5674       	0.2307        	1.231          
FirstTries                       	9605         	1             	1            	1.908           	0.4231         	2.335        	0.1962         	0.2695       	0.5117       	2.714        	0.3485        	0.2985       	13.04        	13.24        	0.03059      	0             	3.745        	2.694        	2.664        	0.5907       	0.2422        	1.242          
SomeoneTries                     	9605         	1             	1            	1.908           	0.4231         	2.335        	0.1962         	0.2695       	0.5117       	2.714        	0.3485        	0.2985       	13.04        	13.24        	0.03059      	0             	3.745        	2.694        	2.664        	0.5907       	0.2422        	1.242          
NooneTries                       	395          	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	4064         	1             	1            	2.061           	1              	2.335        	0.4638         	0.6369       	1.691        	6.897        	0.3415        	0.2915       	13.04        	13.24        	0.07231      	0             	3.745        	2.694        	2.664        	1.396        	1.055         	2.055          
SomeUsersPay                     	3448         	1             	1            	2.063           	1              	2.477        	0.5467         	0.9091       	1.816        	7.371        	0.352         	0.302        	14.69        	15.41        	0            	0             	4.016        	2.477        	2.477        	1.259        	0.9072        	1.907          
SomeIntentionalInfringement      	564          	1             	1            	2.122           	1              	1.633        	0              	-0.9684      	1.111        	4.645        	0.283         	0.233        	4.103        	1.217        	0.521        	0             	2.426        	4.203        	4.003        	2.362        	2.079         	3.079          
InventionUsed                    	4010         	1             	1            	2.072           	1              	2.359        	0.4701         	0.6455       	1.718        	6.991        	0.3423        	0.2923       	13.21        	13.42        	0.07304      	0             	3.794        	2.721        	2.693        	1.415        	1.073         	2.073          
MainInventorLoses                	6402         	1             	0.9383       	1.761           	0.07279        	0.6849       	0.0192         	0.0108       	-0.3109      	-0.2366      	0.3332        	--           	1.193        	0.694        	0.01285      	0             	0.7511       	0.6403       	0.5321       	0.01149      	-0.3217       	0.6783         
AllHighValue                     	2020         	1             	0.9995       	2.412           	0.445          	3.669        	0.2231         	0.3751       	1.243        	5.244        	0.3932        	--           	25.77        	26.25        	0.04219      	0             	6.305        	5.002        	4.973        	1.261        	0.8675        	1.868          
InventionOccursHighValue         	899          	1             	1            	2.624           	1              	3.669        	0.5013         	0.8428       	3.286        	12.28        	0.3897        	0.3397       	25.77        	26.25        	0.0948       	0             	6.305        	5.002        	4.973        	2.833        	2.443         	3.443          
