                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	1             	0.9927       	3.178           	0.8052         	1.98         	0.3629         	0.5607       	1.148        	5.249        	0.5394        	--           	7.367        	7.39         	0.1083       	0             	3.499        	2.531        	2.482        	1.127        	0.5874        	1.587          
FirstTries                       	9927         	1             	1            	3.178           	0.8111         	1.98         	0.3656         	0.5648       	1.157        	5.288        	0.543         	0.493        	7.367        	7.39         	0.1091       	0             	3.499        	2.531        	2.482        	1.135        	0.5921        	1.592          
SomeoneTries                     	9927         	1             	1            	3.178           	0.8111         	1.98         	0.3656         	0.5648       	1.157        	5.288        	0.543         	0.493        	7.367        	7.39         	0.1091       	0             	3.499        	2.531        	2.482        	1.135        	0.5921        	1.592          
NooneTries                       	73           	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           
InventionOccurs                  	8052         	1             	1            	3.33            	1              	1.98         	0.4507         	0.6963       	1.552        	6.646        	0.5433        	0.4933       	7.367        	7.39         	0.1345       	0             	3.499        	2.531        	2.482        	1.399        	0.8561        	1.856          
SomeUsersPay                     	6115         	1             	1            	3.515           	1              	2.008        	0.5935         	1.069        	1.595        	6.82         	0.552         	0.502        	8.408        	9.256        	0            	0             	3.616        	2.008        	2.008        	1.078        	0.5264        	1.526          
SomeIntentionalInfringement      	1831         	1             	1            	2.793           	1              	1.969        	0              	-0.5082      	1.519        	6.455        	0.526         	0.476        	4.271        	1.572        	0.5916       	0             	3.304        	4.371        	4.171        	2.553        	2.027         	3.027          
InventionUsed                    	7931         	1             	1            	3.352           	1              	2.002        	0.4576         	0.7068       	1.581        	6.748        	0.5463        	0.4963       	7.468        	7.5          	0.1357       	0             	3.551        	2.557        	2.511        	1.421        	0.8744        	1.874          
MainInventorLoses                	3162         	1             	0.9769       	2.338           	0.3839         	0.7733       	0.1169         	0.0909       	-0.3048      	0.2065       	0.4707        	--           	1.242        	0.9129       	0.05697      	0             	0.9609       	0.7204       	0.6313       	0.07502      	-0.3957       	0.6043         
AllHighValue                     	1934         	1             	1            	4.432           	0.8351         	2.964        	0.3857         	0.7196       	2.524        	10.03        	0.7463        	0.6963       	12.81        	10.99        	0.1821       	0             	5.927        	5.028        	4.963        	2.551        	1.805         	2.805          
InventionOccursHighValue         	1615         	1             	1            	4.622           	1              	2.964        	0.4619         	0.8617       	3.177        	12.17        	0.7391        	0.6891       	12.81        	10.99        	0.218        	0             	5.927        	5.028        	4.963        	3.055        	2.316         	3.316          
