                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	6.398         	3.288        	1.325           	0.5986         	2.68         	0.286          	0.4724       	0.4775       	3.872        	0.8143        	--           	17.02        	17.54        	0.02181      	0             	4.158        	2.776        	2.759        	0.8194       	0.005096      	1.008          
FirstTries                       	5111         	6.403         	5.953        	1.325           	0.9941         	2.678        	0.4888         	0.8355       	1.056        	6.838        	1.176         	0.1502       	17.44        	18.08        	0.03834      	0             	4.232        	2.784        	2.767        	1.396        	0.2205        	1.063          
SomeoneTries                     	6120         	6.394         	5.373        	1.325           	0.9781         	2.68         	0.4673         	0.7719       	0.9833       	6.529        	1.127         	0.1639       	17.02        	17.54        	0.03564      	0             	4.158        	2.776        	2.759        	1.339        	0.2113        	1.045          
NooneTries                       	3880         	6.405         	0            	--              	0              	--           	0              	0            	-0.3202      	-0.3202      	0.3202        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.3202       	0.95           
InventionOccurs                  	5986         	6.396         	5.464        	1.327           	1              	2.68         	0.4778         	0.7892       	1.019        	6.69         	1.139         	0.1623       	17.02        	17.54        	0.03643      	0             	4.158        	2.776        	2.759        	1.369        	0.2302        	1.048          
SomeUsersPay                     	5467         	6.397         	5.462        	1.32            	1              	2.816        	0.5231         	0.8956       	1.12         	7.12         	1.169         	0.1676       	18.43        	19.12        	0            	0             	4.408        	2.816        	2.816        	1.393        	0.2239        	1.041          
SomeIntentionalInfringement      	465          	6.402         	5.57         	1.42            	1              	1.29         	0              	-0.3703      	0.04412      	2.427        	0.828         	0.1055       	2.386        	0.8515       	0.469        	0             	1.667        	2.486        	2.286        	1.242        	0.4144        	1.15           
InventionUsed                    	5930         	6.397         	5.471        	1.328           	1              	2.697        	0.4823         	0.7966       	1.036        	6.754        	1.143         	0.1628       	17.17        	17.7         	0.03664      	0             	4.195        	2.791        	2.775        	1.382        	0.2392        	1.05           
MainInventorLoses                	9094         	6.401         	3.064        	1.331           	0.5586         	2.661        	0.2654         	0.4404       	0.4142       	3.553        	0.7795        	--           	16.84        	17.35        	0.02088      	0             	4.121        	2.744        	2.726        	0.7533       	-0.02625      	0.8823         
AllHighValue                     	1938         	6.382         	4.58         	1.477           	0.7647         	3.99         	0.4072         	0.9977       	1.555        	8.462        	1.185         	--           	32.5         	35.39        	0.0202       	0             	6.506        	4.244        	4.236        	1.742        	0.557         	1.105          
InventionOccursHighValue         	1482         	6.382         	5.98         	1.478           	1              	3.99         	0.5324         	1.305        	2.134        	11.17        	1.448         	0.1961       	32.5         	35.39        	0.02642      	0             	6.506        	4.244        	4.236        	2.278        	0.8295        	1.153          
