                                 	Total        	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      
All                              	10000        	6.571         	3.5          	1.315           	0.6351         	2.428        	0.3158         	0.552        	0.5426       	4.121        	0.8691        	--           	13.71        	14.02        	0.0347       	0             	4.012        	2.636        	2.614        	0.8597       	-0.009442     	0.9972         
FirstTries                       	5364         	6.534         	6.044        	1.315           	0.9938         	2.354        	0.5087         	0.9211       	1.064        	6.747        	1.222         	0.1556       	13.26        	13.59        	0.06075      	0             	4.017        	2.596        	2.572        	1.365        	0.1434        	1.038          
SomeoneTries                     	6506         	6.508         	5.38         	1.315           	0.9762         	2.428        	0.4854         	0.8485       	1.014        	6.513        	1.156         	0.1697       	13.71        	14.02        	0.05334      	0             	4.012        	2.636        	2.614        	1.321        	0.1651        	1.022          
NooneTries                       	3494         	6.689         	0            	--              	0              	--           	0              	0            	-0.3345      	-0.3345      	0.3345        	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.3345       	0.95           
InventionOccurs                  	6351         	6.514         	5.48         	1.317           	1              	2.428        	0.4972         	0.8692       	1.053        	6.687        	1.169         	0.168        	13.71        	14.02        	0.05464      	0             	4.012        	2.636        	2.614        	1.354        	0.1842        	1.026          
SomeUsersPay                     	5659         	6.515         	5.425        	1.318           	1              	2.533        	0.558          	1.034        	1.131        	7.02         	1.192         	0.1743       	14.98        	15.59        	0            	0             	4.211        	2.533        	2.533        	1.289        	0.09674       	1.021          
SomeIntentionalInfringement      	642          	6.492         	5.988        	1.322           	1              	1.617        	0              	-0.5153      	0.5233       	4.29         	0.9933        	0.1158       	3.536        	1.219        	0.5406       	0             	2.543        	3.636        	3.436        	2.032        	1.039         	1.078          
InventionUsed                    	6298         	6.513         	5.482        	1.319           	1              	2.44         	0.5014         	0.8764       	1.07         	6.745        	1.172         	0.1683       	13.82        	14.14        	0.05486      	0             	4.043        	2.646        	2.626        	1.365        	0.1932        	1.027          
MainInventorLoses                	9046         	6.582         	3.307        	1.331           	0.5966         	2.406        	0.2956         	0.5138       	0.4847       	3.826        	0.8349        	--           	13.54        	13.85        	0.03386      	0             	3.983        	2.626        	2.603        	0.8058       	-0.02905      	0.8765         
AllHighValue                     	1964         	6.609         	4.734        	1.398           	0.7877         	3.43         	0.4381         	1.148        	1.728        	8.831        	1.232         	--           	24.49        	25.97        	0.05166      	0             	6.211        	4.048        	4.029        	1.812        	0.5801        	1.092          
InventionOccursHighValue         	1547         	6.549         	5.986        	1.399           	1              	3.43         	0.5562         	1.457        	2.293        	11.31        	1.465         	0.2004       	24.49        	25.97        	0.06558      	0             	6.211        	4.048        	4.029        	2.3          	0.8356        	1.131          
